FeatureID,Name,Formula,Annotation_level,use_Sirius_class,molecularFormula,adduct,precursorFormula,NPC#pathway,NPC#pathway Probability,NPC#superclass,NPC#superclass Probability,NPC#class,NPC#class Probability,ClassyFire#most specific class,ClassyFire#most specific class Probability,ClassyFire#level 5,ClassyFire#level 5 Probability,ClassyFire#subclass,ClassyFire#subclass Probability,ClassyFire#class,ClassyFire#class Probability,ClassyFire#superclass,ClassyFire#superclass probability,ClassyFire#all classifications
FT_1.190_536.21888,no name,C19 H37 N O16,L3.3,yes,C19H37NO16,[M + H]+,C19H37NO16,Carbohydrates,0.932443857,Saccharides,0.972204387,Disaccharides,0.995503604,Fatty acyl glycosides,0.671146929,NA,NA,Fatty acyl glycosides,0.671146929,Fatty Acyls,0.567661822,Lipids and lipid-like molecules,0.610494792,"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Acetals; Secondary alcohols; Fatty acyl glycosides; 1,2-aminoalcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Amines; Fatty Acyls; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"
FT_1.274_440.10703,no name,C12 H25 N O14 S,L3.2,yes,C12H25NO14S,[M + H]+,C12H25NO14S,Carbohydrates,0.424285084,Aminosugars and aminoglycosides,0.185592845,Aminosugars,0.176080376,Disaccharides,0.864296734,Disaccharides,0.864296734,Carbohydrates and carbohydrate conjugates,0.999988437,Organooxygen compounds,1,Organic oxygen compounds,1,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Organic sulfuric acids and derivatives; Disaccharides; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Alkyl sulfates; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
FT_1.289_205.11826,no name,C8 H16 N2 O4,L3.2,yes,C8H16N2O4,[M + H]+,C8H16N2O4,Amino acids and Peptides,0.654886246,Small peptides,0.350824982,Aminoacids,0.329735905,Amino acids and derivatives,0.646957934,Amino acids and derivatives,0.646957934,"Amino acids, peptides, and analogues",0.626447022,Carboxylic acids and derivatives,0.805838406,Organic acids and derivatives,0.791161239,"Organic compounds; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic cyanides; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"
FT_1.314_370.08322,no name,C11 H20 N3 O7 P S,L3.3,yes,C11H20N3O7PS,[M + H]+,C11H20N3O7PS,Carbohydrates,0.98060441,Nucleosides,0.948165715,Purine nucleos(t)ides,0.616376698,Alpha amino acids and derivatives,0.599310756,Amino acids and derivatives,0.884322703,"Amino acids, peptides, and analogues",0.869674861,Carboxylic acids and derivatives,0.478992432,Organic acids and derivatives,0.988461494,"Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Imidazoles; Alcohols and polyols; Organic acids and derivatives; Organonitrogen compounds; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Amino acids and derivatives; Organic sulfuric acids and derivatives; Monocarboxylic acids and derivatives; 1,3-dioxolanes; Pentoses; Monosaccharides; Carbonyl compounds; Oxolanes; Glycosyl compounds; Glycosylamines; Polyols; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; 1,2-diols; Tetrahydrofurans; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"
FT_1.323_438.04617,no name,C11 H22 N O11 P3,L3.3,yes,C11H22NO11P3,[M + H]+,C11H22NO11P3,Carbohydrates,0.65401262,Aminosugars and aminoglycosides,0.154352412,Aminosugars,0.033271164,Pentose phosphates,0.982055366,Monosaccharides,0.998019814,Carbohydrates and carbohydrate conjugates,0.98657608,Organooxygen compounds,0.999914289,Organic oxygen compounds,1,"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Organic oxoanionic compounds; Pentoses; Monosaccharides; Monosaccharide phosphates; Secondary alcohols; Organic pyrophosphates; Pentose phosphates; Polyols; 1,2-diols; Tetrahydrofurans; Alkyl phosphates; Monoalkyl phosphates; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"
FT_1.325_446.04676,no name,C10 H17 N5 O11 P2,L3.3,yes,C10H17N5O11P2,[M + H]+,C10H17N5O11P2,Carbohydrates,0.994303584,Nucleosides,0.98940593,Purine nucleos(t)ides,0.951159656,Purine ribonucleoside diphosphates,0.943275154,Purine ribonucleoside diphosphates,0.943275154,Purine ribonucleotides,0.998411059,Purine nucleotides,0.997653186,"Nucleosides, nucleotides, and analogues",0.967263162,"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Purines and purine derivatives; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Azoles; Organic oxoanionic compounds; Aminopyrimidines and derivatives; Diazines; Pentoses; Purine nucleotides; Monosaccharides; Monosaccharide phosphates; Purine ribonucleotides; Purine ribonucleoside monophosphates; Purine ribonucleoside diphosphates; Secondary alcohols; Imidazopyrimidines; Organic pyrophosphates; Glycosyl compounds; Glycosylamines; Pentose phosphates; Polyols; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; 1,2-diols; Tetrahydrofurans; 6-aminopurines; Alkyl phosphates; Monoalkyl phosphates; Imidolactams; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"
FT_1.339_427.07594,no name,C11 H24 O13 P2,L3.3,yes,C11H24O13P2,[M + H]+,C11H24O13P2,Carbohydrates,0.870212674,Saccharides,0.527736902,Monosaccharides,0.232469887,Hexoses,0.532333672,Monosaccharides,0.92066592,Carbohydrates and carbohydrate conjugates,0.993426204,Organooxygen compounds,1,Organic oxygen compounds,1,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Monocarboxylic acids and derivatives; Hexoses; Monosaccharides; Monosaccharide phosphates; Secondary alcohols; Carbonyl compounds; Oxanes; Polyols; Alkyl phosphates; Monoalkyl phosphates; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
FT_1.350_186.07614,no name,C8 H11 N O4,L3.2,yes,C8H11NO4,[M + H]+,C8H11NO4,Carbohydrates,0.744324267,Aminosugars and aminoglycosides,0.919577777,Aminosugars,0.955109239,Monosaccharides,0.673722923,Monosaccharides,0.673722923,Carbohydrates and carbohydrate conjugates,0.8561185,Organooxygen compounds,1,Organic oxygen compounds,1,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Monosaccharides; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Oxanes; Acetamides; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
FT_1.359_198.07952,no name,C6 H15 N O4 S,L3.2,yes,C6H15NO4S,[M + H]+,C6H15NO4S,Fatty acids,0.41263172,Ornithine alkaloids,0.255313903,Fatty alcohols,0.174377605,Cholines,0.81658709,Cholines,0.81658709,Quaternary ammonium salts,0.999623299,Organonitrogen compounds,0.999749124,Organic nitrogen compounds,0.999991298,Organic compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organic sulfuric acids and derivatives; Quaternary ammonium salts; Cholines; Sulfuric acid monoesters; Amines; Sulfuric acid esters; Alkyl sulfates; Organic cations; Organic salts; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
FT_1.378_288.10135,no name,C11 H17 N3 O4 S,L3.3,yes,C11H17N3O4S,[M + H]+,C11H17N3O4S,Alkaloids,0.689546764,Histidine alkaloids,0.115974702,Carbapenems,0.363461912,Alpha amino acids and derivatives,0.957118988,Amino acids and derivatives,0.986715257,"Amino acids, peptides, and analogues",0.986385524,Carboxylic acids and derivatives,0.988247454,Organic acids and derivatives,0.990177453,"Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Azoles; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Azolines; Carboximidamides; Organic 1,3-dipolar compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"
FT_1.387_353.03927,no name,C8 H18 O11 P2,L3.3,yes,C8H18O11P2,[M + H]+,C8H18O11P2,Carbohydrates,0.987205148,Saccharides,0.920937717,Monosaccharides,0.475831419,Hexoses,0.603528142,Monosaccharides,0.96402663,Carbohydrates and carbohydrate conjugates,0.994857788,Organooxygen compounds,0.999999762,Organic oxygen compounds,1,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Organic acids and derivatives; Primary alcohols; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Hexoses; Monosaccharides; Monosaccharide phosphates; Secondary alcohols; Oxanes; Polyols; Alkyl phosphates; Monoalkyl phosphates; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
FT_1.404_425.19671,no name,C18 H28 N6 O4 S,L3.2,yes,C18H28N6O4S,[M + H]+,C18H28N6O4S,Amino acids and Peptides,0.606115937,Ornithine alkaloids,0.100928627,Pyridine alkaloids,0.021624668,Thienamycins,0.999991775,Carbapenems,0.956958771,Beta lactams,0.903419316,Lactams,0.252902836,Organoheterocyclic compounds,0.999927163,"Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Azepines; Pyrimidines and pyrimidine derivatives; Pyrrolines; Alcohols and polyols; Beta lactams; Carbapenems; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid salts; Carboxylic acids; Aminopyrimidines and derivatives; Diazines; Secondary alcohols; Tertiary carboxylic acid amides; Carbonyl compounds; Dialkylamines; Trialkylamines; Pyrroline carboxylic acids and derivatives; Thioenol ethers; Thienamycins; Pyrroline carboxylic acids; Amines; Primary amines; Secondary amines; Tertiary amines; Sulfenyl compounds; Organic zwitterions; Organic salts; Imidolactams; Organic oxides; Vinylogous thioesters; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"
FT_1.406_684.25587,no name,C24 H45 N O21,L3.3,yes,C24H45NO21,[M + H]+,C24H45NO21,Carbohydrates,0.998050094,Saccharides,0.999848247,Polysaccharides,0.964242935,Aminoglycosides,0.738322377,Aminosaccharides,0.953499019,Carbohydrates and carbohydrate conjugates,0.999983311,Organooxygen compounds,1,Organic oxygen compounds,1,"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Oligosaccharides; Ethers; Organonitrogen compounds; Aminoglycosides; Primary alcohols; Organooxygen compounds; Hemiacetals; Acetals; Secondary alcohols; 1,2-aminoalcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Amines; Alkanolamines; Aminosaccharides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"
FT_1.411_846.30863,no name,C30 H55 N O26,L3.3,yes,C30H55NO26,[M + H]+,C30H55NO26,Carbohydrates,0.999579132,Saccharides,0.999756515,Polysaccharides,0.996317029,Oligosaccharides,0.992534399,Oligosaccharides,0.992534399,Carbohydrates and carbohydrate conjugates,0.999975324,Organooxygen compounds,1,Organic oxygen compounds,1,"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Oligosaccharides; Ethers; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Hemiacetals; Acetals; Secondary alcohols; 1,2-aminoalcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Amines; Alkanolamines; Aminosaccharides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"
FT_1.421_462.14561,no name,C16 H23 N5 O11,L3.3,yes,C16H23N5O11,[M + H]+,C16H23N5O11,Carbohydrates,0.993605852,Nucleosides,0.617920458,Pyrimidine nucleos(t)ides,0.145505443,Amino acids,0.900825262,Amino acids and derivatives,0.772852063,"Amino acids, peptides, and analogues",0.786854982,Carboxylic acids and derivatives,0.999589026,Organic acids and derivatives,0.999971151,"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Pyrimidines and pyrimidine derivatives; Pyrans; Alcohols and polyols; Sugar acids and derivatives; Purines and purine derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Glucuronides; Azoles; Monoalkylamines; Hydroxy acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Diazines; Disaccharides; Acetals; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; Oxanes; Glucuronic acid derivatives; Glycosyl compounds; O-glycosyl compounds; Polyols; Amines; Primary amines; Tetrahydrofurans; O-glucuronides; Imidolactams; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"
FT_1.425_404.17774,no name,C15 H25 N5 O8,L3.2,yes,C15H25N5O8,[M + H]+,C15H25N5O8,Amino acids and Peptides,0.998181701,Small peptides,0.999856591,Tripeptides,0.916490853,Oligopeptides,0.913853765,Peptides,0.999971628,"Amino acids, peptides, and analogues",0.999999881,Carboxylic acids and derivatives,1,Organic acids and derivatives,1,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Dicarboxylic acids and derivatives; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Carboxylic acid salts; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; N-acyl-L-glutamines; Glutamine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities"
FT_1.546_236.14923,no name,C10 H21 N O5,L3.2,yes,C10H21NO5,[M + H]+,C10H21NO5,Fatty acids,0.99435848,Fatty esters,0.831628859,Fatty acyl carnitines,0.725586712,Beta hydroxy acids and derivatives,0.759518325,NA,NA,Beta hydroxy acids and derivatives,0.759518325,Hydroxy acids and derivatives,0.875433087,Organic acids and derivatives,0.999996901,"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Hydroxy acids and derivatives; Quaternary ammonium salts; Carboxylic acid derivatives; Carboxylic acid salts; Carboxylic acids; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; 1,2-aminoalcohols; Amines; Alkanolamines; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"
FT_1.769_217.06825,no name,C7 H10 N3 O5,L3.3,yes,C7H10N3O5,[M + H]+,C7H10N3O5,Carbohydrates,0.991223693,Nucleosides,0.995848536,Pyrimidine nucleos(t)ides,0.974385977,Alpha amino acid esters,0.614453435,Amino acids and derivatives,0.985453725,"Amino acids, peptides, and analogues",0.984232187,Carboxylic acids and derivatives,0.988684833,Organic acids and derivatives,0.995867848,"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Alpha amino acid esters; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Pentoses; Monosaccharides; Secondary alcohols; Carbonyl compounds; Glycosyl compounds; Glycosylamines; Amines; Primary amines; Methyl esters; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"
FT_1.790_515.09219,no name,C14 H28 O16 P2,L3.3,yes,C14H28O16P2,[M + H]+,C14H28O16P2,Carbohydrates,0.913221419,Saccharides,0.314771801,Monosaccharides,0.201454133,Glucuronic acid derivatives,0.796465099,Sugar acids and derivatives,0.707753956,Carbohydrates and carbohydrate conjugates,0.997846723,Organooxygen compounds,1,Organic oxygen compounds,1,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Sugar acids and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Hydroxy acids and derivatives; Carboxylic acids; Hexoses; Monosaccharides; Monosaccharide phosphates; Secondary alcohols; Carbonyl compounds; Oxanes; Glucuronic acid derivatives; Glycosyl compounds; O-glycosyl compounds; Polyols; Alkyl phosphates; Monoalkyl phosphates; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
FT_1.988_684.25597,no name,C24 H45 N O21,L3.3,yes,C24H45NO21,[M + H]+,C24H45NO21,Carbohydrates,0.99839288,Saccharides,0.999686956,Polysaccharides,0.966344774,Aminoglycosides,0.594648838,Aminosaccharides,0.772832155,Carbohydrates and carbohydrate conjugates,0.999958992,Organooxygen compounds,1,Organic oxygen compounds,1,"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Oligosaccharides; Ethers; Organonitrogen compounds; Aminoglycosides; Primary alcohols; Organooxygen compounds; Hemiacetals; Acetals; Secondary alcohols; 1,2-aminoalcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Amines; Alkanolamines; Aminosaccharides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"
FT_12.900_283.11761,no name,C14 H18 O6,L3.2,yes,C14H18O6,[M + H]+,C14H18O6,Polyketides,0.931426227,Cyclic polyketides,0.929439902,Phthalide derivatives,0.998980463,Phthalides,0.582759202,Phthalides,0.582759202,Isobenzofuranones,0.471286118,Isocoumarans,0.38818565,Organoheterocyclic compounds,0.988989174,"Organic compounds; Organoheterocyclic compounds; Lactones; Ketones; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Branched fatty acids; Unsaturated fatty acids; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Phthalides; Polyols; 1,2-diols; Methyl-branched fatty acids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"
FT_13.089_255.08629,no name,C12 H14 O6,L3.2,yes,C12H14O6,[M + H]+,C12H14O6,Polyketides,0.514442921,Cyclic polyketides,0.577892065,2-pyrone derivatives,0.956726313,Pyranones and derivatives,0.574366212,NA,NA,Pyranones and derivatives,0.574366212,Pyrans,0.481347263,Organoheterocyclic compounds,0.922078252,Organic compounds; Organoheterocyclic compounds; Lactones; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Pyranones and derivatives; Polyols; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
FT_13.250_241.10461,no name,C12 H16 O5,L3.3,yes,C12H16O5,[M + H]+,C12H16O5,Polyketides,0.318144381,Cyclic polyketides,0.407335401,2-pyrone derivatives,0.429309577,Dicarboxylic acids and derivatives,0.747892857,NA,NA,Dicarboxylic acids and derivatives,0.747892857,Carboxylic acids and derivatives,0.974862397,Organic acids and derivatives,0.972997308,"Organic compounds; Organoheterocyclic compounds; Lactones; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Carbonyl compounds; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"
FT_13.284_297.09689,no name,C14 H16 O7,L3.2,yes,C14H16O7,[M + H]+,C14H16O7,Shikimates and Phenylpropanoids,0.63883853,Coumarins,0.486842513,Isocoumarins,0.737037718,Hydroxybenzoic acid derivatives,0.604386687,Hydroxybenzoic acid derivatives,0.604386687,Benzoic acids and derivatives,0.518055022,Benzene and substituted derivatives,0.177883744,Benzenoids,0.755739987,Organic compounds; Organoheterocyclic compounds; Lactones; Alkyl aryl ethers; Phenols; Anisoles; Benzoic acids and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Hydroxybenzoic acid derivatives; Carbonyl compounds; Phenol ethers; Benzenoids; Vinylogous acids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities
FT_14.362_407.11799,no name,C16 H22 O12,L3.3,yes,C16H22O12,[M + H]+,C16H22O12,Shikimates and Phenylpropanoids,0.827964306,Coumarins,0.562195599,Simple coumarins,0.275253117,O-glycosyl compounds,0.922037244,Glycosyl compounds,0.944456279,Carbohydrates and carbohydrate conjugates,0.997193813,Organooxygen compounds,1,Organic oxygen compounds,1,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Lactones; Alcohols and polyols; Phenols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
FT_14.729_283.11759,no name,C14 H18 O6,L3.2,yes,C14H18O6,[M + H]+,C14H18O6,Polyketides,0.547774315,Cyclic polyketides,0.420004457,Simple phenolic acids,0.294141024,Anisoles,0.897944689,NA,NA,Anisoles,0.897944689,Phenol ethers,0.943431497,Benzenoids,0.92983979,Organic compounds; Organoheterocyclic compounds; Alkyl aryl ethers; Alcohols and polyols; Anisoles; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Organic oxides; Methoxybenzenes; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Phenoxy compounds; Chemical entities
FT_14.762_328.17552,no name,C16 H25 N O6,L3.3,yes,C17H21N5O2,[M + H]+,C17H21N5O2,Alkaloids,0.773804843,Histidine alkaloids,0.145335689,Imidazole alkaloids,0.113059603,Phenylpropanes,0.511558115,NA,NA,Phenylpropanes,0.511558115,Benzene and substituted derivatives,0.576682508,Benzenoids,0.963997483,Organic compounds; Organoheterocyclic compounds; Tetrazoles; Alkyl aryl ethers; Ethers; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Benzene and substituted derivatives; Benzenoids; Azolines; Phenylpropanes; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
FT_14.968_326.19618,no name,C15 H34 O3 P S,L3.3,yes,C15H34O3PS,[M + H]+,C15H34O3PS,Polyketides,0.226490095,Glycerophospholipids,0.361669391,Catechols with side chains,0.20257163,Phenyl thiophosphates,0.511237323,Aryl thiophosphates,0.321659356,Thiophosphoric acid esters,0.332753837,Organic thiophosphoric acids and derivatives,0.251044393,Organic acids and derivatives,0.982192338,Organic compounds; Organosulfur compounds; Phenols; Organic acids and derivatives; Organooxygen compounds; Thioethers; Benzene and substituted derivatives; Thiophenol ethers; Benzenoids; Phenylpropanes; Sulfenyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Phenoxy compounds; Phenyl thiophosphates; Chemical entities
FT_15.284_281.13834,no name,C15 H20 O5,L3.2,yes,C15H20O5,[M + H]+,C15H20O5,Polyketides,0.904438376,Phloroglucinols,0.514579773,Dimeric phloroglucinols,0.315568179,Ketones,0.916280746,Ketones,0.916280746,Carbonyl compounds,0.936760187,Organooxygen compounds,0.999999881,Organic oxygen compounds,1,Organic compounds; Ketones; Alcohols and polyols; Ethers; Organic acids and derivatives; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
