FeatureID,Name,Formula,Annotation_level,use_Sirius_class,molecularFormula,adduct,precursorFormula,NPC#pathway,NPC#pathway Probability,NPC#superclass,NPC#superclass Probability,NPC#class,NPC#class Probability,ClassyFire#most specific class,ClassyFire#most specific class Probability,ClassyFire#level 5,ClassyFire#level 5 Probability,ClassyFire#subclass,ClassyFire#subclass Probability,ClassyFire#class,ClassyFire#class Probability,ClassyFire#superclass,ClassyFire#superclass probability,ClassyFire#all classifications
FT_1.176_198.09727,no name,C6H15NO6,L3.2,yes,C6H15NO6,[M + H]+,C6H15NO6,Carbohydrates,0.9816085696220398,Aminosugars and aminoglycosides,0.9989818930625916,Aminosugars,0.9996638298034668,Hexoses,0.9373214244842528,Monosaccharides,0.9983314871788024,Carbohydrates and carbohydrate conjugates,0.9992627501487732,Organooxygen compounds,1,Organic oxygen compounds,1,"Organic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Monoalkylamines; Hexoses; Monosaccharides; Secondary alcohols; 1,3-aminoalcohols; 1,2-aminoalcohols; Polyols; Amines; Primary amines; Alkanolamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"
FT_1.180_342.13304,no name,C12H24NO8P,L3.3,yes,C12H24NO8P,[M + H]+,C12H24NO8P,Fatty acids,0.891569197177887,Glycerophospholipids,0.993962824344635,Glycerophosphocholines,0.364845335483551,1-acyl-sn-glycero-3-phosphocholines,0.5760082602500916,Lysophosphatidylcholines,0.399409681558609,Glycerophosphocholines,0.8230780959129333,Glycerophospholipids,0.9966328740119934,Lipids and lipid-like molecules,0.9971996545791626,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Phosphocholines; 1-acyl-sn-glycero-3-phosphocholines; Secondary alcohols; Carbonyl compounds; Glycerophosphocholines; Amines; Alkyl phosphates; Dialkyl phosphates; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
FT_1.190_536.21888,no name,C19H37NO16,L3.3,yes,C19H37NO16,[M + H]+,C19H37NO16,Carbohydrates,0.9324438571929932,Saccharides,0.9722043871879578,Disaccharides,0.9955036044120787,Fatty acyl glycosides,0.6711469292640686,NA,NA,Fatty acyl glycosides,0.6711469292640686,Fatty Acyls,0.5676618218421936,Lipids and lipid-like molecules,0.6104947924613953,"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Acetals; Secondary alcohols; Fatty acyl glycosides; 1,2-aminoalcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Amines; Fatty Acyls; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"
FT_1.274_440.10703,no name,C12H25NO14S,L3.2,yes,C12H25NO14S,[M + H]+,C12H25NO14S,Carbohydrates,0.4242850840091706,Aminosugars and aminoglycosides,0.18559284508228305,Aminosugars,0.1760803759098053,Disaccharides,0.8642967343330383,Disaccharides,0.8642967343330383,Carbohydrates and carbohydrate conjugates,0.9999884366989136,Organooxygen compounds,1,Organic oxygen compounds,1,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Organic sulfuric acids and derivatives; Disaccharides; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Alkyl sulfates; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
FT_1.289_205.11826,no name,C8H16N2O4,L3.2,yes,C8H16N2O4,[M + H]+,C8H16N2O4,Amino acids and Peptides,0.6548862457275391,Small peptides,0.3508249819278717,Aminoacids,0.3297359049320221,Amino acids and derivatives,0.6469579339027405,Amino acids and derivatives,0.6469579339027405,"Amino acids, peptides, and analogues",0.6264470219612122,Carboxylic acids and derivatives,0.805838406085968,Organic acids and derivatives,0.7911612391471863,"Organic compounds; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic cyanides; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"
FT_1.314_370.08322,no name,C11H20N3O7PS,L3.3,yes,C11H20N3O7PS,[M + H]+,C11H20N3O7PS,Carbohydrates,0.9806044101715088,Nucleosides,0.9481657147407532,Purine nucleos(t)ides,0.6163766980171204,Alpha amino acids and derivatives,0.5993107557296753,Amino acids and derivatives,0.8843227028846741,"Amino acids, peptides, and analogues",0.8696748614311218,Carboxylic acids and derivatives,0.47899243235588074,Organic acids and derivatives,0.9884614944458008,"Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Imidazoles; Alcohols and polyols; Organic acids and derivatives; Organonitrogen compounds; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Amino acids and derivatives; Organic sulfuric acids and derivatives; Monocarboxylic acids and derivatives; 1,3-dioxolanes; Pentoses; Monosaccharides; Carbonyl compounds; Oxolanes; Glycosyl compounds; Glycosylamines; Polyols; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; 1,2-diols; Tetrahydrofurans; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"
FT_1.323_438.04617,no name,C11H22NO11P3,L3.3,yes,C11H22NO11P3,[M + H]+,C11H22NO11P3,Carbohydrates,0.6540126204490662,Aminosugars and aminoglycosides,0.15435241162776947,Aminosugars,0.03327116370201111,Pentose phosphates,0.982055366039276,Monosaccharides,0.998019814491272,Carbohydrates and carbohydrate conjugates,0.9865760803222656,Organooxygen compounds,0.999914288520813,Organic oxygen compounds,1,"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Organic oxoanionic compounds; Pentoses; Monosaccharides; Monosaccharide phosphates; Secondary alcohols; Organic pyrophosphates; Pentose phosphates; Polyols; 1,2-diols; Tetrahydrofurans; Alkyl phosphates; Monoalkyl phosphates; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"
FT_1.325_446.04676,no name,C10H17N5O11P2,L3.3,yes,C10H17N5O11P2,[M + H]+,C10H17N5O11P2,Carbohydrates,0.994303584098816,Nucleosides,0.9894059300422668,Purine nucleos(t)ides,0.951159656047821,Purine ribonucleoside diphosphates,0.9432751536369324,Purine ribonucleoside diphosphates,0.9432751536369324,Purine ribonucleotides,0.9984110593795776,Purine nucleotides,0.9976531863212584,"Nucleosides, nucleotides, and analogues",0.967263162136078,"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Purines and purine derivatives; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Azoles; Organic oxoanionic compounds; Aminopyrimidines and derivatives; Diazines; Pentoses; Purine nucleotides; Monosaccharides; Monosaccharide phosphates; Purine ribonucleotides; Purine ribonucleoside monophosphates; Purine ribonucleoside diphosphates; Secondary alcohols; Imidazopyrimidines; Organic pyrophosphates; Glycosyl compounds; Glycosylamines; Pentose phosphates; Polyols; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; 1,2-diols; Tetrahydrofurans; 6-aminopurines; Alkyl phosphates; Monoalkyl phosphates; Imidolactams; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"
FT_1.339_427.07594,no name,C11H24O13P2,L3.3,yes,C11H24O13P2,[M + H]+,C11H24O13P2,Carbohydrates,0.8702126741409302,Saccharides,0.5277369022369385,Monosaccharides,0.23246988654136655,Hexoses,0.5323336720466614,Monosaccharides,0.9206659197807312,Carbohydrates and carbohydrate conjugates,0.9934262037277222,Organooxygen compounds,1,Organic oxygen compounds,1,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Monocarboxylic acids and derivatives; Hexoses; Monosaccharides; Monosaccharide phosphates; Secondary alcohols; Carbonyl compounds; Oxanes; Polyols; Alkyl phosphates; Monoalkyl phosphates; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
FT_1.350_186.07614,no name,C8H11NO4,L3.2,yes,C8H11NO4,[M + H]+,C8H11NO4,Carbohydrates,0.744324266910553,Aminosugars and aminoglycosides,0.9195777773857116,Aminosugars,0.9551092386245728,Monosaccharides,0.6737229228019714,Monosaccharides,0.6737229228019714,Carbohydrates and carbohydrate conjugates,0.8561185002326965,Organooxygen compounds,1,Organic oxygen compounds,1,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Monosaccharides; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Oxanes; Acetamides; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
FT_1.359_198.07952,no name,C6H15NO4S,L3.2,yes,C6H15NO4S,[M + H]+,C6H15NO4S,Fatty acids,0.41263172030448914,Ornithine alkaloids,0.255313903093338,Fatty alcohols,0.17437760531902313,Cholines,0.8165870904922485,Cholines,0.8165870904922485,Quaternary ammonium salts,0.9996232986450196,Organonitrogen compounds,0.9997491240501404,Organic nitrogen compounds,0.9999912977218628,Organic compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organic sulfuric acids and derivatives; Quaternary ammonium salts; Cholines; Sulfuric acid monoesters; Amines; Sulfuric acid esters; Alkyl sulfates; Organic cations; Organic salts; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
FT_1.378_288.10135,no name,C11H17N3O4S,L3.3,yes,C11H17N3O4S,[M + H]+,C11H17N3O4S,Alkaloids,0.6895467638969421,Histidine alkaloids,0.11597470194101334,Carbapenems,0.3634619116783142,Alpha amino acids and derivatives,0.9571189880371094,Amino acids and derivatives,0.9867152571678162,"Amino acids, peptides, and analogues",0.9863855242729188,Carboxylic acids and derivatives,0.9882474541664124,Organic acids and derivatives,0.9901774525642396,"Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Azoles; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Azolines; Carboximidamides; Organic 1,3-dipolar compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"
FT_1.387_353.03927,no name,C8H18O11P2,L3.3,yes,C8H18O11P2,[M + H]+,C8H18O11P2,Carbohydrates,0.9872051477432252,Saccharides,0.920937716960907,Monosaccharides,0.47583141922950745,Hexoses,0.6035281419754028,Monosaccharides,0.9640266299247742,Carbohydrates and carbohydrate conjugates,0.9948577880859376,Organooxygen compounds,0.9999997615814208,Organic oxygen compounds,1,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Organic acids and derivatives; Primary alcohols; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Hexoses; Monosaccharides; Monosaccharide phosphates; Secondary alcohols; Oxanes; Polyols; Alkyl phosphates; Monoalkyl phosphates; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
FT_1.404_425.19671,no name,C18H28N6O4S,L3.2,yes,C18H28N6O4S,[M + H]+,C18H28N6O4S,Amino acids and Peptides,0.6061159372329712,Ornithine alkaloids,0.10092862695455553,Pyridine alkaloids,0.02162466756999492,Thienamycins,0.999991774559021,Carbapenems,0.9569587707519532,Beta lactams,0.903419315814972,Lactams,0.2529028356075287,Organoheterocyclic compounds,0.9999271631240844,"Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Azepines; Pyrimidines and pyrimidine derivatives; Pyrrolines; Alcohols and polyols; Beta lactams; Carbapenems; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid salts; Carboxylic acids; Aminopyrimidines and derivatives; Diazines; Secondary alcohols; Tertiary carboxylic acid amides; Carbonyl compounds; Dialkylamines; Trialkylamines; Pyrroline carboxylic acids and derivatives; Thioenol ethers; Thienamycins; Pyrroline carboxylic acids; Amines; Primary amines; Secondary amines; Tertiary amines; Sulfenyl compounds; Organic zwitterions; Organic salts; Imidolactams; Organic oxides; Vinylogous thioesters; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"
FT_1.406_684.25587,no name,C24H45NO21,L3.3,yes,C24H45NO21,[M + H]+,C24H45NO21,Carbohydrates,0.998050093650818,Saccharides,0.999848246574402,Polysaccharides,0.964242935180664,Aminoglycosides,0.738322377204895,Aminosaccharides,0.9534990191459656,Carbohydrates and carbohydrate conjugates,0.9999833106994628,Organooxygen compounds,1,Organic oxygen compounds,1,"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Oligosaccharides; Ethers; Organonitrogen compounds; Aminoglycosides; Primary alcohols; Organooxygen compounds; Hemiacetals; Acetals; Secondary alcohols; 1,2-aminoalcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Amines; Alkanolamines; Aminosaccharides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"
FT_1.411_846.30863,no name,C30H55NO26,L3.3,yes,C30H55NO26,[M + H]+,C30H55NO26,Carbohydrates,0.999579131603241,Saccharides,0.9997565150260924,Polysaccharides,0.9963170289993286,Oligosaccharides,0.9925343990325928,Oligosaccharides,0.9925343990325928,Carbohydrates and carbohydrate conjugates,0.999975323677063,Organooxygen compounds,1,Organic oxygen compounds,1,"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Oligosaccharides; Ethers; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Hemiacetals; Acetals; Secondary alcohols; 1,2-aminoalcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Amines; Alkanolamines; Aminosaccharides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"
FT_1.421_462.14561,no name,C16H23N5O11,L3.3,yes,C16H23N5O11,[M + H]+,C16H23N5O11,Carbohydrates,0.9936058521270752,Nucleosides,0.617920458316803,Pyrimidine nucleos(t)ides,0.14550544321537018,Amino acids,0.900825262069702,Amino acids and derivatives,0.7728520631790161,"Amino acids, peptides, and analogues",0.7868549823760986,Carboxylic acids and derivatives,0.9995890259742736,Organic acids and derivatives,0.9999711513519288,"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Pyrimidines and pyrimidine derivatives; Pyrans; Alcohols and polyols; Sugar acids and derivatives; Purines and purine derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Glucuronides; Azoles; Monoalkylamines; Hydroxy acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Diazines; Disaccharides; Acetals; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; Oxanes; Glucuronic acid derivatives; Glycosyl compounds; O-glycosyl compounds; Polyols; Amines; Primary amines; Tetrahydrofurans; O-glucuronides; Imidolactams; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"
FT_1.425_404.17774,no name,C15H25N5O8,L3.2,yes,C15H25N5O8,[M + H]+,C15H25N5O8,Amino acids and Peptides,0.998181700706482,Small peptides,0.9998565912246704,Tripeptides,0.9164908528327942,Oligopeptides,0.9138537645339966,Peptides,0.9999716281890868,"Amino acids, peptides, and analogues",0.9999998807907104,Carboxylic acids and derivatives,1,Organic acids and derivatives,1,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Dicarboxylic acids and derivatives; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Carboxylic acid salts; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; N-acyl-L-glutamines; Glutamine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities"
FT_1.546_236.14923,no name,C10H21NO5,L3.2,yes,C10H21NO5,[M + H]+,C10H21NO5,Fatty acids,0.994358479976654,Fatty esters,0.8316288590431213,Fatty acyl carnitines,0.7255867123603821,Beta hydroxy acids and derivatives,0.7595183253288269,NA,NA,Beta hydroxy acids and derivatives,0.7595183253288269,Hydroxy acids and derivatives,0.875433087348938,Organic acids and derivatives,0.9999969005584716,"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Hydroxy acids and derivatives; Quaternary ammonium salts; Carboxylic acid derivatives; Carboxylic acid salts; Carboxylic acids; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; 1,2-aminoalcohols; Amines; Alkanolamines; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"
FT_1.769_217.06825,no name,C7H10N3O5,L3.3,yes,C7H10N3O5,[M + H]+,C7H10N3O5,Carbohydrates,0.991223692893982,Nucleosides,0.995848536491394,Pyrimidine nucleos(t)ides,0.9743859767913818,Alpha amino acid esters,0.6144534349441528,Amino acids and derivatives,0.985453724861145,"Amino acids, peptides, and analogues",0.9842321872711182,Carboxylic acids and derivatives,0.9886848330497742,Organic acids and derivatives,0.9958678483963012,"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Alpha amino acid esters; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Pentoses; Monosaccharides; Secondary alcohols; Carbonyl compounds; Glycosyl compounds; Glycosylamines; Amines; Primary amines; Methyl esters; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"
FT_1.790_515.09219,no name,C14H28O16P2,L3.3,yes,C14H28O16P2,[M + H]+,C14H28O16P2,Carbohydrates,0.9132214188575744,Saccharides,0.3147718012332916,Monosaccharides,0.20145413279533383,Glucuronic acid derivatives,0.7964650988578796,Sugar acids and derivatives,0.7077539563179016,Carbohydrates and carbohydrate conjugates,0.9978467226028442,Organooxygen compounds,1,Organic oxygen compounds,1,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Sugar acids and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Hydroxy acids and derivatives; Carboxylic acids; Hexoses; Monosaccharides; Monosaccharide phosphates; Secondary alcohols; Carbonyl compounds; Oxanes; Glucuronic acid derivatives; Glycosyl compounds; O-glycosyl compounds; Polyols; Alkyl phosphates; Monoalkyl phosphates; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
FT_1.988_684.25597,no name,C24H45NO21,L3.3,yes,C24H45NO21,[M + H]+,C24H45NO21,Carbohydrates,0.9983928799629213,Saccharides,0.9996869564056396,Polysaccharides,0.9663447737693788,Aminoglycosides,0.5946488380432129,Aminosaccharides,0.7728321552276611,Carbohydrates and carbohydrate conjugates,0.9999589920043944,Organooxygen compounds,1,Organic oxygen compounds,1,"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Oligosaccharides; Ethers; Organonitrogen compounds; Aminoglycosides; Primary alcohols; Organooxygen compounds; Hemiacetals; Acetals; Secondary alcohols; 1,2-aminoalcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Amines; Alkanolamines; Aminosaccharides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"
FT_12.900_283.11761,no name,C14H18O6,L3.2,yes,C14H18O6,[M + H]+,C14H18O6,Polyketides,0.9314262270927428,Cyclic polyketides,0.929439902305603,Phthalide derivatives,0.9989804625511168,Phthalides,0.5827592015266418,Phthalides,0.5827592015266418,Isobenzofuranones,0.4712861180305481,Isocoumarans,0.3881856501102447,Organoheterocyclic compounds,0.9889891743659972,"Organic compounds; Organoheterocyclic compounds; Lactones; Ketones; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Branched fatty acids; Unsaturated fatty acids; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Phthalides; Polyols; 1,2-diols; Methyl-branched fatty acids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"
FT_13.089_255.08629,no name,C12H14O6,L3.2,yes,C12H14O6,[M + H]+,C12H14O6,Polyketides,0.5144429206848145,Cyclic polyketides,0.5778920650482178,2-pyrone derivatives,0.9567263126373292,Pyranones and derivatives,0.5743662118911743,NA,NA,Pyranones and derivatives,0.5743662118911743,Pyrans,0.4813472628593445,Organoheterocyclic compounds,0.922078251838684,Organic compounds; Organoheterocyclic compounds; Lactones; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Pyranones and derivatives; Polyols; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
FT_13.250_241.10461,no name,C12H16O5,L3.3,yes,C12H16O5,[M + H]+,C12H16O5,Polyketides,0.31814438104629517,Cyclic polyketides,0.40733540058135986,2-pyrone derivatives,0.4293095767498016,Dicarboxylic acids and derivatives,0.7478928565979004,NA,NA,Dicarboxylic acids and derivatives,0.7478928565979004,Carboxylic acids and derivatives,0.9748623967170716,Organic acids and derivatives,0.9729973077774048,"Organic compounds; Organoheterocyclic compounds; Lactones; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Carbonyl compounds; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"
FT_13.284_297.09689,no name,C14H16O7,L3.2,yes,C14H16O7,[M + H]+,C14H16O7,Shikimates and Phenylpropanoids,0.638838529586792,Coumarins,0.4868425130844116,Isocoumarins,0.737037718296051,Hydroxybenzoic acid derivatives,0.6043866872787476,Hydroxybenzoic acid derivatives,0.6043866872787476,Benzoic acids and derivatives,0.5180550217628479,Benzene and substituted derivatives,0.17788374423980713,Benzenoids,0.7557399868965149,Organic compounds; Organoheterocyclic compounds; Lactones; Alkyl aryl ethers; Phenols; Anisoles; Benzoic acids and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Hydroxybenzoic acid derivatives; Carbonyl compounds; Phenol ethers; Benzenoids; Vinylogous acids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities
FT_14.362_407.11799,no name,C16H22O12,L3.3,yes,C16H22O12,[M + H]+,C16H22O12,Shikimates and Phenylpropanoids,0.8279643058776855,Coumarins,0.5621955990791321,Simple coumarins,0.2752531170845032,O-glycosyl compounds,0.9220372438430786,Glycosyl compounds,0.9444562792778016,Carbohydrates and carbohydrate conjugates,0.9971938133239746,Organooxygen compounds,1,Organic oxygen compounds,1,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Lactones; Alcohols and polyols; Phenols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
