FeatureID,Name,Formula,Annotation_level,use_Sirius_class,kingdom,superclass,class,subclass,level 5,CID,Title_PubChem,ExactMass,MolecularFormula,InChI,InChIKey,CanonicalSMILES
FT_13.023_189.08828,NP-013210,C12 H14 O3,L2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FT_14.256_275.16186,"1,4-dihydroxy-1,4-dimethyl-7-(propan-2-ylidene)-decahydroazulen-6-one",C15 H24 O3,L2.1,NA,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,Guaianes,14632997,Zedoarondiol,252.1725446,C15H24O3,"InChI=1S/C15H24O3/c1-9(2)10-7-12-11(5-6-14(12,3)17)15(4,18)8-13(10)16/h11-12,17-18H,5-8H2,1-4H3",TXIKNNOOLCGADE-UHFFFAOYSA-N,CC(=C1CC2C(CCC2(C)O)C(CC1=O)(C)O)C
FT_13.053_245.11716,"(3aR,4aS,5R,8S,9aR)-5-hydroxy-4a,8-dimethyl-3-methylidene-2H,3H,3aH,4H,4aH,5H,6H,8H,9H,9aH-azuleno[6,5-b]furan-2,6-dione",C15 H18 O4,L2.1,NA,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene lactones,Sesquiterpene lactones,NA,NA,NA,NA,"InChI=1/C15H18O4/c1-7-4-12-9(8(2)14(18)19-12)6-15(3)10(7)5-11(16)13(15)17/h5,7,9,12-13,17H,2,4,6H2,1,3H3/t7-,9+,12+,13-,15-/m0/s1",DYBGVZNCIXACSP-XZOKFZFXSA-N,NA
FT_14.355_267.12270,Nevirapine,C15H14N4O,L2.2,NA,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Tertiary amines,4463,Nevirapine,266.1167611,C15H14N4O,"InChI=1S/C15H14N4O/c1-9-6-8-17-14-12(9)18-15(20)11-3-2-7-16-13(11)19(14)10-4-5-10/h2-3,6-8,10H,4-5H2,1H3,(H,18,20)",NQDJXKOVJZTUJA-UHFFFAOYSA-N,CC1=C2C(=NC=C1)N(C3=C(C=CC=N3)C(=O)N2)C4CC4
FT_13.126_237.11210,"1-[3-Hydroxy-2-(2-hydroxy-2-propanyl)-2,3-dihydro-1-benzofuran-5-yl]ethanone",C13 H16 O4,L2.1,NA,Organic compounds,Benzenoids,Benzene and substituted derivatives,Acetophenones,Acetophenones,45360029,"1-[3-Hydroxy-2-(2-hydroxypropan-2-YL)-2,3-dihydro-1-benzofuran-5-YL]ethanone",NA,NA,"InChI=1S/C13H16O4/c1-7(14)8-4-5-10-9(6-8)11(15)12(17-10)13(2,3)16/h4-6,11-12,15-16H,1-3H3",XFIALOBGPJCAMB-UHFFFAOYSA-N,CC(=O)C1=CC2=C(C=C1)OC(C2O)C(C)(C)O
FT_14.473_253.10704,"2,4-Dihydroxy-6-(4-hydroxy-2-oxopentyl)-3-methylbenzaldehyde",C13H16O5,L2.3,NA,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Aldehydes,44715161,"2,4-Dihydroxy-6-(4-hydroxy-2-oxopentyl)-3-methylbenzaldehyde",252.0997736,C13H16O5,"InChI=1S/C13H16O5/c1-7(15)3-10(16)4-9-5-12(17)8(2)13(18)11(9)6-14/h5-7,15,17-18H,3-4H2,1-2H3",XLOIAYVHYLKCIY-UHFFFAOYSA-N,CC1=C(C=C(C(=C1O)C=O)CC(=O)CC(C)O)O
FT_14.508_237.11214,8-Ethyl-7-hydroxy-5-methoxy-2-methylchroman-4-one,C13H16O4,L2.3,NA,Organic compounds,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,Chromones,74184110,8-Ethyl-7-hydroxy-5-methoxy-2-methylchroman-4-one,236.104859,C13H16O4,"InChI=1S/C13H16O4/c1-4-8-9(14)6-11(16-3)12-10(15)5-7(2)17-13(8)12/h6-7,14H,4-5H2,1-3H3",BPIMOIWHAHUBPJ-UHFFFAOYSA-N,CCC1=C2C(=C(C=C1O)OC)C(=O)CC(O2)C
FT_14.508_265.10707,Peucedanol,C14H16O5,L2.3,NA,Organic compounds,Phenylpropanoids and polyketides,Coumarins and derivatives,Hydroxycoumarins,7-hydroxycoumarins,11149722,Peucedanol,264.0997736,C14H16O5,"InChI=1S/C14H16O5/c1-14(2,18)12(16)6-9-5-8-3-4-13(17)19-11(8)7-10(9)15/h3-5,7,12,15-16,18H,6H2,1-2H3/t12-/m0/s1",WRTWKAQFZYXAEJ-LBPRGKRZSA-N,CC(C)(C(CC1=C(C=C2C(=C1)C=CC(=O)O2)O)O)O
FT_14.514_233.08083,Cassiachromone,C13H12O4,L2.3,NA,Organic compounds,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,Chromones,5319500,Cassiachromone,232.0735589,C13H12O4,"InChI=1S/C13H12O4/c1-7(14)3-9-5-10(15)6-12-13(9)11(16)4-8(2)17-12/h4-6,15H,3H2,1-2H3",YMCXDPKFRCHLPK-UHFFFAOYSA-N,CC1=CC(=O)C2=C(C=C(C=C2O1)O)CC(=O)C
FT_13.150_179.07030,NP-012042,C10 H12 O4,L2.1,NA,Organic compounds,Organoheterocyclic compounds,Pyrans,Pyranones and derivatives,Pyranones and derivatives,"	45359427","6-[(E)-3,4-dihydroxypent-1-enyl]pyran-2-one",NA,C10H12O4,"InChI=1S/C10H12O4/c1-7(11)9(12)6-5-8-3-2-4-10(13)14-8/h2-7,9,11-12H,1H3/b6-5+",HAMNKHJHOZJTEE-AATRIKPKSA-N,CC(C(/C=C/C1=CC=CC(=O)O1)O)O
FT_14.540_275.08918,Phloretin,C15H14O5,L2.3,NA,Organic compounds,Phenylpropanoids and polyketides,"Linear 1,3-diarylpropanoids",Chalcones and dihydrochalcones,2'-Hydroxy-dihydrochalcones,4788,Phloretin,274.0841235,C15H14O5,"InChI=1S/C15H14O5/c16-10-4-1-9(2-5-10)3-6-12(18)15-13(19)7-11(17)8-14(15)20/h1-2,4-5,7-8,16-17,19-20H,3,6H2",VGEREEWJJVICBM-UHFFFAOYSA-N,C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2O)O)O)O
FT_14.603_237.07571,"6,7,8-trimethoxy-2H-chromen-2-one",C12 H12 O5,L2.1,NA,Organic compounds,Phenylpropanoids and polyketides,Coumarins and derivatives,NA,NA,3083928,Dimethylfraxetin,236.0684735,C12H12O5,"InChI=1S/C12H12O5/c1-14-8-6-7-4-5-9(13)17-10(7)12(16-3)11(8)15-2/h4-6H,1-3H3",RAYQKHLZHPFYEJ-UHFFFAOYSA-N,COC1=C(C(=C2C(=C1)C=CC(=O)O2)OC)OC
FT_14.612_193.04952,"5,7-Dihydroxy-4-methylcoumarin",C10 H8 O4,L2.1,NA,Organic compounds,Phenylpropanoids and polyketides,Coumarins and derivatives,Hydroxycoumarins,7-hydroxycoumarins,5354284,"5,7-Dihydroxy-4-methylcoumarin",192.0422587,C10H8O4,"InChI=1S/C10H8O4/c1-5-2-9(13)14-8-4-6(11)3-7(12)10(5)8/h2-4,11-12H,1H3",QNVWGEJMXOQQPM-UHFFFAOYSA-N,CC1=CC(=O)OC2=CC(=CC(=C12)O)O
FT_14.685_401.15946,"6-(1,3-Diphenylbut-3-en-2-yloxy)-3,4,5-trihydroxyoxane-2-carboxylic acid",C22H24O7,L2.3,NA,Organic compounds,Phenylpropanoids and polyketides,"Linear 1,3-diarylpropanoids",NA,NA,131839124,"6-(1,3-Diphenylbut-3-en-2-yloxy)-3,4,5-trihydroxyoxane-2-carboxylic acid",400.1522031,C22H24O7,"InChI=1S/C22H24O7/c1-13(15-10-6-3-7-11-15)16(12-14-8-4-2-5-9-14)28-22-19(25)17(23)18(24)20(29-22)21(26)27/h2-11,16-20,22-25H,1,12H2,(H,26,27)",OGMLCVIGGGKOIW-UHFFFAOYSA-N,C=C(C1=CC=CC=C1)C(CC2=CC=CC=C2)OC3C(C(C(C(O3)C(=O)O)O)O)O
FT_14.703_211.06009,"1-(3-acetyl-2,4,6-trihydroxyphenyl)ethan-1-one",C10 H10 O5,L2.1,NA,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Ketones,16547,"2,4-Diacetylphloroglucinol",210.0528234,C10H10O5,"InChI=1S/C10H10O5/c1-4(11)8-6(13)3-7(14)9(5(2)12)10(8)15/h3,13-15H,1-2H3",PIFFQYJYNWXNGE-UHFFFAOYSA-N,CC(=O)C1=C(C(=C(C=C1O)O)C(=O)C)O
FT_14.703_225.07574,"3,4-Dihydroxy-5-methoxy-trans-cinnamic acid methyl ester",C11H12O5,L2.3,NA,Organic compounds,Phenylpropanoids and polyketides,Cinnamic acids and derivatives,Hydroxycinnamic acids and derivatives,Coumaric acids and derivatives,14843288,"3,4-Dihydroxy-5-methoxy-trans-cinnamic acid methyl ester",224.0684735,C11H12O5,"InChI=1S/C11H12O5/c1-15-9-6-7(3-4-10(13)16-2)5-8(12)11(9)14/h3-6,12,14H,1-2H3/b4-3+",AAKKARXDZDUXHU-ONEGZZNKSA-N,COC1=CC(=CC(=C1O)O)C=CC(=O)OC
FT_14.766_167.07029,Apocynin,C9 H10 O3,L2.1,NA,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Ketones,2214,Acetovanillone,166.0629942,C9H10O3,"InChI=1S/C9H10O3/c1-6(10)7-3-4-8(11)9(5-7)12-2/h3-5,11H,1-2H3",DFYRUELUNQRZTB-UHFFFAOYSA-N,CC(=O)C1=CC(=C(C=C1)O)OC
FT_14.804_237.11212,3-Dimethylallyl-4-hydroxymandelic acid,C13H16O4,L2.3,NA,Organic compounds,Benzenoids,Phenols,1-hydroxy-2-unsubstituted benzenoids,NA,443851,3-Dimethylallyl-4-hydroxymandelic acid,236.104859,C13H16O4,"InChI=1S/C13H16O4/c1-8(2)3-4-9-7-10(5-6-11(9)14)12(15)13(16)17/h3,5-7,12,14-15H,4H2,1-2H3,(H,16,17)",VBHJEUYYPUPECH-UHFFFAOYSA-N,CC(=CCC1=C(C=CC(=C1)C(C(=O)O)O)O)C
FT_14.841_401.15946,Sterenin F,C22H24O7,L2.3,NA,Organic compounds,Phenylpropanoids and polyketides,Depsides and depsidones,NA,NA,77461064,Sterenin F,400.1522031,C22H24O7,"InChI=1S/C22H24O7/c1-11(2)6-7-15-17(9-13(4)19(20(15)25)21(26)28-5)29-22(27)18-12(3)8-14(23)10-16(18)24/h6,8-10,23-25H,7H2,1-5H3",BYLVJFILUIVPAV-UHFFFAOYSA-N,CC1=CC(=CC(=C1C(=O)OC2=C(C(=C(C(=C2)C)C(=O)OC)O)CC=C(C)C)O)O
FT_13.197_283.11747,"(3S,4S)-3,4,8-trihydroxy-6-methoxy-7-(1-methoxyethyl)-3,4-dihydro-2H-naphthalen-1-one",C14 H18 O6,L2.2,na,Organic compounds,Benzenoids,Tetralins,0,Tetralins,NA,"(3S,4S)-3,4,8-trihydroxy-6-methoxy-7-(1-methoxyethyl)-3,4-dihydro-2H-naphthalen-1-one",NA,C14H18O6,"InChI=1S/C14H18O6/c1-6(19-2)11-10(20-3)4-7-12(14(11)18)8(15)5-9(16)13(7)17/h4,6,9,13,16-18H,5H2,1-3H3/t6?,9-,13-/m0/s1",HFFWERPBQKQHJA-JWOYIUAJSA-N,CC(C1=C(C=C2[C@@H]([C@H](CC(=O)C2=C1O)O)O)OC)OC
FT_14.891_263.12773,Ustusorane A,C15H18O4,L2.3,NA,Organic compounds,Organoheterocyclic compounds,Benzofurans,NA,NA,44557644,Ustusorane A,262.1205091,C15H18O4,"InChI=1S/C15H18O4/c1-8(2)14-13(18)11-5-4-10(6-9(3)17)12(7-16)15(11)19-14/h4-5,9,16-17H,6-7H2,1-3H3",FYUKKVDWTSHXKN-UHFFFAOYSA-N,CC(CC1=C(C2=C(C=C1)C(=O)C(=C(C)C)O2)CO)O
FT_14.925_247.09650,"(2S)-2-(2-hydroxypropan-2-yl)-2H,3H,7H-furo[3,2-g]chromen-7-one",C14 H14 O4,L2.1,NA,Organic compounds,Phenylpropanoids and polyketides,Coumarins and derivatives,Furanocoumarins,Linear furanocoumarins,334704,Marmesin,246.0892089,C14H14O4,"InChI=1S/C14H14O4/c1-14(2,16)12-6-9-5-8-3-4-13(15)18-10(8)7-11(9)17-12/h3-5,7,12,16H,6H2,1-2H3/t12-/m0/s1",FWYSBEAFFPBAQU-LBPRGKRZSA-N,CC(C)(C1CC2=C(O1)C=C3C(=C2)C=CC(=O)O3)O
FT_14.925_311.16420,Estriol,C18 H24 O3,L2.1,NA,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Estrane steroids,Estrogens and derivatives,5756,Estriol,288.1725446,C18H24O3,"InChI=1S/C18H24O3/c1-18-7-6-13-12-5-3-11(19)8-10(12)2-4-14(13)15(18)9-16(20)17(18)21/h3,5,8,13-17,19-21H,2,4,6-7,9H2,1H3/t13-,14-,15+,16-,17+,18+/m1/s1",PROQIPRRNZUXQM-ZXXIGWHRSA-N,CC12CCC3C(C1CC(C2O)O)CCC4=C3C=CC(=C4)O
FT_13.390_209.08082,"6-Hydroxy-8-methoxy-3-methyl-3,4-dihydro-1H-isochromen-1-one",C11 H12 O4,L2.1,NA,Organic compounds,Organoheterocyclic compounds,Benzopyrans,2-benzopyrans,2-benzopyrans,16757192,"3-Methyl-6-hydroxy-8-methoxy-3,4-dihydroisocoumarin",NA,"	
C11H12O4","InChI=1S/C11H12O4/c1-6-3-7-4-8(12)5-9(14-2)10(7)11(13)15-6/h4-6,12H,3H2,1-2H3",WGUHOBJSLARYHD-UHFFFAOYSA-N,CC1CC2=C(C(=CC(=C2)O)OC)C(=O)O1
FT_14.957_273.10978,"1,2-Bis(4-hydroxy-3-methoxyphenyl)ethylene",C16H16O4,L2.3,NA,Organic compounds,Phenylpropanoids and polyketides,Stilbenes,NA,NA,5280698,"1,2-Bis(4-hydroxy-3-methoxyphenyl)ethylene",272.104859,C16H16O4,"InChI=1S/C16H16O4/c1-19-15-9-11(5-7-13(15)17)3-4-12-6-8-14(18)16(10-12)20-2/h3-10,17-18H,1-2H3/b4-3+",KQPXJFAYGYIGRU-ONEGZZNKSA-N,COC1=C(C=CC(=C1)C=CC2=CC(=C(C=C2)O)OC)O
FT_14.959_233.11720,Sorbicillin,C14 H16 O3,L2.1,NA,Organic compounds,Benzenoids,Benzene and substituted derivatives,Xylenes,Xylenols,5376187,Sorbicillin,232.1099444,C14H16O3,"InChI=1S/C14H16O3/c1-4-5-6-7-12(15)11-8-9(2)13(16)10(3)14(11)17/h4-8,16-17H,1-3H3/b5-4+,7-6+",RKKPUBAAIGFXOG-YTXTXJHMSA-N,CC=CC=CC(=O)C1=C(C(=C(C(=C1)C)O)C)O
FT_14.966_331.15187,Helenalin methacrylate,C19H22O5,L2.3,NA,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene lactones,Sesquiterpene lactones,173069,Helenalin methacrylate,330.1467238,C19H22O5,"InChI=1S/C19H22O5/c1-9(2)17(21)24-16-15-11(4)18(22)23-13(15)8-10(3)12-6-7-14(20)19(12,16)5/h6-7,10,12-13,15-16H,1,4,8H2,2-3,5H3/t10-,12+,13-,15-,16+,19+/m1/s1",USRAFFQOAADTTD-SVAVSBTGSA-N,CC1CC2C(C(C3(C1C=CC3=O)C)OC(=O)C(=C)C)C(=C)C(=O)O2
FT_13.396_267.08631,"methyl 5,7-dimethoxy-6-methyl-1-oxo-3H-2-benzofuran-4-carboxylate",C13 H14 O6,L2.3,na,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Phthalic acid and derivatives,"	101316749","methyl 5,7-dimethoxy-6-methyl-1-oxo-3H-2-benzofuran-4-carboxylate",NA,"	
C13H14O6","InChI=1S/C13H14O6/c1-6-10(16-2)8(12(14)18-4)7-5-19-13(15)9(7)11(6)17-3/h5H2,1-4H3",PNCHCGZPCUVWGD-UHFFFAOYSA-N,CC1=C(C2=C(COC2=O)C(=C1OC)C(=O)OC)OC
FT_14.979_267.12270,Acronyculatin D,C14H18O5,L2.3,NA,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Ketones,11010921,Acronyculatin D,266.1154237,C14H18O5,"InChI=1S/C14H18O5/c1-7(2)10(16)5-9-11(17)6-12(18)13(8(3)15)14(9)19-4/h6,10,16-18H,1,5H2,2-4H3",SWKMOSGQUUWFRB-UHFFFAOYSA-N,CC(=C)C(CC1=C(C(=C(C=C1O)O)C(=O)C)OC)O
FT_15.020_153.12739,alpha-Pinene oxide,C10 H16 O,L2.1,NA,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,Bicyclic monoterpenoids,91508,alpha-Pinene oxide,152.1201151,C10H16O,"InChI=1S/C10H16O/c1-9(2)6-4-7(9)10(3)8(5-6)11-10/h6-8H,4-5H2,1-3H3",NQFUSWIGRKFAHK-UHFFFAOYSA-N,CC1(C2CC1C3(C(C2)O3)C)C
FT_13.401_219.17435,NP-004713,C15 H24 O2,L2.1,NA,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Ketones,"	11241847","(4S,4AR)-4-(Hydroxymethyl)-3,4A,8,8-tetramethyl-5,6,7,8A-tetrahydro-4H-naphthalen-1-one",NA,"	
C15H24O2","InChI=1S/C15H24O2/c1-10-8-12(17)13-14(2,3)6-5-7-15(13,4)11(10)9-16/h8,11,13,16H,5-7,9H2,1-4H3/t11-,13?,15+/m0/s1",CDVMOSRXPDTXBF-LKVSRFHLSA-N,CC1=CC(=O)C2[C@@]([C@H]1CO)(CCCC2(C)C)C
FT_13.401_527.18906,Isophysalin G,C28 H30 O10,L2.3,na,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Physalins and derivatives,Physalins and derivatives,74336861,Isophysalin G,526.1838972,C28H30O10,"InChI=1S/C28H30O10/c1-23-10-18-25(3)28-19(23)20(31)27(38-28,35-11-16(23)21(32)36-18)15-5-4-12-8-13(29)9-17(30)24(12,2)14(15)6-7-26(28,34)22(33)37-25/h4-5,8,13-16,18-19,29,34H,6-7,9-11H2,1-3H3",JMNMXSXLYDOMTI-UHFFFAOYSA-N,CC12CC3C4(C56C1C(=O)C(O5)(C7C=CC8=CC(CC(=O)C8(C7CCC6(C(=O)O4)O)C)O)OCC2C(=O)O3)C
FT_15.134_253.10704,Eugenone,C13H16O5,L2.3,NA,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Ketones,5317271,Eugenone,252.0997736,C13H16O5,"InChI=1S/C13H16O5/c1-8(14)5-10(15)13-11(17-3)6-9(16-2)7-12(13)18-4/h6-7H,5H2,1-4H3",ZYRBXTNFHYZHSK-UHFFFAOYSA-N,CC(=O)CC(=O)C1=C(C=C(C=C1OC)OC)OC
FT_13.404_253.10703,"(2S)-7-hydroxy-8-(2-hydroxyethyl)-5-methoxy-2-methyl-2,3-dihydrochromen-4-one",C13H16O5,L2.1,NA,Organic compounds,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,Chromones,"	133554160","(2S)-7-hydroxy-8-(2-hydroxyethyl)-5-methoxy-2-methyl-2,3-dihydrochromen-4-one",NA,"	
C13H16O5","InChI=1S/C13H16O5/c1-7-5-10(16)12-11(17-2)6-9(15)8(3-4-14)13(12)18-7/h6-7,14-15H,3-5H2,1-2H3/t7-/m0/s1",MFMBOHMTFYYVAI-ZETCQYMHSA-N,C[C@H]1CC(=O)C2=C(C=C(C(=C2O1)CCO)O)OC
FT_15.160_233.11721,Sorbicillin,C14 H16 O3,L2.1,NA,Organic compounds,Benzenoids,Benzene and substituted derivatives,Xylenes,Xylenols,5376187,Sorbicillin,232.1099444,C14H16O3,"InChI=1S/C14H16O3/c1-4-5-6-7-12(15)11-8-9(2)13(16)10(3)14(11)17/h4-8,16-17H,1-3H3/b5-4+,7-6+",RKKPUBAAIGFXOG-YTXTXJHMSA-N,CC=CC=CC(=O)C1=C(C(=C(C(=C1)C)O)C)O
FT_15.263_251.12776,coenzyme Q1,C14H18O4,L2.1,NA,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Quinone and hydroquinone lipids,Prenylquinones,4462,Ubiquinone Q1,250.1205091,C14H18O4,"InChI=1S/C14H18O4/c1-8(2)6-7-10-9(3)11(15)13(17-4)14(18-5)12(10)16/h6H,7H2,1-5H3",SOECUQMRSRVZQQ-UHFFFAOYSA-N,CC1=C(C(=O)C(=C(C1=O)OC)OC)CC=C(C)C
FT_15.269_295.11764,Tutin,C15H18O6,L2.3,NA,Organic compounds,Organoheterocyclic compounds,Lactones,Gamma butyrolactones,NA,75729,Tutin,294.1103383,C15H18O6,"InChI=1S/C15H18O6/c1-5(2)6-7-12(17)20-8(6)9(16)13(3)14(4-19-14)10-11(21-10)15(7,13)18/h6-11,16,18H,1,4H2,2-3H3/t6-,7+,8+,9+,10+,11-,13-,14+,15-/m0/s1",CCAZWUJBLXKBAY-ULZPOIKGSA-N,CC(=C)C1C2C(C3(C4(CO4)C5C(C3(C1C(=O)O2)O)O5)C)O
FT_15.285_209.07863,Methyl ferulate,C11H12O4,L2.3,NA,Organic compounds,Phenylpropanoids and polyketides,Cinnamic acids and derivatives,Hydroxycinnamic acids and derivatives,Coumaric acids and derivatives,5357283,Methyl ferulate,208.0735589,C11H12O4,"InChI=1S/C11H12O4/c1-14-10-7-8(3-5-9(10)12)4-6-11(13)15-2/h3-7,12H,1-2H3/b6-4+",AUJXJFHANFIVKH-GQCTYLIASA-N,COC1=C(C=CC(=C1)C=CC(=O)OC)O
FT_15.290_245.11721,Peruvinine,C15H20O4,L2.1,NA,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene lactones,Sesquiterpene lactones,75368817,Peruvinine,264.1361591,C15H20O4,"InChI=1S/C15H20O4/c1-7-4-12-9(8(2)14(18)19-12)6-15(3)10(7)5-11(16)13(15)17/h7,9-10,12-13,17H,2,4-6H2,1,3H3/t7-,9+,10-,12+,13-,15-/m0/s1",RSIRJQBBTRXQHY-NPZCKLCXSA-N,CC1CC2C(CC3(C1CC(=O)C3O)C)C(=C)C(=O)O2
FT_15.295_271.15396,"2-(benzotriazol-1-yl)-N-(2,3-dihydro-1H-inden-2-yl)acetamide",C17 H16 N4 O,L2.1,NA,Organic compounds,Organoheterocyclic compounds,Benzotriazoles,NA,NA,2823508,"2-(benzotriazol-1-yl)-N-(2,3-dihydro-1H-inden-2-yl)acetamide",292.1324112,C17H16N4O,"InChI=1S/C17H16N4O/c22-17(11-21-16-8-4-3-7-15(16)19-20-21)18-14-9-12-5-1-2-6-13(12)10-14/h1-8,14H,9-11H2,(H,18,22)",LFFFYYBOPNYXAT-UHFFFAOYSA-N,C1C(CC2=CC=CC=C21)NC(=O)CN3C4=CC=CC=C4N=N3
FT_15.305_311.16421,"Cembratetraene-16,2:19,6-diolide",C20H24O4,L2.1,NA,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene lactones,Diterpene lactones,23815258,"Cembratetraene-16,2:19,6-diolide",328.1674592,C20H24O4,"InChI=1S/C20H24O4/c1-12-5-4-6-15-11-16(23-20(15)22)9-13(2)10-18-17(8-7-12)14(3)19(21)24-18/h5,10-11,16-18H,3-4,6-9H2,1-2H3/b12-5+,13-10+",KTYZKXFERQUCPX-SPUCVAIDSA-N,CC1=CCCC2=CC(CC(=CC3C(CC1)C(=C)C(=O)O3)C)OC2=O
FT_15.346_193.04943,"5,7-Dihydroxy-4-methylcoumarin",C10 H8 O4,L2.1,NA,Organic compounds,Phenylpropanoids and polyketides,Coumarins and derivatives,Hydroxycoumarins,7-hydroxycoumarins,5354284,"5,7-Dihydroxy-4-methylcoumarin",192.0422587,C10H8O4,"InChI=1S/C10H8O4/c1-5-2-9(13)14-8-4-6(11)3-7(12)10(5)8/h2-4,11-12H,1H3",QNVWGEJMXOQQPM-UHFFFAOYSA-N,CC1=CC(=O)OC2=CC(=CC(=C12)O)O
FT_13.440_315.14387,"1-Allyl-3-[(2S,11aS)-5,11-dioxo-2,3,5,10,11,11a-hexahydro-1H-pyrrolo[2,1-c][1,4]benzodiazepin-2-yl]urea",C16 H18 N4 O3,L2.1,NA,Organic compounds,Organoheterocyclic compounds,Benzodiazepines,"1,4-benzodiazepines","1,4-benzodiazepines","	9422045","1-[(6aS,8S)-6,11-dioxo-6a,7,8,9-tetrahydro-5H-pyrrolo[2,1-c][1,4]benzodiazepin-8-yl]-3-prop-2-enylurea",NA,"	
C16H18N4O3","InChI=1S/C16H18N4O3/c1-2-7-17-16(23)18-10-8-13-14(21)19-12-6-4-3-5-11(12)15(22)20(13)9-10/h2-6,10,13H,1,7-9H2,(H,19,21)(H2,17,18,23)/t10-,13-/m0/s1",UZZNIELIVYEWBD-GWCFXTLKSA-N,C=CCNC(=O)N[C@H]1C[C@H]2C(=O)NC3=CC=CC=C3C(=O)N2C1
FT_15.356_221.08084,"8-Hydroxy-6-methoxy-3,4-dimethylisochromen-1-one",C12H12O4,L2.3,NA,Organic compounds,Phenylpropanoids and polyketides,Isocoumarins and derivatives,NA,NA,5281570,"8-Hydroxy-6-methoxy-3,4-dimethylisochromen-1-one",220.0735589,C12H12O4,"InChI=1S/C12H12O4/c1-6-7(2)16-12(14)11-9(6)4-8(15-3)5-10(11)13/h4-5,13H,1-3H3",ISJYICQTJIFNAX-UHFFFAOYSA-N,CC1=C(OC(=O)C2=C1C=C(C=C2O)OC)C
FT_15.371_251.12770,coenzyme Q1,C14H18O4,L2.1,NA,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Quinone and hydroquinone lipids,Prenylquinones,4462,Ubiquinone Q1,250.1205091,C14H18O4,"InChI=1S/C14H18O4/c1-8(2)6-7-10-9(3)11(15)13(17-4)14(18-5)12(10)16/h6H,7H2,1-5H3",SOECUQMRSRVZQQ-UHFFFAOYSA-N,CC1=C(C(=O)C(=C(C1=O)OC)OC)CC=C(C)C
FT_15.439_267.12270,4-oxododecanedioic acid,C12 H20 O5,L2.1,NA,Organic compounds,Organic acids and derivatives,Keto acids and derivatives,Medium-chain keto acids and derivatives,NA,13213508,4-Oxododecanedioic acid,244.1310737,C12H20O5,"InChI=1S/C12H20O5/c13-10(8-9-12(16)17)6-4-2-1-3-5-7-11(14)15/h1-9H2,(H,14,15)(H,16,17)",HHXMOTDTSDYYEI-UHFFFAOYSA-N,C(CCCC(=O)CCC(=O)O)CCCC(=O)O
FT_13.477_195.06519,NP-019445,C10 H10 O4,L2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FT_13.482_269.10199,"2-(3-Butanoyl-2,6-dihydroxy-4-methoxyphenyl)acetic acid",C13 H16 O6,L2.3,na,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Ketones,38358908,"2-(3-Butanoyl-2,6-dihydroxy-4-methoxyphenyl)acetic acid",NA,C13H16O6,"InChI=1S/C13H16O6/c1-3-4-8(14)12-10(19-2)6-9(15)7(13(12)18)5-11(16)17/h6,15,18H,3-5H2,1-2H3,(H,16,17)",ZZNWFORYMOJSKP-UHFFFAOYSA-N,CCCC(=O)C1=C(C=C(C(=C1O)CC(=O)O)O)OC
FT_13.639_283.11762,NP-020363,C14 H18 O6,L2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FT_15.514_233.11721,Sorbicillin,C14 H16 O3,L2.1,NA,Organic compounds,Benzenoids,Benzene and substituted derivatives,Xylenes,Xylenols,5376187,Sorbicillin,232.1099444,C14H16O3,"InChI=1S/C14H16O3/c1-4-5-6-7-12(15)11-8-9(2)13(16)10(3)14(11)17/h4-8,16-17H,1-3H3/b5-4+,7-6+",RKKPUBAAIGFXOG-YTXTXJHMSA-N,CC=CC=CC(=O)C1=C(C(=C(C(=C1)C)O)C)O
