Pathways,month,path_expr_month,Common-Name,Engineered?
PWY-3801,October,88.16240684552136,sucrose degradation II (sucrose synthase),NA
PWY-381,August,658.0587187970325,nitrate reduction II (assimilatory),NA
PWY-381,July_1,755.0837521191222,nitrate reduction II (assimilatory),NA
PWY-381,July_2,502.40491867110336,nitrate reduction II (assimilatory),NA
PWY-381,July_3,657.9015374346901,nitrate reduction II (assimilatory),NA
PWY-381,May,163.54353843424394,nitrate reduction II (assimilatory),NA
PWY-381,May_22,288.6994203314764,nitrate reduction II (assimilatory),NA
PWY-381,October,226.0322692694176,nitrate reduction II (assimilatory),NA
PWY-3821,August,100.49467866470549,D-galactose detoxification,NA
PWY-3821,July_1,94.51698732334447,D-galactose detoxification,NA
PWY-3821,July_2,77.86458210868044,D-galactose detoxification,NA
PWY-3821,July_3,73.88086417153015,D-galactose detoxification,NA
PWY-3821,May,29.336166408895018,D-galactose detoxification,NA
PWY-3821,May_22,30.133123943049863,D-galactose detoxification,NA
PWY-3821,October,73.13034392225047,D-galactose detoxification,NA
PWY-3841,August,81.31437714598891,folate transformations II (plants),NA
PWY-3841,July_1,153.25752887726958,folate transformations II (plants),NA
PWY-3841,July_2,88.3304307121902,folate transformations II (plants),NA
PWY-3841,July_3,121.53175166630965,folate transformations II (plants),NA
PWY-3841,May,41.48303469294049,folate transformations II (plants),NA
PWY-3841,May_22,27.817055203071146,folate transformations II (plants),NA
PWY-3841,October,63.23054265805345,folate transformations II (plants),NA
PWY-3981,August,464.3113452373328,&beta;-alanine biosynthesis I,NA
PWY-3981,July_1,392.7622760733847,&beta;-alanine biosynthesis I,NA
PWY-3981,July_2,415.32887882681797,&beta;-alanine biosynthesis I,NA
PWY-3981,July_3,577.7005327701943,&beta;-alanine biosynthesis I,NA
PWY-3981,May,209.19087773701162,&beta;-alanine biosynthesis I,NA
PWY-3981,May_22,196.71575743548985,&beta;-alanine biosynthesis I,NA
PWY-3981,October,148.66716388370804,&beta;-alanine biosynthesis I,NA
PWY-3982,August,133.39357108092338,uracil degradation I (reductive),NA
PWY-3982,July_1,72.6817807109905,uracil degradation I (reductive),NA
PWY-3982,July_2,106.30337934492299,uracil degradation I (reductive),NA
PWY-3982,July_3,109.50746151949275,uracil degradation I (reductive),NA
PWY-3982,May,116.4631489685826,uracil degradation I (reductive),NA
PWY-3982,May_22,68.99735657905835,uracil degradation I (reductive),NA
PWY-3982,October,88.69844672441954,uracil degradation I (reductive),NA
PWY-40,August,255.79729475912308,putrescine biosynthesis I,NA
PWY-40,July_1,316.45246458079936,putrescine biosynthesis I,NA
PWY-40,July_2,267.2816427027657,putrescine biosynthesis I,NA
PWY-40,July_3,283.38128685984947,putrescine biosynthesis I,NA
PWY-40,May,356.5745850973493,putrescine biosynthesis I,NA
PWY-40,May_22,283.7693762393341,putrescine biosynthesis I,NA
PWY-40,October,302.3477376352868,putrescine biosynthesis I,NA
PWY-4041,August,53.74782312438973,&gamma;-glutamyl cycle,NA
PWY-4041,July_1,54.15389338782884,&gamma;-glutamyl cycle,NA
PWY-4041,July_2,55.54666116635871,&gamma;-glutamyl cycle,NA
PWY-4041,July_3,55.4128434774556,&gamma;-glutamyl cycle,NA
PWY-4041,May,32.252496219422184,&gamma;-glutamyl cycle,NA
PWY-4041,May_22,73.91440779340412,&gamma;-glutamyl cycle,NA
PWY-4041,October,24.31290405114718,&gamma;-glutamyl cycle,NA
PWY-4101,August,67.66238730237082,D-sorbitol degradation I,NA
PWY-4101,July_1,31.844561719006958,D-sorbitol degradation I,NA
PWY-4101,July_2,40.65359890827824,D-sorbitol degradation I,NA
PWY-4101,July_3,34.854063552822566,D-sorbitol degradation I,NA
PWY-4101,May,8.070798481700319,D-sorbitol degradation I,NA
PWY-4101,May_22,10.51319993419893,D-sorbitol degradation I,NA
PWY-4101,October,26.738356421044514,D-sorbitol degradation I,NA
PWY-4221,August,121.63481001081489,superpathway of coenzyme A biosynthesis II (plants),NA
PWY-4221,July_1,186.47639407171255,superpathway of coenzyme A biosynthesis II (plants),NA
PWY-4221,July_2,123.18410018631003,superpathway of coenzyme A biosynthesis II (plants),NA
PWY-4221,July_3,196.37716351372745,superpathway of coenzyme A biosynthesis II (plants),NA
PWY-4221,May,33.89131291423586,superpathway of coenzyme A biosynthesis II (plants),NA
PWY-4221,May_22,49.772791549387115,superpathway of coenzyme A biosynthesis II (plants),NA
PWY-4221,October,64.80231021668773,superpathway of coenzyme A biosynthesis II (plants),NA
PWY-4261,August,317.13346587846627,glycerol degradation I,NA
PWY-4261,July_1,226.24403403820406,glycerol degradation I,NA
PWY-4261,July_2,311.0946988850212,glycerol degradation I,NA
PWY-4261,July_3,323.8413469335721,glycerol degradation I,NA
PWY-4261,May,185.04549876028653,glycerol degradation I,NA
PWY-4261,May_22,157.51775231801537,glycerol degradation I,NA
PWY-4261,October,133.0531507465278,glycerol degradation I,NA
PWY-43,August,29.383853875802625,putrescine biosynthesis II,NA
PWY-43,July_1,18.963690712667745,putrescine biosynthesis II,NA
PWY-43,July_2,33.565564898284805,putrescine biosynthesis II,NA
PWY-43,July_3,28.358279558565194,putrescine biosynthesis II,NA
PWY-43,May,6.8367116334904,putrescine biosynthesis II,NA
PWY-43,May_22,9.269510498545541,putrescine biosynthesis II,NA
PWY-43,October,3.2898376457736695,putrescine biosynthesis II,NA
PWY-4341,August,286.7517795274696,L-glutamate biosynthesis V,NA
PWY-4341,July_1,282.9270648785446,L-glutamate biosynthesis V,NA
PWY-4341,July_2,294.81684546227234,L-glutamate biosynthesis V,NA
PWY-4341,July_3,307.57091358265484,L-glutamate biosynthesis V,NA
PWY-4341,May,143.28502482586475,L-glutamate biosynthesis V,NA
PWY-4341,May_22,173.10611725800857,L-glutamate biosynthesis V,NA
PWY-4341,October,131.80413014431292,L-glutamate biosynthesis V,NA
PWY-4381,August,1132.222343794743,fatty acid biosynthesis initiation (type II),NA
PWY-4381,July_1,1200.0918846627378,fatty acid biosynthesis initiation (type II),NA
PWY-4381,July_2,970.688808740514,fatty acid biosynthesis initiation (type II),NA
PWY-4381,July_3,1060.9251347286404,fatty acid biosynthesis initiation (type II),NA
PWY-4381,May,1658.766726518275,fatty acid biosynthesis initiation (type II),NA
PWY-4381,May_22,1617.5998390201553,fatty acid biosynthesis initiation (type II),NA
PWY-4381,October,1237.772790293675,fatty acid biosynthesis initiation (type II),NA
PWY-4521,August,1.2466630740326703,arsenite to oxygen electron transfer,NA
PWY-4521,July_1,1.588211731531859,arsenite to oxygen electron transfer,NA
PWY-4521,July_2,1.9337262991483881,arsenite to oxygen electron transfer,NA
PWY-4521,July_3,1.1387616290346287,arsenite to oxygen electron transfer,NA
PWY-4521,May,0.5369136371728573,arsenite to oxygen electron transfer,NA
PWY-4521,May_22,1.8330719449745418,arsenite to oxygen electron transfer,NA
PWY-4521,October,4.010414047854694,arsenite to oxygen electron transfer,NA
PWY-46,August,78.11133972825415,putrescine biosynthesis III,NA
PWY-46,July_1,92.83683979934266,putrescine biosynthesis III,NA
PWY-46,July_2,102.73671697764559,putrescine biosynthesis III,NA
PWY-46,July_3,99.73627804557374,putrescine biosynthesis III,NA
PWY-46,May,133.28815485507215,putrescine biosynthesis III,NA
PWY-46,May_22,98.27871191367893,putrescine biosynthesis III,NA
PWY-46,October,81.74108226509483,putrescine biosynthesis III,NA
PWY-4821,August,354.66988115281026,UDP-&alpha;-D-xylose biosynthesis,NA
PWY-4821,July_1,306.2118537413891,UDP-&alpha;-D-xylose biosynthesis,NA
PWY-4821,July_2,362.63317149087095,UDP-&alpha;-D-xylose biosynthesis,NA
PWY-4821,July_3,355.43464220493127,UDP-&alpha;-D-xylose biosynthesis,NA
PWY-4821,May,160.28614467107502,UDP-&alpha;-D-xylose biosynthesis,NA
PWY-4821,May_22,193.52525765195236,UDP-&alpha;-D-xylose biosynthesis,NA
PWY-4821,October,139.1474612774197,UDP-&alpha;-D-xylose biosynthesis,NA
PWY-4861,August,49.62517261905883,UDP-&alpha;-D-galacturonate biosynthesis I (from UDP-D-glucuronate),NA
PWY-4861,July_1,60.126265506523595,UDP-&alpha;-D-galacturonate biosynthesis I (from UDP-D-glucuronate),NA
PWY-4861,July_2,59.664292094986855,UDP-&alpha;-D-galacturonate biosynthesis I (from UDP-D-glucuronate),NA
PWY-4861,July_3,51.601207643372405,UDP-&alpha;-D-galacturonate biosynthesis I (from UDP-D-glucuronate),NA
PWY-4861,May,71.34599760358238,UDP-&alpha;-D-galacturonate biosynthesis I (from UDP-D-glucuronate),NA
PWY-4861,May_22,53.09682971808733,UDP-&alpha;-D-galacturonate biosynthesis I (from UDP-D-glucuronate),NA
PWY-4861,October,80.04273329349617,UDP-&alpha;-D-galacturonate biosynthesis I (from UDP-D-glucuronate),NA
PWY-4942,August,56.008079973944675,sterculate biosynthesis,NA
PWY-4942,July_1,57.98417915442542,sterculate biosynthesis,NA
PWY-4942,July_2,55.94434883057797,sterculate biosynthesis,NA
PWY-4942,July_3,46.94944921896592,sterculate biosynthesis,NA
PWY-4942,May,33.97948394888829,sterculate biosynthesis,NA
PWY-4942,May_22,42.170824724136736,sterculate biosynthesis,NA
PWY-4942,October,39.28872437813776,sterculate biosynthesis,NA
PWY-4981,August,74.85173652690472,L-proline biosynthesis II (from arginine),NA
PWY-4981,July_1,67.36654663459356,L-proline biosynthesis II (from arginine),NA
PWY-4981,July_2,84.65441690845819,L-proline biosynthesis II (from arginine),NA
PWY-4981,July_3,90.69027611934581,L-proline biosynthesis II (from arginine),NA
PWY-4981,May,148.65003667564997,L-proline biosynthesis II (from arginine),NA
PWY-4981,May_22,94.96974295158867,L-proline biosynthesis II (from arginine),NA
PWY-4981,October,65.75124531663761,L-proline biosynthesis II (from arginine),NA
PWY-4983,August,321.8813399225143,nitric oxide biosynthesis II (mammals),NA
PWY-4983,July_1,379.331130138543,nitric oxide biosynthesis II (mammals),NA
PWY-4983,July_2,286.175662196604,nitric oxide biosynthesis II (mammals),NA
PWY-4983,July_3,380.38399584066354,nitric oxide biosynthesis II (mammals),NA
PWY-4983,May,173.35776374592552,nitric oxide biosynthesis II (mammals),NA
PWY-4983,May_22,196.17977052989315,nitric oxide biosynthesis II (mammals),NA
PWY-4983,October,147.39520253544038,nitric oxide biosynthesis II (mammals),NA
PWY-4984,August,232.06659746009,urea cycle,NA
PWY-4984,July_1,282.4231323561316,urea cycle,NA
PWY-4984,July_2,209.61218644483301,urea cycle,NA
PWY-4984,July_3,254.15897128444658,urea cycle,NA
PWY-4984,May,197.01971322908156,urea cycle,NA
PWY-4984,May_22,256.4126015531934,urea cycle,NA
PWY-4984,October,224.0344706731007,urea cycle,NA
PWY-5,August,321.8813399225143,canavanine biosynthesis,NA
PWY-5,July_1,379.331130138543,canavanine biosynthesis,NA
PWY-5,July_2,286.175662196604,canavanine biosynthesis,NA
PWY-5,July_3,380.38399584066354,canavanine biosynthesis,NA
PWY-5,May,173.35776374592552,canavanine biosynthesis,NA
PWY-5,May_22,196.17977052989315,canavanine biosynthesis,NA
PWY-5,October,147.39520253544038,canavanine biosynthesis,NA
PWY-5004,August,55.8202457178856,superpathway of L-citrulline metabolism,NA
PWY-5004,July_1,84.33549498279994,superpathway of L-citrulline metabolism,NA
PWY-5004,July_2,40.1745080884591,superpathway of L-citrulline metabolism,NA
PWY-5004,July_3,63.189756354688626,superpathway of L-citrulline metabolism,NA
PWY-5004,May,22.7154823155945,superpathway of L-citrulline metabolism,NA
PWY-5004,May_22,11.28729111983047,superpathway of L-citrulline metabolism,NA
PWY-5004,October,12.638731444395194,superpathway of L-citrulline metabolism,NA
PWY-5024,August,4.713580213012673,L-arginine degradation XI,NA
PWY-5024,July_1,1.0040414856904494,L-arginine degradation XI,NA
PWY-5024,July_2,3.4615065784364805,L-arginine degradation XI,NA
PWY-5024,July_3,1.1100232703876838,L-arginine degradation XI,NA
PWY-5024,May,4.237611614692628,L-arginine degradation XI,NA
PWY-5024,May_22,3.5351706519885977,L-arginine degradation XI,NA
PWY-5024,October,1.4197138795205322,L-arginine degradation XI,NA
PWY-5025,August,363.5039791419981,indole-3-acetate biosynthesis IV (bacteria),NA
PWY-5025,July_1,438.39486904472847,indole-3-acetate biosynthesis IV (bacteria),NA
PWY-5025,July_2,341.51612216817153,indole-3-acetate biosynthesis IV (bacteria),NA
PWY-5025,July_3,341.3869088522414,indole-3-acetate biosynthesis IV (bacteria),NA
PWY-5025,May,641.7265468581302,indole-3-acetate biosynthesis IV (bacteria),NA
PWY-5025,May_22,483.2158546261669,indole-3-acetate biosynthesis IV (bacteria),NA
PWY-5025,October,617.0437016393948,indole-3-acetate biosynthesis IV (bacteria),NA
PWY-5026,August,10.43581473140928,indole-3-acetate biosynthesis V (bacteria and fungi),NA
PWY-5026,July_1,13.508725298422682,indole-3-acetate biosynthesis V (bacteria and fungi),NA
PWY-5026,July_2,19.016855991500563,indole-3-acetate biosynthesis V (bacteria and fungi),NA
PWY-5026,July_3,12.21853503210606,indole-3-acetate biosynthesis V (bacteria and fungi),NA
PWY-5026,May,3.567852483820303,indole-3-acetate biosynthesis V (bacteria and fungi),NA
PWY-5026,May_22,7.474424578755102,indole-3-acetate biosynthesis V (bacteria and fungi),NA
PWY-5026,October,1.979279640003107,indole-3-acetate biosynthesis V (bacteria and fungi),NA
PWY-5028,August,40.49497670215415,L-histidine degradation II,NA
PWY-5028,July_1,71.63061952882491,L-histidine degradation II,NA
PWY-5028,July_2,36.093910084429005,L-histidine degradation II,NA
PWY-5028,July_3,46.94783301524423,L-histidine degradation II,NA
PWY-5028,May,5.342529782858306,L-histidine degradation II,NA
PWY-5028,May_22,10.163947218791794,L-histidine degradation II,NA
PWY-5028,October,9.015209853392028,L-histidine degradation II,NA
PWY-5030,August,141.8583225313639,L-histidine degradation III,NA
PWY-5030,July_1,221.84619821371103,L-histidine degradation III,NA
PWY-5030,July_2,135.5407676060729,L-histidine degradation III,NA
PWY-5030,July_3,137.42754446442297,L-histidine degradation III,NA
PWY-5030,May,65.45214166668764,L-histidine degradation III,NA
PWY-5030,May_22,62.639587680508164,L-histidine degradation III,NA
PWY-5030,October,46.58923285933475,L-histidine degradation III,NA
PWY-5031,August,92.26403146146092,L-histidine degradation V,NA
PWY-5031,July_1,111.44128075418132,L-histidine degradation V,NA
PWY-5031,July_2,101.29003337880845,L-histidine degradation V,NA
PWY-5031,July_3,103.39244419703789,L-histidine degradation V,NA
PWY-5031,May,341.6553214167216,L-histidine degradation V,NA
PWY-5031,May_22,371.884823697833,L-histidine degradation V,NA
PWY-5031,October,259.8154595050273,L-histidine degradation V,NA
PWY-5032,August,3.4874290428632833,<i>ent</i>-kaurene biosynthesis I,NA
PWY-5032,July_1,0.436262447546525,<i>ent</i>-kaurene biosynthesis I,NA
PWY-5032,July_2,0.5834208816100916,<i>ent</i>-kaurene biosynthesis I,NA
PWY-5032,July_3,0.3718436782150087,<i>ent</i>-kaurene biosynthesis I,NA
PWY-5041,August,499.9784208030836,<i>S</i>-adenosyl-L-methionine salvage II,NA
PWY-5041,July_1,480.97669849250263,<i>S</i>-adenosyl-L-methionine salvage II,NA
PWY-5041,July_2,451.7818390136416,<i>S</i>-adenosyl-L-methionine salvage II,NA
PWY-5041,July_3,478.13659753983893,<i>S</i>-adenosyl-L-methionine salvage II,NA
PWY-5041,May,153.81424942937798,<i>S</i>-adenosyl-L-methionine salvage II,NA
PWY-5041,May_22,203.49817918216075,<i>S</i>-adenosyl-L-methionine salvage II,NA
PWY-5041,October,149.63985847788936,<i>S</i>-adenosyl-L-methionine salvage II,NA
PWY-5044,August,1169.9365343916352,purine nucleotides degradation I (plants),NA
PWY-5044,July_1,1957.790660039922,purine nucleotides degradation I (plants),NA
PWY-5044,July_2,1118.9303611616851,purine nucleotides degradation I (plants),NA
PWY-5044,July_3,1334.0219209403926,purine nucleotides degradation I (plants),NA
PWY-5044,May,4673.376609796452,purine nucleotides degradation I (plants),NA
PWY-5044,May_22,3382.5307079226122,purine nucleotides degradation I (plants),NA
PWY-5044,October,5246.465866492337,purine nucleotides degradation I (plants),NA
PWY-5046,August,936.2176730023021,2-oxoisovalerate decarboxylation to isobutanoyl-CoA,NA
PWY-5046,July_1,1176.9457417703038,2-oxoisovalerate decarboxylation to isobutanoyl-CoA,NA
PWY-5046,July_2,920.34225218062,2-oxoisovalerate decarboxylation to isobutanoyl-CoA,NA
PWY-5046,July_3,1074.0976754165326,2-oxoisovalerate decarboxylation to isobutanoyl-CoA,NA
PWY-5046,May,1823.643726224375,2-oxoisovalerate decarboxylation to isobutanoyl-CoA,NA
PWY-5046,May_22,1842.662699648596,2-oxoisovalerate decarboxylation to isobutanoyl-CoA,NA
PWY-5046,October,1883.0537388897035,2-oxoisovalerate decarboxylation to isobutanoyl-CoA,NA
PWY-5057,August,373.68189337503776,L-valine degradation II,NA
PWY-5057,July_1,508.49828904535866,L-valine degradation II,NA
PWY-5057,July_2,444.2129811573257,L-valine degradation II,NA
PWY-5057,July_3,409.26339086868506,L-valine degradation II,NA
PWY-5057,May,609.2999759191139,L-valine degradation II,NA
PWY-5057,May_22,402.0502556245545,L-valine degradation II,NA
PWY-5057,October,390.54800513683824,L-valine degradation II,NA
PWY-5067,August,52.650359288005525,glycogen biosynthesis II (from UDP-D-Glucose),NA
PWY-5067,July_1,96.55258866094057,glycogen biosynthesis II (from UDP-D-Glucose),NA
PWY-5067,July_2,71.03579984170206,glycogen biosynthesis II (from UDP-D-Glucose),NA
PWY-5067,July_3,84.25032459754166,glycogen biosynthesis II (from UDP-D-Glucose),NA
PWY-5067,May,43.466143701848274,glycogen biosynthesis II (from UDP-D-Glucose),NA
PWY-5067,May_22,18.708739938443358,glycogen biosynthesis II (from UDP-D-Glucose),NA
PWY-5067,October,36.68578478040937,glycogen biosynthesis II (from UDP-D-Glucose),NA
PWY-5074,August,64.16221994711074,mevalonate degradation,NA
PWY-5074,July_1,57.08560676241761,mevalonate degradation,NA
PWY-5074,July_2,55.75347920052944,mevalonate degradation,NA
PWY-5074,July_3,61.58482402957341,mevalonate degradation,NA
PWY-5074,May,56.10765047970613,mevalonate degradation,NA
PWY-5074,May_22,51.26787847245269,mevalonate degradation,NA
PWY-5074,October,52.30727330871381,mevalonate degradation,NA
PWY-5076,August,373.68189337503776,L-leucine degradation III,NA
PWY-5076,July_1,508.49828904535866,L-leucine degradation III,NA
PWY-5076,July_2,444.2129811573257,L-leucine degradation III,NA
PWY-5076,July_3,409.26339086868506,L-leucine degradation III,NA
PWY-5076,May,609.2999759191139,L-leucine degradation III,NA
PWY-5076,May_22,402.0502556245545,L-leucine degradation III,NA
PWY-5076,October,390.54800513683824,L-leucine degradation III,NA
PWY-5078,August,373.68189337503776,L-isoleucine degradation II,NA
PWY-5078,July_1,508.49828904535866,L-isoleucine degradation II,NA
PWY-5078,July_2,444.2129811573257,L-isoleucine degradation II,NA
PWY-5078,July_3,409.26339086868506,L-isoleucine degradation II,NA
PWY-5078,May,609.2999759191139,L-isoleucine degradation II,NA
PWY-5078,May_22,402.0502556245545,L-isoleucine degradation II,NA
PWY-5078,October,390.54800513683824,L-isoleucine degradation II,NA
PWY-5079,August,391.4036372980602,L-phenylalanine degradation III,NA
PWY-5079,July_1,560.3658147877154,L-phenylalanine degradation III,NA
PWY-5079,July_2,662.9909931733278,L-phenylalanine degradation III,NA
PWY-5079,July_3,355.965104699304,L-phenylalanine degradation III,NA
PWY-5079,May,400.8481979865319,L-phenylalanine degradation III,NA
PWY-5079,May_22,287.5587108621967,L-phenylalanine degradation III,NA
PWY-5079,October,277.56953642010257,L-phenylalanine degradation III,NA
PWY-5083,August,26.484265003619964,NAD(P)/NADPH interconversion,NA
PWY-5083,July_1,31.248862898138977,NAD(P)/NADPH interconversion,NA
PWY-5083,July_2,22.407676404493618,NAD(P)/NADPH interconversion,NA
PWY-5083,July_3,30.198433456468702,NAD(P)/NADPH interconversion,NA
PWY-5084,August,1350.0630912457675,2-oxoglutarate decarboxylation to succinyl-CoA,NA
PWY-5084,July_1,1536.0797709246679,2-oxoglutarate decarboxylation to succinyl-CoA,NA
PWY-5084,July_2,1258.07330867784,2-oxoglutarate decarboxylation to succinyl-CoA,NA
PWY-5084,July_3,1552.0232745990163,2-oxoglutarate decarboxylation to succinyl-CoA,NA
PWY-5084,May,1794.353127675839,2-oxoglutarate decarboxylation to succinyl-CoA,NA
PWY-5084,May_22,1696.3466837079836,2-oxoglutarate decarboxylation to succinyl-CoA,NA
PWY-5084,October,1550.82355962066,2-oxoglutarate decarboxylation to succinyl-CoA,NA
PWY-5088,August,23.65544857734812,L-glutamate degradation VIII (to propanoate),NA
PWY-5088,July_1,25.90648801416785,L-glutamate degradation VIII (to propanoate),NA
PWY-5088,July_2,30.20466738401793,L-glutamate degradation VIII (to propanoate),NA
PWY-5088,July_3,19.273613292345736,L-glutamate degradation VIII (to propanoate),NA
PWY-5088,May,21.315552073336285,L-glutamate degradation VIII (to propanoate),NA
PWY-5088,May_22,31.616406481166862,L-glutamate degradation VIII (to propanoate),NA
PWY-5088,October,40.42388106297675,L-glutamate degradation VIII (to propanoate),NA
PWY-5097,August,904.1272525378452,L-lysine biosynthesis VI,NA
PWY-5097,July_1,1419.701234029246,L-lysine biosynthesis VI,NA
PWY-5097,July_2,843.4893848960339,L-lysine biosynthesis VI,NA
PWY-5097,July_3,973.802922767418,L-lysine biosynthesis VI,NA
PWY-5097,May,840.0219511679592,L-lysine biosynthesis VI,NA
PWY-5097,May_22,752.787154854955,L-lysine biosynthesis VI,NA
PWY-5097,October,828.3728731759603,L-lysine biosynthesis VI,NA
PWY-5100,August,323.5117946208908,pyruvate fermentation to acetate and lactate II,NA
PWY-5100,July_1,409.38714079667335,pyruvate fermentation to acetate and lactate II,NA
PWY-5100,July_2,311.3832709302988,pyruvate fermentation to acetate and lactate II,NA
PWY-5100,July_3,383.98022439068166,pyruvate fermentation to acetate and lactate II,NA
PWY-5100,May,739.691830859791,pyruvate fermentation to acetate and lactate II,NA
PWY-5100,May_22,960.1164869284041,pyruvate fermentation to acetate and lactate II,NA
PWY-5100,October,690.8751026861648,pyruvate fermentation to acetate and lactate II,NA
PWY-5101,August,1538.4924957555177,L-isoleucine biosynthesis II,NA
PWY-5101,July_1,2343.656480700925,L-isoleucine biosynthesis II,NA
PWY-5101,July_2,1542.731237114951,L-isoleucine biosynthesis II,NA
PWY-5101,July_3,1532.9705652366333,L-isoleucine biosynthesis II,NA
PWY-5101,May,708.0517244530834,L-isoleucine biosynthesis II,NA
PWY-5101,May_22,798.6252136012921,L-isoleucine biosynthesis II,NA
PWY-5101,October,658.1062621996153,L-isoleucine biosynthesis II,NA
PWY-5103,August,2150.4694144033974,L-isoleucine biosynthesis III,NA
PWY-5103,July_1,2744.2916619567754,L-isoleucine biosynthesis III,NA
PWY-5103,July_2,2072.375858914823,L-isoleucine biosynthesis III,NA
PWY-5103,July_3,2107.466936449531,L-isoleucine biosynthesis III,NA
PWY-5103,May,2103.6888956104717,L-isoleucine biosynthesis III,NA
PWY-5103,May_22,1687.1335967922807,L-isoleucine biosynthesis III,NA
PWY-5103,October,2223.236200685693,L-isoleucine biosynthesis III,NA
PWY-5104,August,2013.2146426000845,L-isoleucine biosynthesis IV,NA
PWY-5104,July_1,2622.70599684146,L-isoleucine biosynthesis IV,NA
PWY-5104,July_2,1946.053957298775,L-isoleucine biosynthesis IV,NA
PWY-5104,July_3,2017.889798400799,L-isoleucine biosynthesis IV,NA
PWY-5104,May,2069.993670145278,L-isoleucine biosynthesis IV,NA
PWY-5104,May_22,1802.0495207217355,L-isoleucine biosynthesis IV,NA
PWY-5104,October,2141.0041602632086,L-isoleucine biosynthesis IV,NA
PWY-5108,August,700.4751843049997,L-isoleucine biosynthesis V,NA
PWY-5108,July_1,792.4904281747847,L-isoleucine biosynthesis V,NA
PWY-5108,July_2,650.740940007749,L-isoleucine biosynthesis V,NA
PWY-5108,July_3,709.6975111551249,L-isoleucine biosynthesis V,NA
PWY-5108,May,2760.5031294396563,L-isoleucine biosynthesis V,NA
PWY-5108,May_22,2399.4698588129027,L-isoleucine biosynthesis V,NA
PWY-5108,October,2640.419849643279,L-isoleucine biosynthesis V,NA
PWY-5120,August,79.6743271943963,geranylgeranyl diphosphate biosynthesis,NA
PWY-5120,July_1,128.42062301967186,geranylgeranyl diphosphate biosynthesis,NA
PWY-5120,July_2,90.56778702658092,geranylgeranyl diphosphate biosynthesis,NA
PWY-5120,July_3,77.76028809423569,geranylgeranyl diphosphate biosynthesis,NA
PWY-5120,May,78.47980462391475,geranylgeranyl diphosphate biosynthesis,NA
PWY-5120,May_22,90.39341681716041,geranylgeranyl diphosphate biosynthesis,NA
PWY-5120,October,95.17330864564366,geranylgeranyl diphosphate biosynthesis,NA
PWY-5121,August,1361.6793279813633,superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP),NA
PWY-5121,July_1,3120.5019018737885,superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP),NA
PWY-5121,July_2,1446.1306353348014,superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP),NA
PWY-5121,July_3,1710.1796358376746,superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP),NA
PWY-5121,May,1058.9032746684998,superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP),NA
PWY-5121,May_22,1135.8038949705028,superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP),NA
PWY-5121,October,1490.7331569465862,superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP),NA
PWY-5122,August,79.6743271943963,geranyl diphosphate biosynthesis,NA
PWY-5122,July_1,128.42062301967186,geranyl diphosphate biosynthesis,NA
PWY-5122,July_2,90.56778702658092,geranyl diphosphate biosynthesis,NA
PWY-5122,July_3,77.76028809423569,geranyl diphosphate biosynthesis,NA
PWY-5122,May,78.47980462391475,geranyl diphosphate biosynthesis,NA
PWY-5122,May_22,90.39341681716041,geranyl diphosphate biosynthesis,NA
PWY-5122,October,95.17330864564366,geranyl diphosphate biosynthesis,NA
PWY-5123,August,159.3486543887926,"<i>trans, trans</i>-farnesyl diphosphate biosynthesis",NA
PWY-5123,July_1,256.84124603934373,"<i>trans, trans</i>-farnesyl diphosphate biosynthesis",NA
PWY-5123,July_2,181.13557405316183,"<i>trans, trans</i>-farnesyl diphosphate biosynthesis",NA
PWY-5123,July_3,155.52057618847138,"<i>trans, trans</i>-farnesyl diphosphate biosynthesis",NA
PWY-5123,May,156.9596092478295,"<i>trans, trans</i>-farnesyl diphosphate biosynthesis",NA
PWY-5123,May_22,180.78683363432083,"<i>trans, trans</i>-farnesyl diphosphate biosynthesis",NA
PWY-5123,October,190.34661729128732,"<i>trans, trans</i>-farnesyl diphosphate biosynthesis",NA
PWY-5130,August,1601.6417156080417,2-oxobutanoate degradation I,NA
PWY-5130,July_1,2032.010233883623,2-oxobutanoate degradation I,NA
PWY-5130,July_2,1509.0680674437717,2-oxobutanoate degradation I,NA
PWY-5130,July_3,1817.753543082015,2-oxobutanoate degradation I,NA
PWY-5130,May,986.3935473985018,2-oxobutanoate degradation I,NA
PWY-5130,May_22,960.7220628610721,2-oxobutanoate degradation I,NA
PWY-5130,October,866.6403994277837,2-oxobutanoate degradation I,NA
PWY-5136,August,285.4778205727078,fatty acid &beta;-oxidation II (plant peroxisome),NA
PWY-5136,July_1,620.8535075237451,fatty acid &beta;-oxidation II (plant peroxisome),NA
PWY-5136,July_2,267.2976731733711,fatty acid &beta;-oxidation II (plant peroxisome),NA
PWY-5136,July_3,364.7826312430471,fatty acid &beta;-oxidation II (plant peroxisome),NA
PWY-5136,May,95.39100465591768,fatty acid &beta;-oxidation II (plant peroxisome),NA
PWY-5136,May_22,109.55963798866281,fatty acid &beta;-oxidation II (plant peroxisome),NA
