...1,ko_id,fasta
DNA-1_bin_54_k127_10498106_6,K00803,DNA-1_bin_54
DNA-1_bin_54_k127_10498106_7,K01616,DNA-1_bin_54
DNA-1_bin_54_k127_10693215_5,K03605,DNA-1_bin_54
DNA-1_bin_54_k127_10693215_7,K04652,DNA-1_bin_54
DNA-1_bin_54_k127_1072581_1,K01866,DNA-1_bin_54
DNA-1_bin_54_k127_10773199_3,K02566,DNA-1_bin_54
DNA-1_bin_54_k127_10773199_4,K00858,DNA-1_bin_54
DNA-1_bin_54_k127_10773199_6,K09694,DNA-1_bin_54
DNA-1_bin_54_k127_10773199_7,K09695,DNA-1_bin_54
DNA-1_bin_54_k127_10773199_8,K03719,DNA-1_bin_54
DNA-1_bin_54_k127_10773199_11,K00803,DNA-1_bin_54
DNA-1_bin_54_k127_10837586_1,K00652,DNA-1_bin_54
DNA-1_bin_54_k127_10837586_3,K26606,DNA-1_bin_54
DNA-1_bin_54_k127_10837586_4,K26605,DNA-1_bin_54
DNA-1_bin_54_k127_10837586_5,K03719,DNA-1_bin_54
DNA-1_bin_54_k127_10864901_1,K16898,DNA-1_bin_54
DNA-1_bin_54_k127_10864901_3,K01174,DNA-1_bin_54
DNA-1_bin_54_k127_10864901_9,K07113,DNA-1_bin_54
DNA-1_bin_54_k127_10864901_11,K16869,DNA-1_bin_54
DNA-1_bin_54_k127_1093100_2,K00259,DNA-1_bin_54
DNA-1_bin_54_k127_1093100_3,K09684,DNA-1_bin_54
DNA-1_bin_54_k127_1093100_5,K02052,DNA-1_bin_54
DNA-1_bin_54_k127_1093100_8,K11070,DNA-1_bin_54
DNA-1_bin_54_k127_1093100_20,K00162,DNA-1_bin_54
DNA-1_bin_54_k127_1093100_21,K00161,DNA-1_bin_54
DNA-1_bin_54_k127_11077029_2,K01950,DNA-1_bin_54
DNA-1_bin_54_k127_11077029_4,K19222,DNA-1_bin_54
DNA-1_bin_54_k127_11077029_6,K00803,DNA-1_bin_54
DNA-1_bin_54_k127_11077029_8,K00759,DNA-1_bin_54
DNA-1_bin_54_k127_11077029_13,K01881,DNA-1_bin_54
DNA-1_bin_54_k127_11077029_14,K03526,DNA-1_bin_54
DNA-1_bin_54_k127_11077029_15,K01897,DNA-1_bin_54
DNA-1_bin_54_k127_11077029_16,K11749,DNA-1_bin_54
DNA-1_bin_54_k127_11077029_17,K00099,DNA-1_bin_54
DNA-1_bin_54_k127_1116676_3,K00965,DNA-1_bin_54
DNA-1_bin_54_k127_11216426_1,K07493,DNA-1_bin_54
DNA-1_bin_54_k127_11216426_2,K01673,DNA-1_bin_54
DNA-1_bin_54_k127_11216426_3,K19267,DNA-1_bin_54
DNA-1_bin_54_k127_11216426_6,K01738,DNA-1_bin_54
DNA-1_bin_54_k127_11216426_7,K00640,DNA-1_bin_54
DNA-1_bin_54_k127_11290827_3,K07093,DNA-1_bin_54
DNA-1_bin_54_k127_11471849_4,K11105,DNA-1_bin_54
DNA-1_bin_54_k127_11471849_6,K07219,DNA-1_bin_54
DNA-1_bin_54_k127_1148048_1,K00341,DNA-1_bin_54
DNA-1_bin_54_k127_1148048_2,K00340,DNA-1_bin_54
DNA-1_bin_54_k127_1148048_3,K00339,DNA-1_bin_54
DNA-1_bin_54_k127_11502530_2,K07738,DNA-1_bin_54
DNA-1_bin_54_k127_11502530_5,K18981,DNA-1_bin_54
DNA-1_bin_54_k127_11502530_6,K01784,DNA-1_bin_54
DNA-1_bin_54_k127_11674737_2,K13057,DNA-1_bin_54
DNA-1_bin_54_k127_11674737_8,K00946,DNA-1_bin_54
DNA-1_bin_54_k127_11674737_12,K07025,DNA-1_bin_54
DNA-1_bin_54_k127_11674737_13,K07052,DNA-1_bin_54
DNA-1_bin_54_k127_11694923_2,K22589,DNA-1_bin_54
DNA-1_bin_54_k127_11694923_8,K00249,DNA-1_bin_54
DNA-1_bin_54_k127_11694923_9,K08683,DNA-1_bin_54
DNA-1_bin_54_k127_11694923_12,K00124,DNA-1_bin_54
DNA-1_bin_54_k127_11694923_15,K03891,DNA-1_bin_54
DNA-1_bin_54_k127_11694923_16,K03890,DNA-1_bin_54
DNA-1_bin_54_k127_11694923_17,K03889,DNA-1_bin_54
DNA-1_bin_54_k127_11694923_22,K21703,DNA-1_bin_54
DNA-1_bin_54_k127_11694923_23,K00615,DNA-1_bin_54
DNA-1_bin_54_k127_11694923_24,K00855,DNA-1_bin_54
DNA-1_bin_54_k127_11704690_3,K07396,DNA-1_bin_54
DNA-1_bin_54_k127_11704690_5,K06153,DNA-1_bin_54
DNA-1_bin_54_k127_11704690_6,K03975,DNA-1_bin_54
DNA-1_bin_54_k127_11708074_2,K00059,DNA-1_bin_54
DNA-1_bin_54_k127_1171005_4,K07261,DNA-1_bin_54
DNA-1_bin_54_k127_1171005_5,K00849,DNA-1_bin_54
DNA-1_bin_54_k127_11727323_1,K18235,DNA-1_bin_54
DNA-1_bin_54_k127_11727323_3,K22468,DNA-1_bin_54
DNA-1_bin_54_k127_11727323_4,K00847,DNA-1_bin_54
DNA-1_bin_54_k127_11727323_6,K02429,DNA-1_bin_54
DNA-1_bin_54_k127_11727323_7,K10552,DNA-1_bin_54
DNA-1_bin_54_k127_11727323_8,K01087,DNA-1_bin_54
DNA-1_bin_54_k127_11732563_1,K09131,DNA-1_bin_54
DNA-1_bin_54_k127_11732563_3,K06996,DNA-1_bin_54
DNA-1_bin_54_k127_11732563_4,K03088,DNA-1_bin_54
DNA-1_bin_54_k127_11732563_13,K07104,DNA-1_bin_54
DNA-1_bin_54_k127_11732563_15,K19267,DNA-1_bin_54
DNA-1_bin_54_k127_11732563_16,K06978,DNA-1_bin_54
DNA-1_bin_54_k127_11732563_17,K25140,DNA-1_bin_54
DNA-1_bin_54_k127_11732563_18,K25141,DNA-1_bin_54
DNA-1_bin_54_k127_11732563_20,K06996,DNA-1_bin_54
DNA-1_bin_54_k127_11732563_21,K03088,DNA-1_bin_54
DNA-1_bin_54_k127_11732563_23,K18476,DNA-1_bin_54
DNA-1_bin_54_k127_11732563_26,K19244,DNA-1_bin_54
DNA-1_bin_54_k127_11732563_31,K03556,DNA-1_bin_54
DNA-1_bin_54_k127_11732563_36,K03569,DNA-1_bin_54
DNA-1_bin_54_k127_11732563_37,K01593,DNA-1_bin_54
DNA-1_bin_54_k127_11732563_38,K15975,DNA-1_bin_54
DNA-1_bin_54_k127_11788295_2,K14166,DNA-1_bin_54
DNA-1_bin_54_k127_11793664_1,K11779,DNA-1_bin_54
DNA-1_bin_54_k127_11793664_2,K07093,DNA-1_bin_54
DNA-1_bin_54_k127_11793664_5,K06928,DNA-1_bin_54
DNA-1_bin_54_k127_11865814_2,K02888,DNA-1_bin_54
DNA-1_bin_54_k127_11865814_3,K02899,DNA-1_bin_54
DNA-1_bin_54_k127_11865814_6,K00931,DNA-1_bin_54
DNA-1_bin_54_k127_11865814_7,K26937,DNA-1_bin_54
DNA-1_bin_54_k127_11865814_8,K00147,DNA-1_bin_54
DNA-1_bin_54_k127_11865814_10,K09710,DNA-1_bin_54
DNA-1_bin_54_k127_1197224_2,K00426,DNA-1_bin_54
DNA-1_bin_54_k127_1197224_3,K00425,DNA-1_bin_54
DNA-1_bin_54_k127_12390090_4,K15977,DNA-1_bin_54
DNA-1_bin_54_k127_12526817_4,K00038,DNA-1_bin_54
DNA-1_bin_54_k127_12687885_1,K01822,DNA-1_bin_54
DNA-1_bin_54_k127_12687885_4,K00549,DNA-1_bin_54
DNA-1_bin_54_k127_12687885_5,K09780,DNA-1_bin_54
DNA-1_bin_54_k127_12687885_8,K02879,DNA-1_bin_54
DNA-1_bin_54_k127_12687885_9,K03040,DNA-1_bin_54
DNA-1_bin_54_k127_12716195_2,K00382,DNA-1_bin_54
DNA-1_bin_54_k127_12738088_4,K19784,DNA-1_bin_54
DNA-1_bin_54_k127_12738088_7,K16137,DNA-1_bin_54
DNA-1_bin_54_k127_12738088_17,K22894,DNA-1_bin_54
DNA-1_bin_54_k127_128059_7,K09167,DNA-1_bin_54
DNA-1_bin_54_k127_128059_8,K08981,DNA-1_bin_54
DNA-1_bin_54_k127_128059_9,K01687,DNA-1_bin_54
DNA-1_bin_54_k127_128059_13,K00941,DNA-1_bin_54
DNA-1_bin_54_k127_128059_14,K04096,DNA-1_bin_54
DNA-1_bin_54_k127_128059_15,K07391,DNA-1_bin_54
DNA-1_bin_54_k127_128059_16,K07460,DNA-1_bin_54
DNA-1_bin_54_k127_128059_17,K03470,DNA-1_bin_54
DNA-1_bin_54_k127_128059_18,K03100,DNA-1_bin_54
DNA-1_bin_54_k127_128059_19,K02884,DNA-1_bin_54
DNA-1_bin_54_k127_128059_20,K00554,DNA-1_bin_54
DNA-1_bin_54_k127_128059_21,K02860,DNA-1_bin_54
DNA-1_bin_54_k127_128059_22,K06960,DNA-1_bin_54
DNA-1_bin_54_k127_128059_23,K02959,DNA-1_bin_54
DNA-1_bin_54_k127_128059_24,K03106,DNA-1_bin_54
DNA-1_bin_54_k127_128059_27,K03110,DNA-1_bin_54
DNA-1_bin_54_k127_128059_28,K03529,DNA-1_bin_54
DNA-1_bin_54_k127_128059_29,K03685,DNA-1_bin_54
DNA-1_bin_54_k127_128059_30,K02078,DNA-1_bin_54
DNA-1_bin_54_k127_128059_31,K03621,DNA-1_bin_54
DNA-1_bin_54_k127_128059_32,K02911,DNA-1_bin_54
DNA-1_bin_54_k127_128059_34,K07040,DNA-1_bin_54
DNA-1_bin_54_k127_128059_35,K01759,DNA-1_bin_54
DNA-1_bin_54_k127_13264234_2,K10218,DNA-1_bin_54
DNA-1_bin_54_k127_13343147_3,K00021,DNA-1_bin_54
DNA-1_bin_54_k127_13433202_2,K01915,DNA-1_bin_54
DNA-1_bin_54_k127_13433202_4,K22082,DNA-1_bin_54
DNA-1_bin_54_k127_13433202_5,K22083,DNA-1_bin_54
DNA-1_bin_54_k127_13476340_1,K06996,DNA-1_bin_54
DNA-1_bin_54_k127_13476340_5,K13639,DNA-1_bin_54
DNA-1_bin_54_k127_13546156_4,K07029,DNA-1_bin_54
DNA-1_bin_54_k127_13546156_5,K23393,DNA-1_bin_54
DNA-1_bin_54_k127_13546156_7,K07009,DNA-1_bin_54
DNA-1_bin_54_k127_13546156_8,K04749,DNA-1_bin_54
DNA-1_bin_54_k127_13546156_10,K03665,DNA-1_bin_54
DNA-1_bin_54_k127_13557261_4,K04757,DNA-1_bin_54
DNA-1_bin_54_k127_13707514_3,K07588,DNA-1_bin_54
DNA-1_bin_54_k127_13707514_6,K02004,DNA-1_bin_54
DNA-1_bin_54_k127_13731852_2,K22934,DNA-1_bin_54
DNA-1_bin_54_k127_13731852_3,K01057,DNA-1_bin_54
DNA-1_bin_54_k127_13731852_5,K10236,DNA-1_bin_54
DNA-1_bin_54_k127_13731852_9,K18983,DNA-1_bin_54
DNA-1_bin_54_k127_13731852_12,K05799,DNA-1_bin_54
DNA-1_bin_54_k127_13885367_1,K01443,DNA-1_bin_54
DNA-1_bin_54_k127_13885367_2,K00820,DNA-1_bin_54
DNA-1_bin_54_k127_13885367_4,K01788,DNA-1_bin_54
DNA-1_bin_54_k127_13885367_6,K10543,DNA-1_bin_54
DNA-1_bin_54_k127_13924736_4,K00611,DNA-1_bin_54
DNA-1_bin_54_k127_13924736_5,K02638,DNA-1_bin_54
DNA-1_bin_54_k127_13924736_7,K03149,DNA-1_bin_54
DNA-1_bin_54_k127_13924736_8,K03154,DNA-1_bin_54
DNA-1_bin_54_k127_13979245_3,K19267,DNA-1_bin_54
DNA-1_bin_54_k127_14068911_2,K01649,DNA-1_bin_54
DNA-1_bin_54_k127_14068911_3,K00826,DNA-1_bin_54
DNA-1_bin_54_k127_14160269_2,K08256,DNA-1_bin_54
DNA-1_bin_54_k127_14160269_3,K00548,DNA-1_bin_54
DNA-1_bin_54_k127_14387860_3,K04078,DNA-1_bin_54
DNA-1_bin_54_k127_14387860_4,K03798,DNA-1_bin_54
DNA-1_bin_54_k127_14387860_7,K00767,DNA-1_bin_54
DNA-1_bin_54_k127_14387860_9,K03517,DNA-1_bin_54
DNA-1_bin_54_k127_1452067_2,K01607,DNA-1_bin_54
DNA-1_bin_54_k127_1452067_3,K02051,DNA-1_bin_54
DNA-1_bin_54_k127_1452067_4,K03392,DNA-1_bin_54
DNA-1_bin_54_k127_14575964_4,K00626,DNA-1_bin_54
DNA-1_bin_54_k127_14786485_3,K09017,DNA-1_bin_54
DNA-1_bin_54_k127_14786485_5,K06893,DNA-1_bin_54
DNA-1_bin_54_k127_14901162_1,K01601,DNA-1_bin_54
DNA-1_bin_54_k127_14901162_2,K05979,DNA-1_bin_54
DNA-1_bin_54_k127_14967488_1,K01512,DNA-1_bin_54
DNA-1_bin_54_k127_14967488_2,K02237,DNA-1_bin_54
DNA-1_bin_54_k127_14967488_3,K02238,DNA-1_bin_54
DNA-1_bin_54_k127_14967488_4,K02340,DNA-1_bin_54
DNA-1_bin_54_k127_15043211_3,K22843,DNA-1_bin_54
DNA-1_bin_54_k127_15043211_4,K08602,DNA-1_bin_54
DNA-1_bin_54_k127_15053433_2,K01653,DNA-1_bin_54
DNA-1_bin_54_k127_15053433_4,K02067,DNA-1_bin_54
DNA-1_bin_54_k127_15053433_5,K02067,DNA-1_bin_54
DNA-1_bin_54_k127_15053433_6,K02067,DNA-1_bin_54
DNA-1_bin_54_k127_15053433_7,K02067,DNA-1_bin_54
DNA-1_bin_54_k127_15053433_8,K02067,DNA-1_bin_54
DNA-1_bin_54_k127_15053433_9,K02067,DNA-1_bin_54
DNA-1_bin_54_k127_15053433_10,K02551,DNA-1_bin_54
DNA-1_bin_54_k127_15053433_12,K02549,DNA-1_bin_54
DNA-1_bin_54_k127_15053433_13,K02548,DNA-1_bin_54
DNA-1_bin_54_k127_15053433_14,K01661,DNA-1_bin_54
DNA-1_bin_54_k127_15053433_15,K00053,DNA-1_bin_54
DNA-1_bin_54_k127_15053433_18,K00058,DNA-1_bin_54
DNA-1_bin_54_k127_15053433_20,K01697,DNA-1_bin_54
DNA-1_bin_54_k127_15053433_23,K07058,DNA-1_bin_54
DNA-1_bin_54_k127_15275951_2,K13993,DNA-1_bin_54
DNA-1_bin_54_k127_15275951_4,K03977,DNA-1_bin_54
DNA-1_bin_54_k127_15275951_10,K04517,DNA-1_bin_54
DNA-1_bin_54_k127_15275951_11,K03856,DNA-1_bin_54
DNA-1_bin_54_k127_15275951_12,K00817,DNA-1_bin_54
DNA-1_bin_54_k127_15367801_2,K01971,DNA-1_bin_54
DNA-1_bin_54_k127_15367801_5,K26252,DNA-1_bin_54
DNA-1_bin_54_k127_15367801_7,K05825,DNA-1_bin_54
DNA-1_bin_54_k127_15404048_2,K03628,DNA-1_bin_54
DNA-1_bin_54_k127_15404048_5,K03651,DNA-1_bin_54
DNA-1_bin_54_k127_15404048_6,K00796,DNA-1_bin_54
DNA-1_bin_54_k127_15404048_7,K00111,DNA-1_bin_54
DNA-1_bin_54_k127_15404048_9,K00019,DNA-1_bin_54
DNA-1_bin_54_k127_15442396_3,K03924,DNA-1_bin_54
DNA-1_bin_54_k127_15442396_4,K01609,DNA-1_bin_54
DNA-1_bin_54_k127_15626705_4,K18301,DNA-1_bin_54
DNA-1_bin_54_k127_15705892_1,K03701,DNA-1_bin_54
DNA-1_bin_54_k127_15705892_4,K03702,DNA-1_bin_54
DNA-1_bin_54_k127_16095508_4,K03797,DNA-1_bin_54
DNA-1_bin_54_k127_16095508_5,K12573,DNA-1_bin_54
DNA-1_bin_54_k127_16095508_6,K03664,DNA-1_bin_54
DNA-1_bin_54_k127_16183074_2,K03593,DNA-1_bin_54
DNA-1_bin_54_k127_16183074_5,K19267,DNA-1_bin_54
DNA-1_bin_54_k127_16183166_7,K00074,DNA-1_bin_54
DNA-1_bin_54_k127_16208573_4,K24866,DNA-1_bin_54
DNA-1_bin_54_k127_16208573_7,K07478,DNA-1_bin_54
DNA-1_bin_54_k127_16208573_9,K00763,DNA-1_bin_54
DNA-1_bin_54_k127_16208573_10,K05606,DNA-1_bin_54
DNA-1_bin_54_k127_16208573_13,K06381,DNA-1_bin_54
DNA-1_bin_54_k127_16208573_14,K01652,DNA-1_bin_54
DNA-1_bin_54_k127_16208573_15,K00135,DNA-1_bin_54
DNA-1_bin_54_k127_16208573_19,K22491,DNA-1_bin_54
DNA-1_bin_54_k127_16208573_21,K01870,DNA-1_bin_54
DNA-1_bin_54_k127_16208573_22,K03671,DNA-1_bin_54
DNA-1_bin_54_k127_16208573_23,K00721,DNA-1_bin_54
DNA-1_bin_54_k127_16208573_24,K02347,DNA-1_bin_54
DNA-1_bin_54_k127_16208573_26,K01087,DNA-1_bin_54
DNA-1_bin_54_k127_16208573_27,K07090,DNA-1_bin_54
DNA-1_bin_54_k127_16208573_28,K07090,DNA-1_bin_54
DNA-1_bin_54_k127_16208573_29,K04749,DNA-1_bin_54
DNA-1_bin_54_k127_16208573_30,K03090,DNA-1_bin_54
DNA-1_bin_54_k127_16420718_3,K21908,DNA-1_bin_54
DNA-1_bin_54_k127_16420718_5,K07653,DNA-1_bin_54
DNA-1_bin_54_k127_16420718_6,K07669,DNA-1_bin_54
DNA-1_bin_54_k127_16420718_7,K19294,DNA-1_bin_54
DNA-1_bin_54_k127_16420718_8,K09795,DNA-1_bin_54
DNA-1_bin_54_k127_16420718_9,K07735,DNA-1_bin_54
DNA-1_bin_54_k127_16420718_14,K01915,DNA-1_bin_54
DNA-1_bin_54_k127_16482294_2,K04751,DNA-1_bin_54
DNA-1_bin_54_k127_16482294_3,K03320,DNA-1_bin_54
DNA-1_bin_54_k127_16482294_5,K00635,DNA-1_bin_54
DNA-1_bin_54_k127_16482294_6,K02346,DNA-1_bin_54
DNA-1_bin_54_k127_16482294_8,K00275,DNA-1_bin_54
DNA-1_bin_54_k127_16482294_11,K04063,DNA-1_bin_54
DNA-1_bin_54_k127_16482294_13,K04074,DNA-1_bin_54
DNA-1_bin_54_k127_16482294_16,K05838,DNA-1_bin_54
DNA-1_bin_54_k127_16488435_2,K03684,DNA-1_bin_54
DNA-1_bin_54_k127_16488435_3,K14054,DNA-1_bin_54
DNA-1_bin_54_k127_16488435_5,K21430,DNA-1_bin_54
DNA-1_bin_54_k127_16488435_6,K08992,DNA-1_bin_54
DNA-1_bin_54_k127_16488435_7,K03545,DNA-1_bin_54
DNA-1_bin_54_k127_16488435_8,K01358,DNA-1_bin_54
DNA-1_bin_54_k127_16488435_9,K03544,DNA-1_bin_54
DNA-1_bin_54_k127_1667486_5,K07048,DNA-1_bin_54
DNA-1_bin_54_k127_1667486_7,K18850,DNA-1_bin_54
DNA-1_bin_54_k127_16725670_11,K00574,DNA-1_bin_54
DNA-1_bin_54_k127_16725670_13,K01207,DNA-1_bin_54
DNA-1_bin_54_k127_16725670_15,K08296,DNA-1_bin_54
DNA-1_bin_54_k127_1675674_6,K07755,DNA-1_bin_54
DNA-1_bin_54_k127_1699631_2,K02006,DNA-1_bin_54
DNA-1_bin_54_k127_1699631_3,K19702,DNA-1_bin_54
DNA-1_bin_54_k127_1699631_5,K00330,DNA-1_bin_54
DNA-1_bin_54_k127_1699631_6,K00331,DNA-1_bin_54
DNA-1_bin_54_k127_17061059_3,K20534,DNA-1_bin_54
DNA-1_bin_54_k127_17061059_4,K24288,DNA-1_bin_54
DNA-1_bin_54_k127_17061059_6,K00721,DNA-1_bin_54
DNA-1_bin_54_k127_17061059_12,K16566,DNA-1_bin_54
DNA-1_bin_54_k127_17085256_2,K00635,DNA-1_bin_54
DNA-1_bin_54_k127_17172848_2,K00146,DNA-1_bin_54
DNA-1_bin_54_k127_17172848_3,K21061,DNA-1_bin_54
DNA-1_bin_54_k127_17172848_4,K01777,DNA-1_bin_54
DNA-1_bin_54_k127_17172848_5,K21062,DNA-1_bin_54
DNA-1_bin_54_k127_17205712_3,K03531,DNA-1_bin_54
DNA-1_bin_54_k127_17205712_4,K03589,DNA-1_bin_54
DNA-1_bin_54_k127_17205712_5,K00075,DNA-1_bin_54
DNA-1_bin_54_k127_17205712_6,K01924,DNA-1_bin_54
DNA-1_bin_54_k127_17352524_2,K01854,DNA-1_bin_54
DNA-1_bin_54_k127_17352524_5,K03088,DNA-1_bin_54
DNA-1_bin_54_k127_17386787_4,K15987,DNA-1_bin_54
DNA-1_bin_54_k127_17386787_5,K00772,DNA-1_bin_54
DNA-1_bin_54_k127_17386787_7,K06048,DNA-1_bin_54
DNA-1_bin_54_k127_1763224_3,K07064,DNA-1_bin_54
DNA-1_bin_54_k127_1763224_10,K04757,DNA-1_bin_54
DNA-1_bin_54_k127_1763224_12,K01875,DNA-1_bin_54
DNA-1_bin_54_k127_17878244_3,K15066,DNA-1_bin_54
DNA-1_bin_54_k127_18026911_2,K18928,DNA-1_bin_54
DNA-1_bin_54_k127_18026911_3,K18929,DNA-1_bin_54
DNA-1_bin_54_k127_18026911_4,K00782,DNA-1_bin_54
DNA-1_bin_54_k127_18026911_6,K24160,DNA-1_bin_54
DNA-1_bin_54_k127_18052243_1,K00784,DNA-1_bin_54
DNA-1_bin_54_k127_18052243_3,K02825,DNA-1_bin_54
DNA-1_bin_54_k127_18052243_4,K00609,DNA-1_bin_54
DNA-1_bin_54_k127_18052243_5,K01465,DNA-1_bin_54
DNA-1_bin_54_k127_18052243_6,K01956,DNA-1_bin_54
DNA-1_bin_54_k127_18052243_7,K01955,DNA-1_bin_54
DNA-1_bin_54_k127_18052243_9,K17828,DNA-1_bin_54
DNA-1_bin_54_k127_18052243_12,K03060,DNA-1_bin_54
DNA-1_bin_54_k127_18052243_13,K13038,DNA-1_bin_54
DNA-1_bin_54_k127_18052243_15,K07560,DNA-1_bin_54
DNA-1_bin_54_k127_18052243_16,K09748,DNA-1_bin_54
DNA-1_bin_54_k127_18052243_17,K02600,DNA-1_bin_54
DNA-1_bin_54_k127_18172739_7,K03088,DNA-1_bin_54
DNA-1_bin_54_k127_18172739_8,K07010,DNA-1_bin_54
DNA-1_bin_54_k127_18172739_9,K06048,DNA-1_bin_54
DNA-1_bin_54_k127_18208919_3,K02529,DNA-1_bin_54
DNA-1_bin_54_k127_18208919_4,K01809,DNA-1_bin_54
DNA-1_bin_54_k127_18208919_6,K10545,DNA-1_bin_54
DNA-1_bin_54_k127_18208919_8,K10439,DNA-1_bin_54
DNA-1_bin_54_k127_18276337_4,K01915,DNA-1_bin_54
DNA-1_bin_54_k127_18369262_2,K22278,DNA-1_bin_54
DNA-1_bin_54_k127_18369262_3,K04749,DNA-1_bin_54
DNA-1_bin_54_k127_18369262_6,K25316,DNA-1_bin_54
DNA-1_bin_54_k127_18369262_7,K06996,DNA-1_bin_54
DNA-1_bin_54_k127_1841244_3,K00872,DNA-1_bin_54
DNA-1_bin_54_k127_1841244_4,K01733,DNA-1_bin_54
DNA-1_bin_54_k127_1841244_5,K00003,DNA-1_bin_54
DNA-1_bin_54_k127_1841244_6,K01586,DNA-1_bin_54
DNA-1_bin_54_k127_18419866_2,K01796,DNA-1_bin_54
DNA-1_bin_54_k127_185331_3,K11611,DNA-1_bin_54
DNA-1_bin_54_k127_185331_4,K03525,DNA-1_bin_54
DNA-1_bin_54_k127_185331_8,K03624,DNA-1_bin_54
DNA-1_bin_54_k127_185331_9,K04567,DNA-1_bin_54
DNA-1_bin_54_k127_185331_11,K03696,DNA-1_bin_54
DNA-1_bin_54_k127_18691378_3,K00325,DNA-1_bin_54
DNA-1_bin_54_k127_18691378_5,K00324,DNA-1_bin_54
DNA-1_bin_54_k127_18691378_6,K00174,DNA-1_bin_54
DNA-1_bin_54_k127_18691378_7,K00175,DNA-1_bin_54
DNA-1_bin_54_k127_18691378_10,K08963,DNA-1_bin_54
DNA-1_bin_54_k127_18693562_2,K00448,DNA-1_bin_54
DNA-1_bin_54_k127_18693562_3,K00449,DNA-1_bin_54
DNA-1_bin_54_k127_18980823_1,K01971,DNA-1_bin_54
DNA-1_bin_54_k127_18980823_8,K02347,DNA-1_bin_54
DNA-1_bin_54_k127_19045347_1,K07447,DNA-1_bin_54
DNA-1_bin_54_k127_19045347_9,K01736,DNA-1_bin_54
DNA-1_bin_54_k127_1914502_3,K00817,DNA-1_bin_54
DNA-1_bin_54_k127_1914502_4,K07259,DNA-1_bin_54
DNA-1_bin_54_k127_1914502_5,K01972,DNA-1_bin_54
DNA-1_bin_54_k127_1914502_6,K03787,DNA-1_bin_54
DNA-1_bin_54_k127_1914502_7,K06173,DNA-1_bin_54
DNA-1_bin_54_k127_19256032_3,K01940,DNA-1_bin_54
DNA-1_bin_54_k127_19256032_4,K00682,DNA-1_bin_54
DNA-1_bin_54_k127_19380467_2,K03518,DNA-1_bin_54
DNA-1_bin_54_k127_19380467_3,K03520,DNA-1_bin_54
DNA-1_bin_54_k127_19380467_4,K03519,DNA-1_bin_54
DNA-1_bin_54_k127_19380467_6,K07161,DNA-1_bin_54
DNA-1_bin_54_k127_19380467_7,K07402,DNA-1_bin_54
DNA-1_bin_54_k127_19380467_8,K07402,DNA-1_bin_54
DNA-1_bin_54_k127_19380467_9,K07141,DNA-1_bin_54
DNA-1_bin_54_k127_19380467_10,K06999,DNA-1_bin_54
DNA-1_bin_54_k127_19380467_13,K06998,DNA-1_bin_54
DNA-1_bin_54_k127_19380467_14,K07260,DNA-1_bin_54
DNA-1_bin_54_k127_19467057_4,K01876,DNA-1_bin_54
DNA-1_bin_54_k127_19467057_5,K01892,DNA-1_bin_54
DNA-1_bin_54_k127_19604482_2,K01178,DNA-1_bin_54
DNA-1_bin_54_k127_19604482_5,K00507,DNA-1_bin_54
DNA-1_bin_54_k127_19604482_7,K00019,DNA-1_bin_54
DNA-1_bin_54_k127_1962193_4,K07260,DNA-1_bin_54
DNA-1_bin_54_k127_1962193_7,K03703,DNA-1_bin_54
DNA-1_bin_54_k127_1962193_8,K06958,DNA-1_bin_54
DNA-1_bin_54_k127_1962193_9,K00134,DNA-1_bin_54
DNA-1_bin_54_k127_1962193_11,K01803,DNA-1_bin_54
DNA-1_bin_54_k127_1962193_12,K15633,DNA-1_bin_54
DNA-1_bin_54_k127_1962193_13,K13993,DNA-1_bin_54
DNA-1_bin_54_k127_1962193_18,K06013,DNA-1_bin_54
DNA-1_bin_54_k127_19698939_5,K06893,DNA-1_bin_54
DNA-1_bin_54_k127_19698939_7,K10529,DNA-1_bin_54
DNA-1_bin_54_k127_19740993_5,K11206,DNA-1_bin_54
DNA-1_bin_54_k127_19740993_6,K13770,DNA-1_bin_54
DNA-1_bin_54_k127_19740993_12,K07058,DNA-1_bin_54
DNA-1_bin_54_k127_19740993_13,K07222,DNA-1_bin_54
DNA-1_bin_54_k127_19740993_15,K20468,DNA-1_bin_54
DNA-1_bin_54_k127_19740993_16,K20469,DNA-1_bin_54
DNA-1_bin_54_k127_19740993_17,K25232,DNA-1_bin_54
DNA-1_bin_54_k127_19740993_18,K07390,DNA-1_bin_54
DNA-1_bin_54_k127_19740993_19,K05527,DNA-1_bin_54
DNA-1_bin_54_k127_19740993_20,K13628,DNA-1_bin_54
DNA-1_bin_54_k127_19740993_21,K01247,DNA-1_bin_54
DNA-1_bin_54_k127_19786228_1,K22894,DNA-1_bin_54
DNA-1_bin_54_k127_1985343_1,K22278,DNA-1_bin_54
DNA-1_bin_54_k127_1985343_3,K00320,DNA-1_bin_54
DNA-1_bin_54_k127_1985343_5,K07010,DNA-1_bin_54
DNA-1_bin_54_k127_1985343_6,K00799,DNA-1_bin_54
DNA-1_bin_54_k127_1985343_12,K06153,DNA-1_bin_54
DNA-1_bin_54_k127_1985343_15,K01990,DNA-1_bin_54
DNA-1_bin_54_k127_1985343_16,K01992,DNA-1_bin_54
DNA-1_bin_54_k127_1985343_23,K07029,DNA-1_bin_54
DNA-1_bin_54_k127_19893758_2,K11991,DNA-1_bin_54
