FeatureID,baseMean,log2FoldChange,lfcSE,pvalue,padj,comparison,dbcan_sub,Substrate,cazy_fam,cazy_sub
bco_bin_150_k125_13414326_2,51.21007363883578,-3.4761558252617983,0.44207067894504737,2.454991464142294e-16,3.544393926355438e-15,month_July_1_vs_May,GH13_e0,"sucrose, starch",Glycoside Hydrolases,GH13
bco_bin_150_k125_29972827_3,6.722932727598617,2.5694648553714265,1.0627029711678309,0.00282176657276224,0.00661833983884334,month_July_1_vs_May,CBM2_e103,"cellulose, chitin, xylan",Carbohydrate Binding Module,CBM2
bco_bin_150_k125_29972827_3,6.722932727598617,2.5694648553714265,1.0627029711678309,0.00282176657276224,0.00661833983884334,month_July_1_vs_May,GH5_e171,beta-mannan,Glycoside Hydrolases,GH5
bco_bin_150_k125_57596431_1,43.76949167130966,-4.181823949810394,0.5068583282030362,5.604381169316995e-17,9.247228929373045e-16,month_July_1_vs_May,GH13_e41,sucrose,Glycoside Hydrolases,GH13
bco_bin_150_k125_62320546_4,64.43432559082146,-6.427074018246312,0.6486332830204038,5.980542228194447e-23,2.302508757854862e-21,month_July_1_vs_May,GT4_e1685,-,Glycosyl Transferases,GT4
bco_bin_150_k125_7575056_3,21.22443193815051,-2.4314586902890887,0.5786920282552998,2.8345673900760276e-6,1.262331873801082e-5,month_July_1_vs_May,CBM48_e3,glycogen,Carbohydrate Binding Module,CBM48
bco_bin_150_k125_7575056_3,21.22443193815051,-2.4314586902890887,0.5786920282552998,2.8345673900760276e-6,1.262331873801082e-5,month_July_1_vs_May,GH13_e48,"sucrose, starch, starch",Glycoside Hydrolases,GH13
bcn_bin_2_1_k125_20550256_31,41.39734406233972,2.028652499022602,0.5453146692586146,3.623257189416669e-5,2.4081303928131137e-4,month_July_1_vs_May,AA2_e1,-,Auxiliary Activities,AA2
DNA-8_bin_35_1_k127_15723992_7,50.06114793963124,4.4454359362689235,0.8237077837304619,2.737322284651363e-8,4.458984609694594e-7,month_July_1_vs_May,GH15_e59,starch,Glycoside Hydrolases,GH15
DNA-8_bin_35_1_k127_17608272_2,32.76456415921788,-5.1870287524130205,0.4570932943372607,1.1879375061425468e-30,1.5799568831695872e-28,month_July_1_vs_May,AA4_e1,-,Auxiliary Activities,AA4
DNA-8_bin_35_1_k127_32321832_3,12.409994452617989,5.691417456528211,2.4617535995921,1.1075871881947002e-5,1.0089664111636652e-4,month_July_1_vs_May,GH4_e1,-,Glycoside Hydrolases,GH4
DNA-8_bin_35_1_k127_35352537_14,34.376382468543696,-2.464304383589044,0.390762798855086,2.7012354756520212e-11,6.65304293077257e-10,month_July_1_vs_May,GH13_e0,"sucrose, starch",Glycoside Hydrolases,GH13
DNA-8_bin_35_1_k127_4464436_3,22.983393468205175,4.870900875684718,1.3163625743049412,2.5309739529641576e-6,3.005531569144937e-5,month_July_1_vs_May,CE1_e19,-,Carbohydrate Esterases,CE1
DNA-8_bin_35_1_k127_7963350_2,49.651194247102296,2.6870719312676306,1.016369115314041,7.212875595540238e-4,0.00307471940450914,month_July_1_vs_May,GH5_e325,beta-mannan,Glycoside Hydrolases,GH5
bcn_bin_16_1_k125_18246100_1,21.40178237880587,-2.983192877689735,0.4649914348728965,1.367550811926018e-11,2.9793071259816824e-10,month_July_1_vs_May,GH13_e0,"sucrose, starch",Glycoside Hydrolases,GH13
bcn_bin_16_1_k125_31134003_2,8.479317550003035,3.3733454406629018,1.3471437130590502,6.832479958038363e-4,0.00277854184960226,month_July_1_vs_May,GH105_e45,-,Glycoside Hydrolases,GH105
bcn_bin_16_1_k125_34182504_4,28.29214788569915,5.433370362882429,1.311672844689341,2.1668887966070325e-7,2.8734829694136736e-6,month_July_1_vs_May,CE9_e25,-,Carbohydrate Esterases,CE9
DNA-1_bin_39_1_k127_5455947_4,20.90313949705896,-3.0221473390356235,0.4327307629611312,2.855261574936427e-13,6.5671016223537825e-12,month_July_1_vs_May,GH13_e0,"sucrose, starch",Glycoside Hydrolases,GH13
bco_bin_1_k125_10714039_3,25.9766312818327,-4.473743269477459,0.6780211646513841,5.6255065027818794e-12,9.040992593756592e-11,month_July_1_vs_May,GH65_e1,-,Glycoside Hydrolases,GH65
DNA-1_bin_31_k127_12039181_20,20.097012127455898,-2.9424749341762824,0.9348944614634072,1.749183259915084e-4,6.284102822657894e-4,month_July_1_vs_May,GH43_e70,-,Glycoside Hydrolases,GH43
DNA-1_bin_31_k127_12039181_20,20.097012127455898,-2.9424749341762824,0.9348944614634072,1.749183259915084e-4,6.284102822657894e-4,month_July_1_vs_May,CBM91_e40,xylan,Carbohydrate Binding Module,CBM91
bcn_bin_165_1_k125_46923989_6,12.85632869780215,-2.2249517028316403,0.6959985072866807,2.2592890303210888e-4,5.157999484317957e-4,month_July_1_vs_May,GH13_e0,"sucrose, starch",Glycoside Hydrolases,GH13
bcn_bin_165_1_k125_7473824_2,18.21515012856535,-3.0921637652815703,0.5701978424328586,1.4396916071882005e-8,1.0247216733516013e-7,month_July_1_vs_May,GH13_e41,sucrose,Glycoside Hydrolases,GH13
bcn_bin_124_k125_43698465_2,12.642934062300956,-2.766834602710877,0.46847508926425174,4.732618431921056e-10,5.155173649056864e-9,month_July_1_vs_May,GH13_e41,sucrose,Glycoside Hydrolases,GH13
bco_bin_93_1_k125_21587408_4,25.617957986455355,-2.8203342221994787,0.47532389928041247,4.465020836784362e-10,3.573358924594534e-9,month_July_1_vs_May,CBM48_e2,glycogen,Carbohydrate Binding Module,CBM48
bco_bin_93_1_k125_21587408_4,25.617957986455355,-2.8203342221994787,0.47532389928041247,4.465020836784362e-10,3.573358924594534e-9,month_July_1_vs_May,GH13_e200,"sucrose, alpha-glucan",Glycoside Hydrolases,GH13
bcn_bin_249_1_k125_9494964_4,52.71816064866852,2.787074191875149,0.39375502372931537,3.1537519758806873e-13,5.781878622447925e-12,month_July_1_vs_May,GH39_e122,-,Glycoside Hydrolases,GH39
bcn_bin_106_1_k125_23220245_2,71.16715961332469,2.5887462295328243,0.3612147400736246,1.7291970613477945e-13,4.784111869728898e-12,month_July_1_vs_May,GH23_e450,-,Glycoside Hydrolases,GH23
bcn_bin_106_1_k125_63098763_2,5.357626968577382,2.5638698849380175,1.0302163228408188,0.00287949541930328,0.00919223537700662,month_July_1_vs_May,GT28_e37,-,Glycosyl Transferases,GT28
bcn_bin_99_1_k125_31628313_2,9.011024079004535,-3.31446334696493,0.5499539726254923,5.456609906247716e-10,1.6384084683953316e-9,month_July_1_vs_May,GT4_e3814,-,Glycosyl Transferases,GT4
bcn_bin_137_1_k125_65436446_1,10.279678464142666,6.01853126628947,2.419297311434176,5.460981596148236e-7,3.3351864262241698e-6,month_July_1_vs_May,GT84_e0,-,Glycosyl Transferases,GT84
bcn_bin_137_1_k125_65436446_1,10.279678464142666,6.01853126628947,2.419297311434176,5.460981596148236e-7,3.3351864262241698e-6,month_July_1_vs_May,GH94_e1,"chitin, beta-glucan",Glycoside Hydrolases,GH94
bcn_bin_85_k125_29443943_1,8.996310110937484,3.7556114147257023,1.2417059919651068,7.40375237198797e-5,3.1095759962349473e-4,month_July_1_vs_May,GT51_e81,-,Glycosyl Transferases,GT51
DNA-1-22_bin_2_k127_12796738_8,80.57961712029982,-2.0839065172363163,0.3011982407290473,5.483728522069572e-13,8.065650701210662e-12,month_July_1_vs_May,GH13_e227,sucrose,Glycoside Hydrolases,GH13
DNA-1-22_bin_2_k127_1568719_1,57.48484341984186,-2.584391686885657,0.27901435798608215,2.956959426577601e-21,6.893062965163446e-20,month_July_1_vs_May,GH13_e182,"sucrose, starch, starch",Glycoside Hydrolases,GH13
DNA-1-22_bin_2_k127_17155020_2,311.54508681401495,-2.0835420433465677,0.3305458635292249,4.7889280601085416e-11,6.099711977591858e-10,month_July_1_vs_May,GT4_e3814,-,Glycosyl Transferases,GT4
DNA-1-22_bin_2_k127_17155020_4,53.93002612153918,-2.315383077774506,0.4118157616805375,2.779585115793851e-9,3.0799797404155196e-8,month_July_1_vs_May,GH1_e18,beta-galactan,Glycoside Hydrolases,GH1
DNA-1-22_bin_2_k127_18941343_3,35.5474250563531,-3.6430266213782954,0.43178325332491946,8.206104096133805e-19,1.6758085307063328e-17,month_July_1_vs_May,GH77_e2,starch,Glycoside Hydrolases,GH77
DNA-1-22_bin_2_k127_18941343_5,105.79063644614764,-2.779203220482452,0.4128167505817375,1.2137917148757372e-12,1.7138739014045408e-11,month_July_1_vs_May,CBM48_e3,glycogen,Carbohydrate Binding Module,CBM48
DNA-1-22_bin_2_k127_18941343_5,105.79063644614764,-2.779203220482452,0.4128167505817375,1.2137917148757372e-12,1.7138739014045408e-11,month_July_1_vs_May,GH13_e48,"sucrose, starch, starch",Glycoside Hydrolases,GH13
DNA-1-22_bin_2_k127_18941343_7,74.30980167322639,-2.8685307260031,0.374626128278737,7.597225573007873e-16,1.3036628049237812e-14,month_July_1_vs_May,GH13_e105,"sucrose, starch",Glycoside Hydrolases,GH13
DNA-1-22_bin_2_k127_18941343_8,26.3500986429636,-3.1696685801126203,0.4952118404644813,1.6394239559092183e-11,2.1433950238368666e-10,month_July_1_vs_May,CBM48_e0,glycogen,Carbohydrate Binding Module,CBM48
DNA-1-22_bin_2_k127_18941343_8,26.3500986429636,-3.1696685801126203,0.4952118404644813,1.6394239559092183e-11,2.1433950238368666e-10,month_July_1_vs_May,GH13_e127,sucrose,Glycoside Hydrolases,GH13
DNA-1-22_bin_2_k127_19271897_3,234.94306631611283,-2.3704798852039666,0.2024996056327163,1.5250934993385427e-32,6.078235543331514e-31,month_July_1_vs_May,GT4_e3755,-,Glycosyl Transferases,GT4
DNA-1-22_bin_2_k127_21366617_3,110.38438501589204,-2.8993118977364345,0.25668457756444285,3.0431074710527587e-30,1.0443775779126899e-28,month_July_1_vs_May,GH133_e2,-,Glycoside Hydrolases,GH133
DNA-1-22_bin_2_k127_21366617_4,101.13348251798732,-3.874688019793676,0.25465132896448195,2.0997406924458652e-52,2.4706948814446343e-50,month_July_1_vs_May,CBM48_e0,glycogen,Carbohydrate Binding Module,CBM48
DNA-1-22_bin_2_k127_21366617_4,101.13348251798732,-3.874688019793676,0.25465132896448195,2.0997406924458652e-52,2.4706948814446343e-50,month_July_1_vs_May,GH13_e35,sucrose,Glycoside Hydrolases,GH13
DNA-1-22_bin_2_k127_5877009_6,92.57939495069498,-3.513546484097398,0.2765673363549395,8.344462711578548e-38,4.4824276870240416e-36,month_July_1_vs_May,GT4_e3173,-,Glycosyl Transferases,GT4
DNA-1-22_bin_2_k127_5877009_8,503.7941157653065,-3.66009455940975,0.16834005043304676,2.9436672251772143e-106,7.273801713412895e-103,month_July_1_vs_May,GH39_e43,-,Glycoside Hydrolases,GH39
DNA-1-22_bin_2_k127_7660074_4,563.2947732706682,-2.7602762867195123,0.2588838548883046,1.997856745326986e-27,5.546858446857283e-26,month_July_1_vs_May,CBM48_e3,glycogen,Carbohydrate Binding Module,CBM48
DNA-1-22_bin_2_k127_7660074_4,563.2947732706682,-2.7602762867195123,0.2588838548883046,1.997856745326986e-27,5.546858446857283e-26,month_July_1_vs_May,GH13_e48,"sucrose, starch, starch",Glycoside Hydrolases,GH13
DNA-1-22_bin_2_k127_9731294_1,18.786881893717464,-2.2769960710934254,0.4275079967114062,1.2085743000039737e-8,1.254784493827655e-7,month_July_1_vs_May,AA3_e57,-,Auxiliary Activities,AA3
DNA-6_bin_42_1_k127_23788921_42,14.261371766074843,-2.8411287574990443,0.6003842929459129,4.54939751548808e-7,5.0043372670368886e-6,month_July_1_vs_May,GT4_e907,-,Glycosyl Transferases,GT4
DNA-8_bin_30_1_k127_7967879_7,99.9604361536584,-2.261185419676188,0.2745134270066389,1.8356302652602635e-17,9.522332001037615e-16,month_July_1_vs_May,CE11_e22,exo-polysaccharide,Carbohydrate Esterases,CE11
bcn_bin_63_1_k125_48201978_3,13.69721679117541,-2.2430442098953036,0.5032977947261272,1.0907452951692034e-6,5.325403499943758e-6,month_July_1_vs_May,GT20_e1,-,Glycosyl Transferases,GT20
bcn_bin_139_1_k125_58692903_15,10.975459364163584,3.091808638101108,0.900950098238994,1.929729992891849e-4,7.841748833479371e-4,month_July_1_vs_May,CE4_e204,-,Carbohydrate Esterases,CE4
bco_bin_135_k125_29864988_6,20.29139648740622,4.776516329022845,1.1168695027893611,5.106866342957163e-6,2.392931657842785e-5,month_July_1_vs_May,CE1_e19,-,Carbohydrate Esterases,CE1
bco_bin_135_k125_58354638_3,10.128258469408822,-2.049667228644682,0.5704945017643733,6.403332689417043e-5,2.1002931221287895e-4,month_July_1_vs_May,GT20_e1,-,Glycosyl Transferases,GT20
DNA-1-22_bin_14_k127_100282_3,5.208666546584849,2.7102421472332208,1.001122877645674,0.00140886957600379,0.00668843657825996,month_July_1_vs_May,GT51_e163,-,Glycosyl Transferases,GT51
DNA-4_bin_14_1_k127_17078048_3,280.5958786462239,2.642849659420199,0.47930978116837974,2.235209743355281e-9,2.142076004048811e-7,month_July_2_vs_July_1,AA7_e0,glucooligosaccharide,Auxiliary Activities,AA7
DNA-4_bin_14_1_k127_24729135_3,50.00845867647397,2.75036747100348,0.4312111969038024,1.185051426913794e-11,3.407022852377157e-9,month_July_2_vs_July_1,AA7_e0,glucooligosaccharide,Auxiliary Activities,AA7
bco_bin_26_k125_44352668_3,24.964819775892284,2.6681751634283715,0.4515389673566952,2.3036930946187427e-10,6.035675907901106e-8,month_July_2_vs_July_1,AA7_e0,glucooligosaccharide,Auxiliary Activities,AA7
DNA-1-22_bin_3_k127_18478223_6,19.4930933105112,2.4619978158913827,0.4991745212698201,1.1042174935553066e-7,2.546601594511925e-6,month_July_2_vs_July_1,AA7_e0,glucooligosaccharide,Auxiliary Activities,AA7
DNA-4_bin_7_1_k127_10209245_11,21.053874084045123,2.2049051737441077,0.4396392907101358,3.1374309143002583e-8,6.431733374315528e-7,month_July_2_vs_July_1,GH23_e712,-,Glycoside Hydrolases,GH23
bcn_bin_70_k125_17028367_2,47.266297737354115,2.5995587983199044,0.7231478600924707,2.538202327683026e-5,5.076404655366052e-4,month_July_2_vs_July_1,AA7_e0,glucooligosaccharide,Auxiliary Activities,AA7
bcn_bin_97_k125_62185171_32,17.344382889179528,3.03952989567821,0.8074462414697178,1.2162313829816113e-5,1.4447990049557414e-4,month_July_2_vs_July_1,GH109_e7,-,Glycoside Hydrolases,GH109
bcn_bin_97_k125_8454849_1,82.19011876996463,2.738296650582079,0.5009221598332133,4.077781731615984e-9,9.365305376944709e-8,month_July_2_vs_July_1,GH23_e712,-,Glycoside Hydrolases,GH23
bco_bin_55_1_k125_44663359_20,115.54975872032762,2.0546168667129505,0.4821926955732556,1.792730916593933e-6,4.861886245802747e-5,month_July_2_vs_July_1,GH23_e712,-,Glycoside Hydrolases,GH23
bcn_bin_230_k125_42629293_9,43.11013632617972,2.4158495296097215,0.6113872508727857,7.367251884318276e-6,1.3138265860367592e-4,month_July_2_vs_July_1,GH23_e712,-,Glycoside Hydrolases,GH23
bco_bin_111_k125_40542547_4,86.73702061128529,3.0137933649566646,0.609360238469351,9.762959435675257e-8,8.786663492107731e-7,month_July_2_vs_July_1,GT2,-,Glycosyl Transferases,GT2
bco_bin_79_k125_47782985_2,14.221747311626585,3.462144616519009,0.5453851408445924,3.2313736379831263e-11,1.227921982433588e-9,month_July_2_vs_July_1,GT2,-,Glycosyl Transferases,GT2
bco_bin_79_k125_64664911_1,224.5604344402971,2.6388346855388085,0.48195034889460686,3.892090358699038e-9,7.394971681528173e-8,month_July_2_vs_July_1,GT2,-,Glycosyl Transferases,GT2
bcn_bin_257_1_k125_44364844_2,38.264961151052255,2.621381531480812,0.6674985583121927,6.288797445143994e-6,5.5562577741818376e-5,month_July_2_vs_July_1,GH39_e12,-,Glycoside Hydrolases,GH39
bcn_bin_84_1_k125_67674876_10,22.551832330873072,-2.865759866332928,0.47845512562615233,2.5253375714874204e-10,5.555742657272325e-9,month_July_2_vs_July_1,AA1_e1,lignin,Auxiliary Activities,AA1
bco_bin_215_k125_68788969_7,38.04124488093938,2.0724337033088913,0.5376324268618167,1.034478539012526e-5,1.8768396350655827e-4,month_July_2_vs_July_1,AA5_e0,-,Auxiliary Activities,AA5
bcn_bin_81_k125_20382907_9,8.897475020108917,-2.73131463755362,0.7112923903782872,1.6554824881398465e-5,2.7729331676342426e-4,month_July_2_vs_July_1,GT4_e3814,-,Glycosyl Transferases,GT4
bco_bin_54_k125_64666116_1,69.76965907711926,2.0594003134046166,0.3444874867621674,4.176767999947371e-10,8.631987199891234e-9,month_July_2_vs_July_1,AA7_e0,glucooligosaccharide,Auxiliary Activities,AA7
bcn_bin_43_k125_33672252_5,84.33757957297546,2.038702027305181,0.3451281771477612,6.823417829673106e-10,1.1429224864702454e-8,month_July_2_vs_July_1,AA7_e0,glucooligosaccharide,Auxiliary Activities,AA7
bco_bin_205_k125_23506103_3,8.19817120891831,-2.3018214199813376,0.7794645125445592,4.983675594300111e-4,0.00286561346672256,month_July_2_vs_July_1,GT4_e3814,-,Glycosyl Transferases,GT4
DNA-1_bin_10_1_k127_11433435_1,11.730661485818128,-2.5362985113362706,0.6736052043751781,2.4197001816730413e-5,6.533190490517211e-4,month_July_2_vs_July_1,GH2_e86,-,Glycoside Hydrolases,GH2
DNA-1_bin_24_1_k127_26386178_3,43.9407471348802,-2.473222888744606,0.49122558106999,1.9503853126249503e-8,1.0655262918445782e-6,month_July_2_vs_July_1,GH13_e182,"sucrose, starch, starch",Glycoside Hydrolases,GH13
bcn_bin_229_1_k125_69447776_3,13.150290605619077,2.541642685864147,0.5933021454709803,1.3305464676909054e-6,5.842308580860975e-5,month_July_2_vs_July_1,GH2_e24,beta-mannan,Glycoside Hydrolases,GH2
DNA-8_bin_29_k127_21861301_1,17.42959234397041,3.914912322115765,0.5900232656267707,2.5057550779201653e-12,2.4806975271409635e-10,month_July_2_vs_July_1,GH39_e137,-,Glycoside Hydrolases,GH39
DNA-8_bin_29_k127_5678462_14,22.375412156294693,-5.893313877421251,1.0213464509049612,1.2044852277015002e-10,7.9496025028299e-9,month_July_2_vs_July_1,GH130_e14,-,Glycoside Hydrolases,GH130
DNA-8_bin_29_k127_5678462_16,53.14524112933744,-3.475357405759957,0.4984215077766482,3.630831581053173e-13,7.189046530485283e-11,month_July_2_vs_July_1,GT4_e2198,-,Glycosyl Transferases,GT4
bcn_bin_38_1_k125_49230102_4,22.704141309639375,2.3113432137658108,0.5538123032660663,2.239250180550852e-6,4.465328301216111e-5,month_July_2_vs_July_1,CBM57_e28,glycosidases,Carbohydrate Binding Module,CBM57
bco_bin_181_k125_15128440_2,16.23562811714538,2.4686832659319786,0.4901045693207132,3.1931837047878996e-8,2.666308393497896e-6,month_July_2_vs_July_1,CBM2_e103,"cellulose, chitin, xylan",Carbohydrate Binding Module,CBM2
bco_bin_181_k125_15128440_2,16.23562811714538,2.4686832659319786,0.4901045693207132,3.1931837047878996e-8,2.666308393497896e-6,month_July_2_vs_July_1,GH48_e1,"cellulose, cellulose, chitin",Glycoside Hydrolases,GH48
bco_bin_76_1_k125_34090388_2,35.127846031214105,2.3694042925337793,0.8538660020883729,3.238641820411971e-4,0.00558854007150158,month_July_2_vs_July_1,CBM2_e108,"cellulose, chitin, xylan",Carbohydrate Binding Module,CBM2
bco_bin_76_1_k125_68757278_11,12.896271332748007,2.2033115886233534,0.7621010266575025,2.045796911476712e-4,0.0038783597322291,month_July_2_vs_July_1,GH43_e311,"xylan, xylan",Glycoside Hydrolases,GH43
bco_bin_76_1_k125_68757278_11,12.896271332748007,2.2033115886233534,0.7621010266575025,2.045796911476712e-4,0.0038783597322291,month_July_2_vs_July_1,CBM42_e11,xylan,Carbohydrate Binding Module,CBM42
bco_bin_196_1_k125_49472619_2,26.154780243301055,2.2126023072204153,0.5090025924530495,1.2933306754123396e-6,3.4273262898427e-5,month_July_2_vs_July_1,GT4_e3552,-,Glycosyl Transferases,GT4
DNA-6_bin_10_1_k127_10335024_5,17.699047917878968,2.096918215576321,0.46507295404291304,7.56729343939697e-7,1.0160744491928165e-5,month_July_2_vs_July_1,GH92_e39,-,Glycoside Hydrolases,GH92
DNA-6_bin_10_1_k127_12661007_1,294.59535751109917,-2.4359611858961374,0.28570401495409775,1.0011696904817879e-18,3.4615442048407824e-16,month_July_2_vs_July_1,GH130_e14,-,Glycoside Hydrolases,GH130
DNA-1_bin_8_k127_26203543_3,20.96790837175147,2.6558095696541697,0.5169167753076463,4.552348992629663e-8,1.4567516776414925e-6,month_July_2_vs_July_1,CBM2_e116,"cellulose, chitin, xylan",Carbohydrate Binding Module,CBM2
bco_bin_150_k125_59695726_2,24.68914387610147,-2.5645460621422025,0.8343234640524655,1.6126340648507436e-4,0.00548295582049252,month_July_2_vs_July_1,GT81_e0,-,Glycosyl Transferases,GT81
DNA-8_bin_35_1_k127_18917608_4,24.502799421483513,3.294855528085958,0.4074911182755949,8.331125671642053e-17,1.6641423529105002e-14,month_July_2_vs_July_1,AA7_e0,glucooligosaccharide,Auxiliary Activities,AA7
DNA-8_bin_35_1_k127_24971860_2,11.937805823784371,-2.837731010375091,0.9163975121501124,1.7091040973735665e-4,0.00193723839014688,month_July_2_vs_July_1,CE14_e39,-,Carbohydrate Esterases,CE14
DNA-8_bin_35_1_k127_37159002_3,48.00233468714069,2.34536567040897,0.3855474414005349,1.3216397162928635e-10,1.0559901333179981e-8,month_July_2_vs_July_1,AA1_e46,"lignin, lignin",Auxiliary Activities,AA1
DNA-8_bin_35_1_k127_3874284_5,47.04272757783379,4.454900683859827,0.448623119508584,5.52561001240791e-24,2.2382320645242118e-21,month_July_2_vs_July_1,AA7_e0,glucooligosaccharide,Auxiliary Activities,AA7
DNA-8_bin_35_1_k127_4464436_3,49.1446352496566,-3.310617817111787,0.5752596686111091,5.095016773952976e-10,3.392432001990356e-8,month_July_2_vs_July_1,CE1_e19,-,Carbohydrate Esterases,CE1
bcn_bin_16_1_k125_31134003_2,17.043260537774717,-3.458497765058388,0.7728256913511646,9.35933791680563e-7,5.2835001389588685e-5,month_July_2_vs_July_1,GH105_e45,-,Glycoside Hydrolases,GH105
DNA-1_bin_22_1_k127_1131070_1,11.094795646709269,2.6154109951779296,0.5271889756491825,6.560741199983742e-8,4.1090580428263054e-6,month_July_2_vs_July_1,GT2,-,Glycosyl Transferases,GT2
bcn_bin_165_1_k125_14383397_1,15.823177812962603,2.279929164379544,0.4549063079933259,1.2184863193652156e-7,2.6265149550761316e-6,month_July_2_vs_July_1,GH39_e101,-,Glycoside Hydrolases,GH39
bco_bin_74_k125_20875823_2,53.40446737734431,3.3576085460692946,0.7400997626221917,7.800853006520725e-7,2.8473113473800648e-5,month_July_2_vs_July_1,AA1_e46,"lignin, lignin",Auxiliary Activities,AA1
bcn_bin_137_1_k125_65436446_1,23.668013259129488,-5.321037330847123,0.7823619528700745,9.206748524124558e-12,1.6835197301256334e-10,month_July_2_vs_July_1,GT84_e0,-,Glycosyl Transferases,GT84
bcn_bin_137_1_k125_65436446_1,23.668013259129488,-5.321037330847123,0.7823619528700745,9.206748524124558e-12,1.6835197301256334e-10,month_July_2_vs_July_1,GH94_e1,"chitin, beta-glucan",Glycoside Hydrolases,GH94
bcn_bin_156_1_k125_10002404_2,28.15339162631009,-2.186057730828273,0.4038271974748589,6.719255585881471e-9,3.964360795670068e-7,month_July_2_vs_July_1,GT4_e3814,-,Glycosyl Transferases,GT4
bcn_bin_63_1_k125_48201978_3,5.472667005972155,-2.6114685902517007,0.9143481122666596,6.477763260503197e-4,0.0051390255199992,month_July_2_vs_July_1,GT20_e1,-,Glycosyl Transferases,GT20
bco_bin_135_k125_29864988_6,38.901823375486224,-2.916400404351837,0.620504294582425,1.9189554065174946e-7,7.714200734200328e-6,month_July_2_vs_July_1,CE1_e19,-,Carbohydrate Esterases,CE1
bco_bin_74_k125_31937930_2,41.13333642713378,2.132967626600084,0.7635629348401222,2.2554658804528128e-4,0.00985113737788057,month_July_3_vs_July_2,AA7_e0,glucooligosaccharide,Auxiliary Activities,AA7
DNA-1_bin_43_k127_5032569_2,11.165329210939635,2.621968438298049,0.6937767481815298,1.1900913954561836e-5,3.927301605005406e-4,month_July_3_vs_July_2,GT4_e907,-,Glycosyl Transferases,GT4
DNA-4_bin_14_1_k127_17078048_3,84.21204439859558,-8.758103876779064,1.1773441537019915,2.483522665834799e-15,1.4652783728425318e-13,month_October_vs_August,AA7_e0,glucooligosaccharide,Auxiliary Activities,AA7
DNA-4_bin_14_1_k127_24729135_3,22.594114922806952,-5.476833492701092,0.6975240875525205,4.5419271410471866e-15,1.786491342145227e-13,month_October_vs_August,AA7_e0,glucooligosaccharide,Auxiliary Activities,AA7
DNA-1-22_bin_3_k127_18478223_6,7.852658284791866,-2.5160721163868915,0.810450995106106,2.903452706202552e-4,4.6495405719433754e-4,month_October_vs_August,AA7_e0,glucooligosaccharide,Auxiliary Activities,AA7
DNA-1-22_bin_3_k127_22046648_6,7.7639459438331375,-6.798242840510866,2.5601120168400713,5.630943093922798e-8,1.816433256104128e-7,month_October_vs_August,AA7_e0,glucooligosaccharide,Auxiliary Activities,AA7
bcn_bin_158_k125_22713948_7,18.76289303374966,-6.806377025957943,2.73061407889893,3.1111289047709545e-6,5.9111449190648135e-5,month_October_vs_August,AA7_e0,glucooligosaccharide,Auxiliary Activities,AA7
bco_bin_147_k125_40294876_12,20.08028363946162,2.5980765632500464,0.4083503613462009,2.424782771903238e-11,3.9604785274419544e-10,month_October_vs_August,AA2_e1,-,Auxiliary Activities,AA2
bcn_bin_97_k125_46318269_4,11.793025692197196,2.3348935317593265,0.47504314281227206,1.632422774639582e-7,1.5165734164393536e-6,month_October_vs_August,AA4_e1,-,Auxiliary Activities,AA4
bcn_bin_97_k125_51500926_3,12.020123332942624,2.3739811886501343,0.47471964219350293,6.272402746673248e-8,6.229144796696191e-7,month_October_vs_August,GH13_e0,"sucrose, starch",Glycoside Hydrolases,GH13
bcn_bin_97_k125_8454849_1,10.395369726816282,-3.1034283806151692,0.9882187940532516,3.95329593670439e-4,0.00199745478907169,month_October_vs_August,GH23_e712,-,Glycoside Hydrolases,GH23
bco_bin_55_1_k125_44663359_20,12.846326508022017,-4.175728128778738,1.2756273442473969,2.6441364639454607e-5,2.122522803126907e-4,month_October_vs_August,GH23_e712,-,Glycoside Hydrolases,GH23
DNA-6_bin_44_1_k127_15545348_8,3.916830232118498,-3.981808022242461,2.2159809980141976,7.486775440007476e-4,0.00277074336750792,month_October_vs_August,GT2,-,Glycosyl Transferases,GT2
DNA-6_bin_44_1_k127_22469672_6,10.309553526682082,-5.794767361659938,2.492956337185214,9.342712222624047e-6,1.2425807256089986e-4,month_October_vs_August,AA7_e0,glucooligosaccharide,Auxiliary Activities,AA7
bco_bin_111_k125_40542547_4,18.22679024578876,-4.424609993019345,1.5772426502444834,1.889233289703548e-4,8.73770396487891e-4,month_October_vs_August,GT2,-,Glycosyl Transferases,GT2
bcn_bin_10_k125_55171384_3,24.235445722181534,4.010921568581593,0.6694910952431153,9.956170742708816e-11,3.167872509043714e-10,month_October_vs_August,GH2_e29,beta-glucuronan,Glycoside Hydrolases,GH2
bco_bin_197_k125_9961854_2,30.544521406249434,-6.221425463418262,1.3692207325678094,5.202309673951776e-9,3.3815012880686545e-8,month_October_vs_August,AA7_e0,glucooligosaccharide,Auxiliary Activities,AA7
bco_bin_54_k125_64666116_1,19.51553192217362,-7.626487773298147,2.804149950336273,1.6783854396185433e-7,1.1748698077329804e-6,month_October_vs_August,AA7_e0,glucooligosaccharide,Auxiliary Activities,AA7
bcn_bin_43_k125_33672252_5,13.501782917458204,-6.274068762272292,2.610152911845067,5.759090002097372e-6,3.455454001258423e-5,month_October_vs_August,AA7_e0,glucooligosaccharide,Auxiliary Activities,AA7
