fasta,ko_id,response_type,Month,getmm_mean,Domain,Phylum,Class,Order,Family,Genus,Species,gene_name,gene_abb,Category_1,Category_2
DNA-1-22_bin_2,K20932,Dry,May_22,11.439853011494716,Bacteria,Tectomicrobia,Entotheonellia,NA,NA,NA,NA,hydrazine synthase subunit,K20932,Ammonia Hidrazine,Nitrogen metabolism
DNA-1-22_bin_3,K00033,Dry,May,0.46427167653639373,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,6-phosphogluconate dehydrogenase,PGD,NA,Pentose phosphate pathway
DNA-1-22_bin_3,K00033,Dry,July_1,8.370475636560268,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,6-phosphogluconate dehydrogenase,PGD,NA,Pentose phosphate pathway
DNA-1-22_bin_3,K00033,Dry,July_2,3.042604924823073,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,6-phosphogluconate dehydrogenase,PGD,NA,Pentose phosphate pathway
DNA-1-22_bin_3,K00033,Dry,July_3,4.421905143752474,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,6-phosphogluconate dehydrogenase,PGD,NA,Pentose phosphate pathway
DNA-1-22_bin_3,K00033,Dry,August,4.050677570458208,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,6-phosphogluconate dehydrogenase,PGD,NA,Pentose phosphate pathway
DNA-1-22_bin_3,K00033,Dry,October,0.5062967466669308,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,6-phosphogluconate dehydrogenase,PGD,NA,Pentose phosphate pathway
DNA-1-22_bin_3,K00033,Dry,May_22,2.4875533486248393,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,6-phosphogluconate dehydrogenase,PGD,NA,Pentose phosphate pathway
DNA-1-22_bin_3,K00147,Dry,May,0.19812058552852677,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,glutamate-5-semialdehyde dehydrogenase,proA,AA,Nitrogen metabolism
DNA-1-22_bin_3,K00147,Dry,July_1,8.979899870019704,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,glutamate-5-semialdehyde dehydrogenase,proA,AA,Nitrogen metabolism
DNA-1-22_bin_3,K00147,Dry,July_2,4.769527188402201,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,glutamate-5-semialdehyde dehydrogenase,proA,AA,Nitrogen metabolism
DNA-1-22_bin_3,K00147,Dry,July_3,5.319717347089878,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,glutamate-5-semialdehyde dehydrogenase,proA,AA,Nitrogen metabolism
DNA-1-22_bin_3,K00147,Dry,August,4.586436603741573,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,glutamate-5-semialdehyde dehydrogenase,proA,AA,Nitrogen metabolism
DNA-1-22_bin_3,K00147,Dry,October,2.1927251821446876,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,glutamate-5-semialdehyde dehydrogenase,proA,AA,Nitrogen metabolism
DNA-1-22_bin_3,K00147,Dry,May_22,3.327891186858976,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,glutamate-5-semialdehyde dehydrogenase,proA,AA,Nitrogen metabolism
DNA-1-22_bin_3,K00161,Dry,May,27.11063468175967,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,pyruvate dehydrogenase E1 component subunit alpha,pdhA,NA,Piruvate oxidation
DNA-1-22_bin_3,K00161,Dry,July_1,10.1840273971898,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,pyruvate dehydrogenase E1 component subunit alpha,pdhA,NA,Piruvate oxidation
DNA-1-22_bin_3,K00161,Dry,July_2,5.399729242396187,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,pyruvate dehydrogenase E1 component subunit alpha,pdhA,NA,Piruvate oxidation
DNA-1-22_bin_3,K00161,Dry,July_3,5.930082784931159,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,pyruvate dehydrogenase E1 component subunit alpha,pdhA,NA,Piruvate oxidation
DNA-1-22_bin_3,K00161,Dry,August,3.6985100611498947,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,pyruvate dehydrogenase E1 component subunit alpha,pdhA,NA,Piruvate oxidation
DNA-1-22_bin_3,K00161,Dry,October,30.72950000507672,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,pyruvate dehydrogenase E1 component subunit alpha,pdhA,NA,Piruvate oxidation
DNA-1-22_bin_3,K00161,Dry,May_22,57.20002693606409,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,pyruvate dehydrogenase E1 component subunit alpha,pdhA,NA,Piruvate oxidation
DNA-1-22_bin_3,K00162,Dry,May,11.437538041753129,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,pyruvate dehydrogenase E1 component subunit beta,pdhB,NA,Piruvate oxidation
DNA-1-22_bin_3,K00162,Dry,July_1,6.564163077024621,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,pyruvate dehydrogenase E1 component subunit beta,pdhB,NA,Piruvate oxidation
DNA-1-22_bin_3,K00162,Dry,July_2,4.0143309213036,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,pyruvate dehydrogenase E1 component subunit beta,pdhB,NA,Piruvate oxidation
DNA-1-22_bin_3,K00162,Dry,July_3,4.7010881461833245,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,pyruvate dehydrogenase E1 component subunit beta,pdhB,NA,Piruvate oxidation
DNA-1-22_bin_3,K00162,Dry,August,4.5281963618545475,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,pyruvate dehydrogenase E1 component subunit beta,pdhB,NA,Piruvate oxidation
DNA-1-22_bin_3,K00162,Dry,October,12.689038337810338,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,pyruvate dehydrogenase E1 component subunit beta,pdhB,NA,Piruvate oxidation
DNA-1-22_bin_3,K00162,Dry,May_22,22.847794649165305,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,pyruvate dehydrogenase E1 component subunit beta,pdhB,NA,Piruvate oxidation
DNA-1-22_bin_3,K00174,Dry,May,0.783608464939967,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,2-oxoglutarate:ferredoxin oxidoreductase,korA,Reductive TCA (rTCA) Cycle,Carbon fixation
DNA-1-22_bin_3,K00174,Dry,July_1,3.0774592341606772,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,2-oxoglutarate:ferredoxin oxidoreductase,korA,Reductive TCA (rTCA) Cycle,Carbon fixation
DNA-1-22_bin_3,K00174,Dry,July_2,2.4027950143468404,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,2-oxoglutarate:ferredoxin oxidoreductase,korA,Reductive TCA (rTCA) Cycle,Carbon fixation
DNA-1-22_bin_3,K00174,Dry,July_3,1.4066188856468729,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,2-oxoglutarate:ferredoxin oxidoreductase,korA,Reductive TCA (rTCA) Cycle,Carbon fixation
DNA-1-22_bin_3,K00174,Dry,August,1.7596156232516311,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,2-oxoglutarate:ferredoxin oxidoreductase,korA,Reductive TCA (rTCA) Cycle,Carbon fixation
DNA-1-22_bin_3,K00174,Dry,October,4.890353993749894,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,2-oxoglutarate:ferredoxin oxidoreductase,korA,Reductive TCA (rTCA) Cycle,Carbon fixation
DNA-1-22_bin_3,K00174,Dry,May_22,4.034965982327962,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,2-oxoglutarate:ferredoxin oxidoreductase,korA,Reductive TCA (rTCA) Cycle,Carbon fixation
DNA-1-22_bin_3,K00239,Dry,May,1.6360066736054213,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,succinate dehydrogenase flavoprotein subunit,sdhA,NA,TCA
DNA-1-22_bin_3,K00239,Dry,July_1,3.649417151299666,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,succinate dehydrogenase flavoprotein subunit,sdhA,NA,TCA
DNA-1-22_bin_3,K00239,Dry,July_2,2.8032383134812635,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,succinate dehydrogenase flavoprotein subunit,sdhA,NA,TCA
DNA-1-22_bin_3,K00239,Dry,July_3,2.9261506754392537,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,succinate dehydrogenase flavoprotein subunit,sdhA,NA,TCA
DNA-1-22_bin_3,K00239,Dry,August,2.3807097870342884,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,succinate dehydrogenase flavoprotein subunit,sdhA,NA,TCA
DNA-1-22_bin_3,K00239,Dry,October,0.8742815831693509,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,succinate dehydrogenase flavoprotein subunit,sdhA,NA,TCA
DNA-1-22_bin_3,K00239,Dry,May_22,2.182447129127933,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,succinate dehydrogenase flavoprotein subunit,sdhA,NA,TCA
DNA-1-22_bin_3,K00240,Dry,May,2.9461137736924465,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,succinate dehydrogenase iron-sulfur subunit,sdhB,NA,TCA
DNA-1-22_bin_3,K00240,Dry,July_1,2.3874873593263146,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,succinate dehydrogenase iron-sulfur subunit,sdhB,NA,TCA
DNA-1-22_bin_3,K00240,Dry,July_2,2.8330513518818012,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,succinate dehydrogenase iron-sulfur subunit,sdhB,NA,TCA
DNA-1-22_bin_3,K00240,Dry,July_3,2.2172481421890646,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,succinate dehydrogenase iron-sulfur subunit,sdhB,NA,TCA
DNA-1-22_bin_3,K00240,Dry,August,2.7015404627435275,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,succinate dehydrogenase iron-sulfur subunit,sdhB,NA,TCA
DNA-1-22_bin_3,K00240,Dry,October,2.2998190299844303,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,succinate dehydrogenase iron-sulfur subunit,sdhB,NA,TCA
DNA-1-22_bin_3,K00240,Dry,May_22,2.503999052858725,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,succinate dehydrogenase iron-sulfur subunit,sdhB,NA,TCA
DNA-1-22_bin_3,K00283,Dry,May,1.7232149894895055,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,glycine cleavage system P protein (glycine dehydrogenase) subunit 2,gcvPB,NA,Glycine cleavage
DNA-1-22_bin_3,K00283,Dry,July_1,2.943283961272231,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,glycine cleavage system P protein (glycine dehydrogenase) subunit 2,gcvPB,NA,Glycine cleavage
DNA-1-22_bin_3,K00283,Dry,July_2,2.342848766076624,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,glycine cleavage system P protein (glycine dehydrogenase) subunit 2,gcvPB,NA,Glycine cleavage
DNA-1-22_bin_3,K00283,Dry,July_3,3.5514058077224577,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,glycine cleavage system P protein (glycine dehydrogenase) subunit 2,gcvPB,NA,Glycine cleavage
DNA-1-22_bin_3,K00283,Dry,August,1.8529996622279066,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,glycine cleavage system P protein (glycine dehydrogenase) subunit 2,gcvPB,NA,Glycine cleavage
DNA-1-22_bin_3,K00283,Dry,October,3.0818208785611607,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,glycine cleavage system P protein (glycine dehydrogenase) subunit 2,gcvPB,NA,Glycine cleavage
DNA-1-22_bin_3,K00283,Dry,May_22,2.9719432631929408,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,glycine cleavage system P protein (glycine dehydrogenase) subunit 2,gcvPB,NA,Glycine cleavage
DNA-1-22_bin_3,K00362,Dry,May,0.3094037873447343,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,nitrite reductase (NADH) large subunit,nirB,Nitrite Ammonia,Nitrogen metabolism
DNA-1-22_bin_3,K00362,Dry,July_1,0.5485005133272988,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,nitrite reductase (NADH) large subunit,nirB,Nitrite Ammonia,Nitrogen metabolism
DNA-1-22_bin_3,K00362,Dry,July_2,0.37941748710391177,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,nitrite reductase (NADH) large subunit,nirB,Nitrite Ammonia,Nitrogen metabolism
DNA-1-22_bin_3,K00362,Dry,July_3,0.5080919674114845,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,nitrite reductase (NADH) large subunit,nirB,Nitrite Ammonia,Nitrogen metabolism
DNA-1-22_bin_3,K00362,Dry,August,1.2683157814456276,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,nitrite reductase (NADH) large subunit,nirB,Nitrite Ammonia,Nitrogen metabolism
DNA-1-22_bin_3,K00366,Dry,May,0.8819242788837356,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,ferredoxin-nitrite reductase,nirA,Assimilatory nitrate_nitrite reduction,Nitrogen metabolism
DNA-1-22_bin_3,K00366,Dry,July_1,21.628407889404105,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,ferredoxin-nitrite reductase,nirA,Assimilatory nitrate_nitrite reduction,Nitrogen metabolism
DNA-1-22_bin_3,K00366,Dry,July_2,10.790767804158493,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,ferredoxin-nitrite reductase,nirA,Assimilatory nitrate_nitrite reduction,Nitrogen metabolism
DNA-1-22_bin_3,K00366,Dry,July_3,15.705788589091483,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,ferredoxin-nitrite reductase,nirA,Assimilatory nitrate_nitrite reduction,Nitrogen metabolism
DNA-1-22_bin_3,K00366,Dry,August,19.821351785659406,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,ferredoxin-nitrite reductase,nirA,Assimilatory nitrate_nitrite reduction,Nitrogen metabolism
DNA-1-22_bin_3,K00366,Dry,October,3.3699373903371463,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,ferredoxin-nitrite reductase,nirA,Assimilatory nitrate_nitrite reduction,Nitrogen metabolism
DNA-1-22_bin_3,K00366,Dry,May_22,2.2742795581659765,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,ferredoxin-nitrite reductase,nirA,Assimilatory nitrate_nitrite reduction,Nitrogen metabolism
DNA-1-22_bin_3,K00367,Dry,May,3.281466945363455,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,ferredoxin-nitrate reductase,narB,Nitrate Nitrite,Nitrogen metabolism
DNA-1-22_bin_3,K00367,Dry,July_1,0.42640776489372306,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,ferredoxin-nitrate reductase,narB,Nitrate Nitrite,Nitrogen metabolism
DNA-1-22_bin_3,K00367,Dry,July_3,0.260619865579287,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,ferredoxin-nitrate reductase,narB,Nitrate Nitrite,Nitrogen metabolism
DNA-1-22_bin_3,K00367,Dry,August,0.49617869714241764,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,ferredoxin-nitrate reductase,narB,Nitrate Nitrite,Nitrogen metabolism
DNA-1-22_bin_3,K00367,Dry,October,0.93119377981615,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,ferredoxin-nitrate reductase,narB,Nitrate Nitrite,Nitrogen metabolism
DNA-1-22_bin_3,K00367,Dry,May_22,2.722756079582483,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,ferredoxin-nitrate reductase,narB,Nitrate Nitrite,Nitrogen metabolism
DNA-1-22_bin_3,K00368,Dry,May,1.1281256774192163,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,nitrite reductase (NO-forming),nirK,Nitrite Nitric oxide,Nitrogen metabolism
DNA-1-22_bin_3,K00368,Dry,July_1,3.4934362779448898,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,nitrite reductase (NO-forming),nirK,Nitrite Nitric oxide,Nitrogen metabolism
DNA-1-22_bin_3,K00368,Dry,July_2,0.8021824297032379,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,nitrite reductase (NO-forming),nirK,Nitrite Nitric oxide,Nitrogen metabolism
DNA-1-22_bin_3,K00368,Dry,July_3,1.4973194452793281,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,nitrite reductase (NO-forming),nirK,Nitrite Nitric oxide,Nitrogen metabolism
DNA-1-22_bin_3,K00368,Dry,August,1.8908442931354918,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,nitrite reductase (NO-forming),nirK,Nitrite Nitric oxide,Nitrogen metabolism
DNA-1-22_bin_3,K00368,Dry,October,1.575013445452863,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,nitrite reductase (NO-forming),nirK,Nitrite Nitric oxide,Nitrogen metabolism
DNA-1-22_bin_3,K00368,Dry,May_22,2.8251315392644245,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,nitrite reductase (NO-forming),nirK,Nitrite Nitric oxide,Nitrogen metabolism
DNA-1-22_bin_3,K00372,Dry,July_1,2.6439733105512966,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,assimilatory nitrate reductase catalytic subunit,nasC,Assimilatory nitrate_nitrite reduction,Nitrogen metabolism
DNA-1-22_bin_3,K00372,Dry,July_2,1.5692673655140663,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,assimilatory nitrate reductase catalytic subunit,nasC,Assimilatory nitrate_nitrite reduction,Nitrogen metabolism
DNA-1-22_bin_3,K00372,Dry,July_3,2.4929942666580676,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,assimilatory nitrate reductase catalytic subunit,nasC,Assimilatory nitrate_nitrite reduction,Nitrogen metabolism
DNA-1-22_bin_3,K00372,Dry,August,1.0275305662662442,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,assimilatory nitrate reductase catalytic subunit,nasC,Assimilatory nitrate_nitrite reduction,Nitrogen metabolism
DNA-1-22_bin_3,K00372,Dry,October,3.1045321755219604,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,assimilatory nitrate reductase catalytic subunit,nasC,Assimilatory nitrate_nitrite reduction,Nitrogen metabolism
DNA-1-22_bin_3,K00372,Dry,May_22,0.8384042694465685,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,assimilatory nitrate reductase catalytic subunit,nasC,Assimilatory nitrate_nitrite reduction,Nitrogen metabolism
DNA-1-22_bin_3,K00380,Dry,May,6.498489664690135,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,sulfite reductase (NADPH) flavoprotein alpha-component,cysJ,Assimilatory sulfate reduction,Sulfur metabolism
DNA-1-22_bin_3,K00380,Dry,July_1,37.44039397833112,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,sulfite reductase (NADPH) flavoprotein alpha-component,cysJ,Assimilatory sulfate reduction,Sulfur metabolism
DNA-1-22_bin_3,K00380,Dry,July_2,26.367884551033796,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,sulfite reductase (NADPH) flavoprotein alpha-component,cysJ,Assimilatory sulfate reduction,Sulfur metabolism
DNA-1-22_bin_3,K00380,Dry,July_3,34.121370251905795,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,sulfite reductase (NADPH) flavoprotein alpha-component,cysJ,Assimilatory sulfate reduction,Sulfur metabolism
DNA-1-22_bin_3,K00380,Dry,August,28.002712230895575,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,sulfite reductase (NADPH) flavoprotein alpha-component,cysJ,Assimilatory sulfate reduction,Sulfur metabolism
DNA-1-22_bin_3,K00380,Dry,October,5.58029230375822,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,sulfite reductase (NADPH) flavoprotein alpha-component,cysJ,Assimilatory sulfate reduction,Sulfur metabolism
DNA-1-22_bin_3,K00380,Dry,May_22,10.84019373475505,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,sulfite reductase (NADPH) flavoprotein alpha-component,cysJ,Assimilatory sulfate reduction,Sulfur metabolism
DNA-1-22_bin_3,K00382,Dry,May,0.5590428136602228,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,dihydrolipoyl dehydrogenase,pdhD,NA,TCA
DNA-1-22_bin_3,K00382,Dry,July_1,1.9444358809634132,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,dihydrolipoyl dehydrogenase,pdhD,NA,TCA
DNA-1-22_bin_3,K00382,Dry,July_2,1.8362707387081711,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,dihydrolipoyl dehydrogenase,pdhD,NA,TCA
DNA-1-22_bin_3,K00382,Dry,July_3,1.363144721105857,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,dihydrolipoyl dehydrogenase,pdhD,NA,TCA
DNA-1-22_bin_3,K00382,Dry,August,1.5723070461603035,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,dihydrolipoyl dehydrogenase,pdhD,NA,TCA
DNA-1-22_bin_3,K00382,Dry,October,1.1805241876310277,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,dihydrolipoyl dehydrogenase,pdhD,NA,TCA
DNA-1-22_bin_3,K00382,Dry,May_22,4.135575083152485,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,dihydrolipoyl dehydrogenase,pdhD,NA,TCA
DNA-1-22_bin_3,K00390,Dry,July_1,5.031297199303749,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,phosphoadenosine phosphosulfate reductase,cysH,Assimilatory sulfate reduction,Sulfur metabolism
DNA-1-22_bin_3,K00390,Dry,July_2,1.9617703287377495,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,phosphoadenosine phosphosulfate reductase,cysH,Assimilatory sulfate reduction,Sulfur metabolism
DNA-1-22_bin_3,K00390,Dry,July_3,4.028920841479637,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,phosphoadenosine phosphosulfate reductase,cysH,Assimilatory sulfate reduction,Sulfur metabolism
DNA-1-22_bin_3,K00390,Dry,August,1.4398185539636266,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,phosphoadenosine phosphosulfate reductase,cysH,Assimilatory sulfate reduction,Sulfur metabolism
DNA-1-22_bin_3,K00390,Dry,October,2.052038330766675,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,phosphoadenosine phosphosulfate reductase,cysH,Assimilatory sulfate reduction,Sulfur metabolism
DNA-1-22_bin_3,K00390,Dry,May_22,2.223709375657321,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Thermoleophilaceae,JACVRW01,NA,phosphoadenosine phosphosulfate reductase,cysH,Assimilatory sulfate reduction,Sulfur metabolism
