Geneid,dbcan_sub,Substrate,sampleid,geTMM,cazy_fam,cazy_sub,ko_id,fasta,name,pathway,reaction,brite,db_links
DNA-1_bin_8_k127_4941854_5,GT4_e1300,-,SAMP3-S4,4.164220661895107,Glycosyl Transferases,GT4,K08256,DNA-1_bin_8,phosphatidyl-myo-inositol alpha-mannosyltransferase [EC:2.4.1.345],Lipoarabinomannan (LAM) biosynthesis;Metabolic pathways,GDP-alpha-D-mannose:1-phosphatidyl-1D-myo-inositol 2-alpha-D-mannosyltransferase (configuration-retaining);GDP-D-mannose:1-phosphatidyl-1D-myo-inositol 2-alpha-D-mannosyltransferase,KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09107 Glycan biosynthesis and metabolism;   00571 Lipoarabinomannan (LAM) biosynthesis;    K08256  pimA; phosphatidyl-myo-inositol alpha-mannosyltransferase; 09180 Brite Hierarchies;  09181 Protein families: metabolism;   01003 Glycosyltransferases;    K08256  pimA; phosphatidyl-myo-inositol alpha-mannosyltransferase;Enzymes [BR:ko01000]; 2. Transferases;  2.4  Glycosyltransferases;   2.4.1  Hexosyltransferases;    2.4.1.345  phosphatidyl-myo-inositol alpha-mannosyltransferase;     K08256  pimA; phosphatidyl-myo-inositol alpha-mannosyltransferase;Glycosyltransferases [BR:ko01003]; GPI-anchor biosynthesis;  Phosphatidylinositol mannoside;   K08256  pimA; phosphatidyl-myo-inositol alpha-mannosyltransferase,COG: COG0438;GO: 0043750;CAZy: GT4
DNA-1_bin_8_k127_4941854_5,GT4_e1300,-,SAMP4-S1,1.047308196234395,Glycosyl Transferases,GT4,K08256,DNA-1_bin_8,phosphatidyl-myo-inositol alpha-mannosyltransferase [EC:2.4.1.345],Lipoarabinomannan (LAM) biosynthesis;Metabolic pathways,GDP-alpha-D-mannose:1-phosphatidyl-1D-myo-inositol 2-alpha-D-mannosyltransferase (configuration-retaining);GDP-D-mannose:1-phosphatidyl-1D-myo-inositol 2-alpha-D-mannosyltransferase,KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09107 Glycan biosynthesis and metabolism;   00571 Lipoarabinomannan (LAM) biosynthesis;    K08256  pimA; phosphatidyl-myo-inositol alpha-mannosyltransferase; 09180 Brite Hierarchies;  09181 Protein families: metabolism;   01003 Glycosyltransferases;    K08256  pimA; phosphatidyl-myo-inositol alpha-mannosyltransferase;Enzymes [BR:ko01000]; 2. Transferases;  2.4  Glycosyltransferases;   2.4.1  Hexosyltransferases;    2.4.1.345  phosphatidyl-myo-inositol alpha-mannosyltransferase;     K08256  pimA; phosphatidyl-myo-inositol alpha-mannosyltransferase;Glycosyltransferases [BR:ko01003]; GPI-anchor biosynthesis;  Phosphatidylinositol mannoside;   K08256  pimA; phosphatidyl-myo-inositol alpha-mannosyltransferase,COG: COG0438;GO: 0043750;CAZy: GT4
DNA-1_bin_8_k127_4941854_5,GT4_e1300,-,SAMP4-S2,1.908884250527368,Glycosyl Transferases,GT4,K08256,DNA-1_bin_8,phosphatidyl-myo-inositol alpha-mannosyltransferase [EC:2.4.1.345],Lipoarabinomannan (LAM) biosynthesis;Metabolic pathways,GDP-alpha-D-mannose:1-phosphatidyl-1D-myo-inositol 2-alpha-D-mannosyltransferase (configuration-retaining);GDP-D-mannose:1-phosphatidyl-1D-myo-inositol 2-alpha-D-mannosyltransferase,KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09107 Glycan biosynthesis and metabolism;   00571 Lipoarabinomannan (LAM) biosynthesis;    K08256  pimA; phosphatidyl-myo-inositol alpha-mannosyltransferase; 09180 Brite Hierarchies;  09181 Protein families: metabolism;   01003 Glycosyltransferases;    K08256  pimA; phosphatidyl-myo-inositol alpha-mannosyltransferase;Enzymes [BR:ko01000]; 2. Transferases;  2.4  Glycosyltransferases;   2.4.1  Hexosyltransferases;    2.4.1.345  phosphatidyl-myo-inositol alpha-mannosyltransferase;     K08256  pimA; phosphatidyl-myo-inositol alpha-mannosyltransferase;Glycosyltransferases [BR:ko01003]; GPI-anchor biosynthesis;  Phosphatidylinositol mannoside;   K08256  pimA; phosphatidyl-myo-inositol alpha-mannosyltransferase,COG: COG0438;GO: 0043750;CAZy: GT4
DNA-1_bin_8_k127_4941854_5,GT4_e1300,-,SAMP4-S3,0.5215980884474619,Glycosyl Transferases,GT4,K08256,DNA-1_bin_8,phosphatidyl-myo-inositol alpha-mannosyltransferase [EC:2.4.1.345],Lipoarabinomannan (LAM) biosynthesis;Metabolic pathways,GDP-alpha-D-mannose:1-phosphatidyl-1D-myo-inositol 2-alpha-D-mannosyltransferase (configuration-retaining);GDP-D-mannose:1-phosphatidyl-1D-myo-inositol 2-alpha-D-mannosyltransferase,KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09107 Glycan biosynthesis and metabolism;   00571 Lipoarabinomannan (LAM) biosynthesis;    K08256  pimA; phosphatidyl-myo-inositol alpha-mannosyltransferase; 09180 Brite Hierarchies;  09181 Protein families: metabolism;   01003 Glycosyltransferases;    K08256  pimA; phosphatidyl-myo-inositol alpha-mannosyltransferase;Enzymes [BR:ko01000]; 2. Transferases;  2.4  Glycosyltransferases;   2.4.1  Hexosyltransferases;    2.4.1.345  phosphatidyl-myo-inositol alpha-mannosyltransferase;     K08256  pimA; phosphatidyl-myo-inositol alpha-mannosyltransferase;Glycosyltransferases [BR:ko01003]; GPI-anchor biosynthesis;  Phosphatidylinositol mannoside;   K08256  pimA; phosphatidyl-myo-inositol alpha-mannosyltransferase,COG: COG0438;GO: 0043750;CAZy: GT4
DNA-1_bin_8_k127_4941854_5,GT4_e1300,-,SAMP4-S4,2.12341109950726,Glycosyl Transferases,GT4,K08256,DNA-1_bin_8,phosphatidyl-myo-inositol alpha-mannosyltransferase [EC:2.4.1.345],Lipoarabinomannan (LAM) biosynthesis;Metabolic pathways,GDP-alpha-D-mannose:1-phosphatidyl-1D-myo-inositol 2-alpha-D-mannosyltransferase (configuration-retaining);GDP-D-mannose:1-phosphatidyl-1D-myo-inositol 2-alpha-D-mannosyltransferase,KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09107 Glycan biosynthesis and metabolism;   00571 Lipoarabinomannan (LAM) biosynthesis;    K08256  pimA; phosphatidyl-myo-inositol alpha-mannosyltransferase; 09180 Brite Hierarchies;  09181 Protein families: metabolism;   01003 Glycosyltransferases;    K08256  pimA; phosphatidyl-myo-inositol alpha-mannosyltransferase;Enzymes [BR:ko01000]; 2. Transferases;  2.4  Glycosyltransferases;   2.4.1  Hexosyltransferases;    2.4.1.345  phosphatidyl-myo-inositol alpha-mannosyltransferase;     K08256  pimA; phosphatidyl-myo-inositol alpha-mannosyltransferase;Glycosyltransferases [BR:ko01003]; GPI-anchor biosynthesis;  Phosphatidylinositol mannoside;   K08256  pimA; phosphatidyl-myo-inositol alpha-mannosyltransferase,COG: COG0438;GO: 0043750;CAZy: GT4
DNA-1_bin_8_k127_4941854_5,GT4_e1300,-,SAMP5-S1,1.2406930248470502,Glycosyl Transferases,GT4,K08256,DNA-1_bin_8,phosphatidyl-myo-inositol alpha-mannosyltransferase [EC:2.4.1.345],Lipoarabinomannan (LAM) biosynthesis;Metabolic pathways,GDP-alpha-D-mannose:1-phosphatidyl-1D-myo-inositol 2-alpha-D-mannosyltransferase (configuration-retaining);GDP-D-mannose:1-phosphatidyl-1D-myo-inositol 2-alpha-D-mannosyltransferase,KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09107 Glycan biosynthesis and metabolism;   00571 Lipoarabinomannan (LAM) biosynthesis;    K08256  pimA; phosphatidyl-myo-inositol alpha-mannosyltransferase; 09180 Brite Hierarchies;  09181 Protein families: metabolism;   01003 Glycosyltransferases;    K08256  pimA; phosphatidyl-myo-inositol alpha-mannosyltransferase;Enzymes [BR:ko01000]; 2. Transferases;  2.4  Glycosyltransferases;   2.4.1  Hexosyltransferases;    2.4.1.345  phosphatidyl-myo-inositol alpha-mannosyltransferase;     K08256  pimA; phosphatidyl-myo-inositol alpha-mannosyltransferase;Glycosyltransferases [BR:ko01003]; GPI-anchor biosynthesis;  Phosphatidylinositol mannoside;   K08256  pimA; phosphatidyl-myo-inositol alpha-mannosyltransferase,COG: COG0438;GO: 0043750;CAZy: GT4
DNA-1_bin_8_k127_4941854_5,GT4_e1300,-,SAMP5-S2,0.6015278029397241,Glycosyl Transferases,GT4,K08256,DNA-1_bin_8,phosphatidyl-myo-inositol alpha-mannosyltransferase [EC:2.4.1.345],Lipoarabinomannan (LAM) biosynthesis;Metabolic pathways,GDP-alpha-D-mannose:1-phosphatidyl-1D-myo-inositol 2-alpha-D-mannosyltransferase (configuration-retaining);GDP-D-mannose:1-phosphatidyl-1D-myo-inositol 2-alpha-D-mannosyltransferase,KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09107 Glycan biosynthesis and metabolism;   00571 Lipoarabinomannan (LAM) biosynthesis;    K08256  pimA; phosphatidyl-myo-inositol alpha-mannosyltransferase; 09180 Brite Hierarchies;  09181 Protein families: metabolism;   01003 Glycosyltransferases;    K08256  pimA; phosphatidyl-myo-inositol alpha-mannosyltransferase;Enzymes [BR:ko01000]; 2. Transferases;  2.4  Glycosyltransferases;   2.4.1  Hexosyltransferases;    2.4.1.345  phosphatidyl-myo-inositol alpha-mannosyltransferase;     K08256  pimA; phosphatidyl-myo-inositol alpha-mannosyltransferase;Glycosyltransferases [BR:ko01003]; GPI-anchor biosynthesis;  Phosphatidylinositol mannoside;   K08256  pimA; phosphatidyl-myo-inositol alpha-mannosyltransferase,COG: COG0438;GO: 0043750;CAZy: GT4
DNA-1_bin_8_k127_4941854_5,GT4_e1300,-,SAMP5-S3,1.130121313093127,Glycosyl Transferases,GT4,K08256,DNA-1_bin_8,phosphatidyl-myo-inositol alpha-mannosyltransferase [EC:2.4.1.345],Lipoarabinomannan (LAM) biosynthesis;Metabolic pathways,GDP-alpha-D-mannose:1-phosphatidyl-1D-myo-inositol 2-alpha-D-mannosyltransferase (configuration-retaining);GDP-D-mannose:1-phosphatidyl-1D-myo-inositol 2-alpha-D-mannosyltransferase,KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09107 Glycan biosynthesis and metabolism;   00571 Lipoarabinomannan (LAM) biosynthesis;    K08256  pimA; phosphatidyl-myo-inositol alpha-mannosyltransferase; 09180 Brite Hierarchies;  09181 Protein families: metabolism;   01003 Glycosyltransferases;    K08256  pimA; phosphatidyl-myo-inositol alpha-mannosyltransferase;Enzymes [BR:ko01000]; 2. Transferases;  2.4  Glycosyltransferases;   2.4.1  Hexosyltransferases;    2.4.1.345  phosphatidyl-myo-inositol alpha-mannosyltransferase;     K08256  pimA; phosphatidyl-myo-inositol alpha-mannosyltransferase;Glycosyltransferases [BR:ko01003]; GPI-anchor biosynthesis;  Phosphatidylinositol mannoside;   K08256  pimA; phosphatidyl-myo-inositol alpha-mannosyltransferase,COG: COG0438;GO: 0043750;CAZy: GT4
DNA-1_bin_8_k127_4941854_5,GT4_e1300,-,SAMP5-S4,4.187871251593862,Glycosyl Transferases,GT4,K08256,DNA-1_bin_8,phosphatidyl-myo-inositol alpha-mannosyltransferase [EC:2.4.1.345],Lipoarabinomannan (LAM) biosynthesis;Metabolic pathways,GDP-alpha-D-mannose:1-phosphatidyl-1D-myo-inositol 2-alpha-D-mannosyltransferase (configuration-retaining);GDP-D-mannose:1-phosphatidyl-1D-myo-inositol 2-alpha-D-mannosyltransferase,KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09107 Glycan biosynthesis and metabolism;   00571 Lipoarabinomannan (LAM) biosynthesis;    K08256  pimA; phosphatidyl-myo-inositol alpha-mannosyltransferase; 09180 Brite Hierarchies;  09181 Protein families: metabolism;   01003 Glycosyltransferases;    K08256  pimA; phosphatidyl-myo-inositol alpha-mannosyltransferase;Enzymes [BR:ko01000]; 2. Transferases;  2.4  Glycosyltransferases;   2.4.1  Hexosyltransferases;    2.4.1.345  phosphatidyl-myo-inositol alpha-mannosyltransferase;     K08256  pimA; phosphatidyl-myo-inositol alpha-mannosyltransferase;Glycosyltransferases [BR:ko01003]; GPI-anchor biosynthesis;  Phosphatidylinositol mannoside;   K08256  pimA; phosphatidyl-myo-inositol alpha-mannosyltransferase,COG: COG0438;GO: 0043750;CAZy: GT4
DNA-1_bin_8_k127_4941854_5,GT4_e1300,-,SAMP6-S1,4.254227387282417,Glycosyl Transferases,GT4,K08256,DNA-1_bin_8,phosphatidyl-myo-inositol alpha-mannosyltransferase [EC:2.4.1.345],Lipoarabinomannan (LAM) biosynthesis;Metabolic pathways,GDP-alpha-D-mannose:1-phosphatidyl-1D-myo-inositol 2-alpha-D-mannosyltransferase (configuration-retaining);GDP-D-mannose:1-phosphatidyl-1D-myo-inositol 2-alpha-D-mannosyltransferase,KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09107 Glycan biosynthesis and metabolism;   00571 Lipoarabinomannan (LAM) biosynthesis;    K08256  pimA; phosphatidyl-myo-inositol alpha-mannosyltransferase; 09180 Brite Hierarchies;  09181 Protein families: metabolism;   01003 Glycosyltransferases;    K08256  pimA; phosphatidyl-myo-inositol alpha-mannosyltransferase;Enzymes [BR:ko01000]; 2. Transferases;  2.4  Glycosyltransferases;   2.4.1  Hexosyltransferases;    2.4.1.345  phosphatidyl-myo-inositol alpha-mannosyltransferase;     K08256  pimA; phosphatidyl-myo-inositol alpha-mannosyltransferase;Glycosyltransferases [BR:ko01003]; GPI-anchor biosynthesis;  Phosphatidylinositol mannoside;   K08256  pimA; phosphatidyl-myo-inositol alpha-mannosyltransferase,COG: COG0438;GO: 0043750;CAZy: GT4
DNA-1_bin_8_k127_4941854_5,GT4_e1300,-,SAMP6-S2,0.37987966100565335,Glycosyl Transferases,GT4,K08256,DNA-1_bin_8,phosphatidyl-myo-inositol alpha-mannosyltransferase [EC:2.4.1.345],Lipoarabinomannan (LAM) biosynthesis;Metabolic pathways,GDP-alpha-D-mannose:1-phosphatidyl-1D-myo-inositol 2-alpha-D-mannosyltransferase (configuration-retaining);GDP-D-mannose:1-phosphatidyl-1D-myo-inositol 2-alpha-D-mannosyltransferase,KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09107 Glycan biosynthesis and metabolism;   00571 Lipoarabinomannan (LAM) biosynthesis;    K08256  pimA; phosphatidyl-myo-inositol alpha-mannosyltransferase; 09180 Brite Hierarchies;  09181 Protein families: metabolism;   01003 Glycosyltransferases;    K08256  pimA; phosphatidyl-myo-inositol alpha-mannosyltransferase;Enzymes [BR:ko01000]; 2. Transferases;  2.4  Glycosyltransferases;   2.4.1  Hexosyltransferases;    2.4.1.345  phosphatidyl-myo-inositol alpha-mannosyltransferase;     K08256  pimA; phosphatidyl-myo-inositol alpha-mannosyltransferase;Glycosyltransferases [BR:ko01003]; GPI-anchor biosynthesis;  Phosphatidylinositol mannoside;   K08256  pimA; phosphatidyl-myo-inositol alpha-mannosyltransferase,COG: COG0438;GO: 0043750;CAZy: GT4
DNA-1_bin_8_k127_4941854_5,GT4_e1300,-,SAMP6-S3,4.416677521480844,Glycosyl Transferases,GT4,K08256,DNA-1_bin_8,phosphatidyl-myo-inositol alpha-mannosyltransferase [EC:2.4.1.345],Lipoarabinomannan (LAM) biosynthesis;Metabolic pathways,GDP-alpha-D-mannose:1-phosphatidyl-1D-myo-inositol 2-alpha-D-mannosyltransferase (configuration-retaining);GDP-D-mannose:1-phosphatidyl-1D-myo-inositol 2-alpha-D-mannosyltransferase,KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09107 Glycan biosynthesis and metabolism;   00571 Lipoarabinomannan (LAM) biosynthesis;    K08256  pimA; phosphatidyl-myo-inositol alpha-mannosyltransferase; 09180 Brite Hierarchies;  09181 Protein families: metabolism;   01003 Glycosyltransferases;    K08256  pimA; phosphatidyl-myo-inositol alpha-mannosyltransferase;Enzymes [BR:ko01000]; 2. Transferases;  2.4  Glycosyltransferases;   2.4.1  Hexosyltransferases;    2.4.1.345  phosphatidyl-myo-inositol alpha-mannosyltransferase;     K08256  pimA; phosphatidyl-myo-inositol alpha-mannosyltransferase;Glycosyltransferases [BR:ko01003]; GPI-anchor biosynthesis;  Phosphatidylinositol mannoside;   K08256  pimA; phosphatidyl-myo-inositol alpha-mannosyltransferase,COG: COG0438;GO: 0043750;CAZy: GT4
DNA-1_bin_8_k127_4941854_5,GT4_e1300,-,SAMP6-S4,1.3652667768288167,Glycosyl Transferases,GT4,K08256,DNA-1_bin_8,phosphatidyl-myo-inositol alpha-mannosyltransferase [EC:2.4.1.345],Lipoarabinomannan (LAM) biosynthesis;Metabolic pathways,GDP-alpha-D-mannose:1-phosphatidyl-1D-myo-inositol 2-alpha-D-mannosyltransferase (configuration-retaining);GDP-D-mannose:1-phosphatidyl-1D-myo-inositol 2-alpha-D-mannosyltransferase,KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09107 Glycan biosynthesis and metabolism;   00571 Lipoarabinomannan (LAM) biosynthesis;    K08256  pimA; phosphatidyl-myo-inositol alpha-mannosyltransferase; 09180 Brite Hierarchies;  09181 Protein families: metabolism;   01003 Glycosyltransferases;    K08256  pimA; phosphatidyl-myo-inositol alpha-mannosyltransferase;Enzymes [BR:ko01000]; 2. Transferases;  2.4  Glycosyltransferases;   2.4.1  Hexosyltransferases;    2.4.1.345  phosphatidyl-myo-inositol alpha-mannosyltransferase;     K08256  pimA; phosphatidyl-myo-inositol alpha-mannosyltransferase;Glycosyltransferases [BR:ko01003]; GPI-anchor biosynthesis;  Phosphatidylinositol mannoside;   K08256  pimA; phosphatidyl-myo-inositol alpha-mannosyltransferase,COG: COG0438;GO: 0043750;CAZy: GT4
DNA-1_bin_8_k127_4941854_5,GT4_e1300,-,SAMP8-S1,4.613725052511227,Glycosyl Transferases,GT4,K08256,DNA-1_bin_8,phosphatidyl-myo-inositol alpha-mannosyltransferase [EC:2.4.1.345],Lipoarabinomannan (LAM) biosynthesis;Metabolic pathways,GDP-alpha-D-mannose:1-phosphatidyl-1D-myo-inositol 2-alpha-D-mannosyltransferase (configuration-retaining);GDP-D-mannose:1-phosphatidyl-1D-myo-inositol 2-alpha-D-mannosyltransferase,KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09107 Glycan biosynthesis and metabolism;   00571 Lipoarabinomannan (LAM) biosynthesis;    K08256  pimA; phosphatidyl-myo-inositol alpha-mannosyltransferase; 09180 Brite Hierarchies;  09181 Protein families: metabolism;   01003 Glycosyltransferases;    K08256  pimA; phosphatidyl-myo-inositol alpha-mannosyltransferase;Enzymes [BR:ko01000]; 2. Transferases;  2.4  Glycosyltransferases;   2.4.1  Hexosyltransferases;    2.4.1.345  phosphatidyl-myo-inositol alpha-mannosyltransferase;     K08256  pimA; phosphatidyl-myo-inositol alpha-mannosyltransferase;Glycosyltransferases [BR:ko01003]; GPI-anchor biosynthesis;  Phosphatidylinositol mannoside;   K08256  pimA; phosphatidyl-myo-inositol alpha-mannosyltransferase,COG: COG0438;GO: 0043750;CAZy: GT4
DNA-1_bin_8_k127_4941854_5,GT4_e1300,-,SAMP8-S2,0.9866295576073524,Glycosyl Transferases,GT4,K08256,DNA-1_bin_8,phosphatidyl-myo-inositol alpha-mannosyltransferase [EC:2.4.1.345],Lipoarabinomannan (LAM) biosynthesis;Metabolic pathways,GDP-alpha-D-mannose:1-phosphatidyl-1D-myo-inositol 2-alpha-D-mannosyltransferase (configuration-retaining);GDP-D-mannose:1-phosphatidyl-1D-myo-inositol 2-alpha-D-mannosyltransferase,KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09107 Glycan biosynthesis and metabolism;   00571 Lipoarabinomannan (LAM) biosynthesis;    K08256  pimA; phosphatidyl-myo-inositol alpha-mannosyltransferase; 09180 Brite Hierarchies;  09181 Protein families: metabolism;   01003 Glycosyltransferases;    K08256  pimA; phosphatidyl-myo-inositol alpha-mannosyltransferase;Enzymes [BR:ko01000]; 2. Transferases;  2.4  Glycosyltransferases;   2.4.1  Hexosyltransferases;    2.4.1.345  phosphatidyl-myo-inositol alpha-mannosyltransferase;     K08256  pimA; phosphatidyl-myo-inositol alpha-mannosyltransferase;Glycosyltransferases [BR:ko01003]; GPI-anchor biosynthesis;  Phosphatidylinositol mannoside;   K08256  pimA; phosphatidyl-myo-inositol alpha-mannosyltransferase,COG: COG0438;GO: 0043750;CAZy: GT4
DNA-1_bin_8_k127_4941854_5,GT4_e1300,-,SAMP8-S3,13.953860649213391,Glycosyl Transferases,GT4,K08256,DNA-1_bin_8,phosphatidyl-myo-inositol alpha-mannosyltransferase [EC:2.4.1.345],Lipoarabinomannan (LAM) biosynthesis;Metabolic pathways,GDP-alpha-D-mannose:1-phosphatidyl-1D-myo-inositol 2-alpha-D-mannosyltransferase (configuration-retaining);GDP-D-mannose:1-phosphatidyl-1D-myo-inositol 2-alpha-D-mannosyltransferase,KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09107 Glycan biosynthesis and metabolism;   00571 Lipoarabinomannan (LAM) biosynthesis;    K08256  pimA; phosphatidyl-myo-inositol alpha-mannosyltransferase; 09180 Brite Hierarchies;  09181 Protein families: metabolism;   01003 Glycosyltransferases;    K08256  pimA; phosphatidyl-myo-inositol alpha-mannosyltransferase;Enzymes [BR:ko01000]; 2. Transferases;  2.4  Glycosyltransferases;   2.4.1  Hexosyltransferases;    2.4.1.345  phosphatidyl-myo-inositol alpha-mannosyltransferase;     K08256  pimA; phosphatidyl-myo-inositol alpha-mannosyltransferase;Glycosyltransferases [BR:ko01003]; GPI-anchor biosynthesis;  Phosphatidylinositol mannoside;   K08256  pimA; phosphatidyl-myo-inositol alpha-mannosyltransferase,COG: COG0438;GO: 0043750;CAZy: GT4
DNA-1_bin_8_k127_4941854_5,GT4_e1300,-,SAMP8-S4,0.948552187451734,Glycosyl Transferases,GT4,K08256,DNA-1_bin_8,phosphatidyl-myo-inositol alpha-mannosyltransferase [EC:2.4.1.345],Lipoarabinomannan (LAM) biosynthesis;Metabolic pathways,GDP-alpha-D-mannose:1-phosphatidyl-1D-myo-inositol 2-alpha-D-mannosyltransferase (configuration-retaining);GDP-D-mannose:1-phosphatidyl-1D-myo-inositol 2-alpha-D-mannosyltransferase,KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09107 Glycan biosynthesis and metabolism;   00571 Lipoarabinomannan (LAM) biosynthesis;    K08256  pimA; phosphatidyl-myo-inositol alpha-mannosyltransferase; 09180 Brite Hierarchies;  09181 Protein families: metabolism;   01003 Glycosyltransferases;    K08256  pimA; phosphatidyl-myo-inositol alpha-mannosyltransferase;Enzymes [BR:ko01000]; 2. Transferases;  2.4  Glycosyltransferases;   2.4.1  Hexosyltransferases;    2.4.1.345  phosphatidyl-myo-inositol alpha-mannosyltransferase;     K08256  pimA; phosphatidyl-myo-inositol alpha-mannosyltransferase;Glycosyltransferases [BR:ko01003]; GPI-anchor biosynthesis;  Phosphatidylinositol mannoside;   K08256  pimA; phosphatidyl-myo-inositol alpha-mannosyltransferase,COG: COG0438;GO: 0043750;CAZy: GT4
DNA-4_bin_11_k127_21294780_3,GT2,-,SAMP1-S1-22,2.777516746683338,Glycosyl Transferases,GT2,K00721,DNA-4_bin_11,dolichol-phosphate mannosyltransferase [EC:2.4.1.83],N-Glycan biosynthesis;Metabolic pathways,GDPmannose:dolichyl-phosphate O-beta-D-mannosyltransferase,KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09107 Glycan biosynthesis and metabolism;   00510 N-Glycan biosynthesis;    K00721  DPM1; dolichol-phosphate mannosyltransferase; 09180 Brite Hierarchies;  09181 Protein families: metabolism;   01003 Glycosyltransferases;    K00721  DPM1; dolichol-phosphate mannosyltransferase;Enzymes [BR:ko01000]; 2. Transferases;  2.4  Glycosyltransferases;   2.4.1  Hexosyltransferases;    2.4.1.83  dolichyl-phosphate beta-D-mannosyltransferase;     K00721  DPM1; dolichol-phosphate mannosyltransferase;Glycosyltransferases [BR:ko01003]; N-Glycan biosynthesis;  Dol-P-Man biosyntheisis;   K00721  DPM1; dolichol-phosphate mannosyltransferase,COG: COG0463;GO: 0004582;CAZy: GT2
DNA-4_bin_11_k127_21294780_3,GT2,-,SAMP1-S2,1.0155066278318703,Glycosyl Transferases,GT2,K00721,DNA-4_bin_11,dolichol-phosphate mannosyltransferase [EC:2.4.1.83],N-Glycan biosynthesis;Metabolic pathways,GDPmannose:dolichyl-phosphate O-beta-D-mannosyltransferase,KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09107 Glycan biosynthesis and metabolism;   00510 N-Glycan biosynthesis;    K00721  DPM1; dolichol-phosphate mannosyltransferase; 09180 Brite Hierarchies;  09181 Protein families: metabolism;   01003 Glycosyltransferases;    K00721  DPM1; dolichol-phosphate mannosyltransferase;Enzymes [BR:ko01000]; 2. Transferases;  2.4  Glycosyltransferases;   2.4.1  Hexosyltransferases;    2.4.1.83  dolichyl-phosphate beta-D-mannosyltransferase;     K00721  DPM1; dolichol-phosphate mannosyltransferase;Glycosyltransferases [BR:ko01003]; N-Glycan biosynthesis;  Dol-P-Man biosyntheisis;   K00721  DPM1; dolichol-phosphate mannosyltransferase,COG: COG0463;GO: 0004582;CAZy: GT2
DNA-4_bin_11_k127_21294780_3,GT2,-,SAMP1-S3,2.168277475992072,Glycosyl Transferases,GT2,K00721,DNA-4_bin_11,dolichol-phosphate mannosyltransferase [EC:2.4.1.83],N-Glycan biosynthesis;Metabolic pathways,GDPmannose:dolichyl-phosphate O-beta-D-mannosyltransferase,KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09107 Glycan biosynthesis and metabolism;   00510 N-Glycan biosynthesis;    K00721  DPM1; dolichol-phosphate mannosyltransferase; 09180 Brite Hierarchies;  09181 Protein families: metabolism;   01003 Glycosyltransferases;    K00721  DPM1; dolichol-phosphate mannosyltransferase;Enzymes [BR:ko01000]; 2. Transferases;  2.4  Glycosyltransferases;   2.4.1  Hexosyltransferases;    2.4.1.83  dolichyl-phosphate beta-D-mannosyltransferase;     K00721  DPM1; dolichol-phosphate mannosyltransferase;Glycosyltransferases [BR:ko01003]; N-Glycan biosynthesis;  Dol-P-Man biosyntheisis;   K00721  DPM1; dolichol-phosphate mannosyltransferase,COG: COG0463;GO: 0004582;CAZy: GT2
DNA-4_bin_11_k127_21294780_3,GT2,-,SAMP1-S3-22,5.146941013641774,Glycosyl Transferases,GT2,K00721,DNA-4_bin_11,dolichol-phosphate mannosyltransferase [EC:2.4.1.83],N-Glycan biosynthesis;Metabolic pathways,GDPmannose:dolichyl-phosphate O-beta-D-mannosyltransferase,KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09107 Glycan biosynthesis and metabolism;   00510 N-Glycan biosynthesis;    K00721  DPM1; dolichol-phosphate mannosyltransferase; 09180 Brite Hierarchies;  09181 Protein families: metabolism;   01003 Glycosyltransferases;    K00721  DPM1; dolichol-phosphate mannosyltransferase;Enzymes [BR:ko01000]; 2. Transferases;  2.4  Glycosyltransferases;   2.4.1  Hexosyltransferases;    2.4.1.83  dolichyl-phosphate beta-D-mannosyltransferase;     K00721  DPM1; dolichol-phosphate mannosyltransferase;Glycosyltransferases [BR:ko01003]; N-Glycan biosynthesis;  Dol-P-Man biosyntheisis;   K00721  DPM1; dolichol-phosphate mannosyltransferase,COG: COG0463;GO: 0004582;CAZy: GT2
