id	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#all classifications	featureId
212_RP_mgf_modified_matching_featureID_adduct_FT_19.725_303.23187	C20H30O2	[M + H]+	C20H30O2	Terpenoids	0.9836914539337158	Diterpenoids	0.9378618597984314	Labdane diterpenoids	0.5202463865280151	Diterpenoids	0.9663158059120178			Diterpenoids	0.9663158059120178	Prenol lipids	0.9344821572303772	Lipids and lipid-like molecules	0.889979898929596	Organic compounds; Lipids and lipid-like molecules; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Diterpenoids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_19.725_303.23187
213_RP_mgf_modified_matching_featureID_adduct_FT_19.736_441.18890	C21H32N2O4S2	[M + H]+	C21H32N2O4S2	Fatty acids	0.597740113735199	Fatty amides	0.6867897510528564	N-acyl amines	0.49171531200408936	Prenol lipids	0.6486250758171082					Prenol lipids	0.6486250758171082	Lipids and lipid-like molecules	0.6009135842323303	Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organosulfonic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Thioureas; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	FT_19.736_441.18890
219_RP_mgf_modified_matching_featureID_adduct_FT_0.980_430.91383	C5H9N2O13P3S	[M + H]+	C5H9N2O13P3S	Carbohydrates	0.688285231590271	Nucleosides	0.06255695968866348	Purine nucleos(t)ides	0.03288077190518379	Monoalkyl phosphates	0.9336842894554138	Alkyl phosphates	0.9331672191619873	Phosphate esters	0.8133805394172668	Organic phosphoric acids and derivatives	0.9985779523849487	Organic acids and derivatives	0.9998900890350342	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organic phosphoric acids and derivatives; Organic sulfuric acids and derivatives; Phosphate esters; Alkyl phosphates; Monoalkyl phosphates; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	FT_0.980_430.91383
220_RP_mgf_modified_matching_featureID_adduct_FT_1.427_365.10546	C12H22O11	[M + Na]+	C12H22O11	Carbohydrates	0.9864592552185059	Saccharides	0.9952514171600342	Disaccharides	0.999997615814209	Disaccharides	0.8532205820083618	Disaccharides	0.8532205820083618	Carbohydrates and carbohydrate conjugates	0.9999971389770508	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Disaccharides; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_1.427_365.10546
221_RP_mgf_modified_matching_featureID_adduct_FT_1.428_448.16617	C20H25N5O5S	[M + H]+	C20H25N5O5S	Carbohydrates	0.7962061166763306	Nucleosides	0.3638085126876831	Purine nucleos(t)ides	0.5666404962539673	Glycosylamines	0.7438284158706665	Glycosyl compounds	0.5682549476623535	Carbohydrates and carbohydrate conjugates	0.8645461797714233	Organooxygen compounds	0.9999890327453613	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Organonitrogen compounds; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Monoalkylamines; Thioethers; Cyclic alcohols and derivatives; Monosaccharides; Acetals; Secondary alcohols; Glycosyl compounds; Glycosylamines; Benzene and substituted derivatives; Benzenoids; Amines; Primary amines; Sulfenyl compounds; Imidolactams; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Benzenesulfonyl compounds; Organopnictogen compounds; Organic oxygen compounds; Aryl thioethers; Organic nitrogen compounds; Chemical entities	FT_1.428_448.16617
222_RP_mgf_modified_matching_featureID_adduct_FT_1.387_353.03927	C8H18O11P2	[M + H]+	C8H18O11P2	Carbohydrates	0.9872051477432251	Saccharides	0.920937716960907	Monosaccharides	0.47583141922950745	Hexoses	0.6035281419754028	Monosaccharides	0.9640266299247742	Carbohydrates and carbohydrate conjugates	0.9948577880859375	Organooxygen compounds	0.9999997615814209	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Organic acids and derivatives; Primary alcohols; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Hexoses; Monosaccharides; Monosaccharide phosphates; Secondary alcohols; Oxanes; Polyols; Alkyl phosphates; Monoalkyl phosphates; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_1.387_353.03927
223_RP_mgf_modified_matching_featureID_adduct_FT_1.431_365.10548	C14H20O11	[M + H]+	C14H20O11	Carbohydrates	0.9408595561981201	Saccharides	0.9239728450775146	Disaccharides	0.9995161294937134	C-glycosyl compounds	0.5879851579666138	Glycosyl compounds	0.9904346466064453	Carbohydrates and carbohydrate conjugates	0.9999485015869141	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Disaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; C-glycosyl compounds; O-glycosyl compounds; Polyols; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Ketals; Organic oxygen compounds; Chemical entities	FT_1.431_365.10548
224_RP_mgf_modified_matching_featureID_adduct_FT_1.499_360.15015	C16H25NO6S	[M + H]+	C16H25NO6S	Amino acids and Peptides	0.9879785776138306	Amino acid glycosides	0.9999130964279175	Glucosinolates	0.985295295715332	Cyanogenic glycosides	0.5669481754302979	Glycosyl compounds	0.9352338314056396	Carbohydrates and carbohydrate conjugates	0.9862915873527527	Organooxygen compounds	0.9999966621398926	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Nitriles; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; Monothioacetals; Thioglycosides; Benzene and substituted derivatives; Polyols; Cyanogenic glycosides; Benzenoids; Sulfenyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic cyanides; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	FT_1.499_360.15015
226_RP_mgf_modified_matching_featureID_adduct_FT_1.183_176.10298	C6H13N3O3	[M + H]+	C6H13N3O3	Amino acids and Peptides	0.8341415524482727	Small peptides	0.8438673615455627	Dipeptides	0.6260850429534912	Alpha amino acid amides	0.7529407739639282	Amino acids and derivatives	0.9928733110427856	Amino acids, peptides, and analogues	0.9935302138328552	Carboxylic acids and derivatives	0.9737943410873413	Organic acids and derivatives	0.9871461391448975	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Alpha amino acids; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	FT_1.183_176.10298
227_RP_mgf_modified_matching_featureID_adduct_FT_1.135_159.07646	C6H10N2O3	[M + H]+	C6H10N2O3	Amino acids and Peptides	0.956721305847168	Small peptides	0.8659852147102356	Dipeptides	0.34441399574279785	Alpha amino acids and derivatives	0.9734695553779602	Amino acids and derivatives	0.9759626984596252	Amino acids, peptides, and analogues	0.9770451784133911	Carboxylic acids and derivatives	0.9992721676826477	Organic acids and derivatives	0.9994334578514099	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Piperazines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Acetamides; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	FT_1.135_159.07646
228_RP_mgf_modified_matching_featureID_adduct_FT_1.180_342.13304	C12H24NO8P	[M + H]+	C12H24NO8P	Fatty acids	0.891569197177887	Glycerophospholipids	0.993962824344635	Glycerophosphocholines	0.364845335483551	1-acyl-sn-glycero-3-phosphocholines	0.5760082602500916	Lysophosphatidylcholines	0.399409681558609	Glycerophosphocholines	0.8230780959129333	Glycerophospholipids	0.9966328740119934	Lipids and lipid-like molecules	0.9971996545791626	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Phosphocholines; 1-acyl-sn-glycero-3-phosphocholines; Secondary alcohols; Carbonyl compounds; Glycerophosphocholines; Amines; Alkyl phosphates; Dialkyl phosphates; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	FT_1.180_342.13304
230_RP_mgf_modified_matching_featureID_adduct_FT_0.980_362.92643	C8H13O4P3S3	[M + H]+	C8H13O4P3S3	Fatty acids	0.5440399050712585	Fatty acyls	0.07919018715620041	Pyridine alkaloids	0.020286528393626213	Dithiophosphate S-esters	0.9377886652946472			Dithiophosphate S-esters	0.9377886652946472	Organic dithiophosphoric acids and derivatives	0.921280562877655	Organic acids and derivatives	0.8746954798698425	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organic acids and derivatives; Organooxygen compounds; Organophosphorus compounds; Organothiophosphorus compounds; Sulfenyl compounds; Organic dithiophosphoric acids and derivatives; Dithiophosphate S-esters; Heteroaromatic compounds; Hydrocarbon derivatives; Dithiophosphate O-esters; Organic oxygen compounds; Chemical entities	FT_0.980_362.92643
232_RP_mgf_modified_matching_featureID_adduct_FT_16.933_507.19917	C29H30O8	[M + H]+	C29H30O8	Polyketides	0.7716509103775024	Meroterpenoids	0.39027780294418335	Tetraketide meroterpenoids	0.19004756212234497	Benzene and substituted derivatives	0.8684098124504089					Benzene and substituted derivatives	0.8684098124504089	Benzenoids	0.9359708428382874	Organic compounds; Organoheterocyclic compounds; Lactones; Pyrans; Ketones; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Cyclic ketones; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_16.933_507.19917
233_RP_mgf_modified_matching_featureID_adduct_FT_17.080_303.15899	C18H22O4	[M + H]+	C18H22O4	Terpenoids	0.9784712195396423	Sesquiterpenoids	0.4630510210990906	Caryophyllane sesquiterpenoids	0.07431801408529282	Terpene lactones	0.616218090057373			Terpene lactones	0.616218090057373	Prenol lipids	0.6412094831466675	Lipids and lipid-like molecules	0.592346727848053	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Ketones; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Terpene lactones; Carbonyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_17.080_303.15899
234_RP_mgf_modified_matching_featureID_adduct_FT_1.309_85.02847	C4H4O2	[M + H]+	C4H4O2	Fatty acids	0.6699334979057312	Fatty acyls	0.6786192059516907	Fatty aldehydes	0.7568535804748535	Lactones	0.6412451863288879					Lactones	0.6412451863288879	Organoheterocyclic compounds	0.7700114846229553	Organic compounds; Organoheterocyclic compounds; Lactones; Aldehydes; Organooxygen compounds; Carbonyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_1.309_85.02847
235_RP_mgf_modified_matching_featureID_adduct_FT_1.411_846.30863	C30H55NO26	[M + H]+	C30H55NO26	Carbohydrates	0.999579131603241	Saccharides	0.9997565150260925	Polysaccharides	0.9963170289993286	Oligosaccharides	0.9925343990325928	Oligosaccharides	0.9925343990325928	Carbohydrates and carbohydrate conjugates	0.999975323677063	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Oligosaccharides; Ethers; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Hemiacetals; Acetals; Secondary alcohols; 1,2-aminoalcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Amines; Alkanolamines; Aminosaccharides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	FT_1.411_846.30863
236_RP_mgf_modified_matching_featureID_adduct_FT_0.980_498.90137	C9H13N2O10P3S3	[M + H]+	C9H13N2O10P3S3	Alkaloids	0.8064284920692444	Nicotinic acid alkaloids	0.15618488192558289	Pyridine alkaloids	0.19458185136318207	Pyrimidines and pyrimidine derivatives	0.6819182634353638			Pyrimidines and pyrimidine derivatives	0.6819182634353638	Diazines	0.8994318842887878	Organoheterocyclic compounds	0.9999836683273315	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Pyrimidines and pyrimidine derivatives; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organophosphorus compounds; Diazines; Organothiophosphorus compounds; Sulfenyl compounds; Organic dithiophosphoric acids and derivatives; Dithiophosphate S-esters; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Dithiophosphate O-esters; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	FT_0.980_498.90137
237_RP_mgf_modified_matching_featureID_adduct_FT_0.969_288.92204	C7N2O7S2	[M + H]+	C7N2O7S2	Alkaloids	0.5349989533424377	Pseudoalkaloids	0.07886425405740738	Pyrrole alkaloids	0.002501634880900383	Sulfonyls	0.6349505186080933					Sulfonyls	0.6349505186080933	Organosulfur compounds	0.19775956869125366	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Sulfonyls; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	FT_0.969_288.92204
238_RP_mgf_modified_matching_featureID_adduct_FT_0.981_566.88882	C14H8N4O11P2S3	[M + H]+	C14H8N4O11P2S3	Alkaloids	0.9438246488571167	Pseudoalkaloids	0.5943921804428101	Quinazoline alkaloids	0.1994679719209671	Nitrobenzenes	0.7291990518569946			Nitrobenzenes	0.7291990518569946	Benzene and substituted derivatives	0.3928327262401581	Benzenoids	0.9450716376304626	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Nitrobenzenes; Pyrimidines and pyrimidine derivatives; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organic phosphoric acids and derivatives; Organic nitro compounds; Organic oxoazanium compounds; Benzenoids; Organic cations; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic salts; Organic oxides; C-nitro compounds; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Chemical entities	FT_0.981_566.88882
239_RP_mgf_modified_matching_featureID_adduct_FT_1.720_462.18184	C21H27N5O5S	[M + H]+	C21H27N5O5S	Carbohydrates	0.962864100933075	Nucleosides	0.8002449870109558	Purine nucleos(t)ides	0.84480881690979	5'-deoxy-5'-thionucleosides	0.7146450877189636			5'-deoxy-5'-thionucleosides	0.7146450877189636	5'-deoxyribonucleosides	0.18666929006576538	Nucleosides, nucleotides, and analogues	0.9748173952102661	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Purines and purine derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Amino acids and derivatives; Azoles; Monoalkylamines; Monocarboxylic acids and derivatives; Thioethers; Carboxylic acid esters; Aminopyrimidines and derivatives; Diazines; Monosaccharides; Secondary alcohols; Imidazopyrimidines; Carbonyl compounds; Glycosyl compounds; Glycosylamines; Benzene and substituted derivatives; Polyols; Substituted imidazoles; N-substituted imidazoles; Alpha amino acids; Benzenoids; Amines; Primary amines; 1,2-diols; 6-aminopurines; Sulfenyl compounds; Imidolactams; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; 5'-deoxy-5'-thionucleosides; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	FT_1.720_462.18184
241_RP_mgf_modified_matching_featureID_adduct_FT_0.981_634.87626	C11H14N2O17P4S2	[M + H]+	C11H14N2O17P4S2	Carbohydrates	0.447588711977005	Nucleosides	0.12487385421991348	Purine nucleos(t)ides	0.12752190232276917	Pentose phosphates	0.9285701513290405	Monosaccharides	0.992567777633667	Carbohydrates and carbohydrate conjugates	0.9938516616821289	Organooxygen compounds	0.9999922513961792	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Pyrimidines and pyrimidine derivatives; Alcohols and polyols; Organic acids and derivatives; Organonitrogen compounds; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Diazines; Monosaccharides; Monosaccharide phosphates; Secondary alcohols; Oxolanes; Glycosyl compounds; Hydropyrimidines; Glycosylamines; Pentose phosphates; Alkyl phosphates; Monoalkyl phosphates; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	FT_0.981_634.87626
242_RP_mgf_modified_matching_featureID_adduct_FT_0.980_702.86358	C13H13N4O18P3S3	[M + H]+	C13H13N4O18P3S3	Carbohydrates	0.42896920442581177	Nucleosides	0.33398541808128357	Purine nucleos(t)ides	0.24249768257141113	Purine ribonucleotides	0.6911711096763611			Purine ribonucleotides	0.6911711096763611	Purine nucleotides	0.31434395909309387	Nucleosides, nucleotides, and analogues	0.8107433319091797	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Pyrimidines and pyrimidine derivatives; Alcohols and polyols; Organic acids and derivatives; Organonitrogen compounds; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Organic carbonic acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Ureas; Organosulfonic acids; Diazines; Monosaccharides; Purine ribonucleotides; Secondary alcohols; Oxolanes; Glycosylamines; Arylsulfonic acids and derivatives; Pentose phosphates; Sulfenyl compounds; Alkyl phosphates; Monoalkyl phosphates; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	FT_0.980_702.86358
244_RP_mgf_modified_matching_featureID_adduct_FT_0.981_294.93894	C8H8O4P2S2	[M + H]+	C8H8O4P2S2	Shikimates and Phenylpropanoids	0.7537031769752502	Coumarins	0.11785291135311127	Isocoumarins	0.07683507353067398	Aryl thiophosphates	0.7976608276367188	Aryl thiophosphates	0.7976608276367188	Thiophosphoric acid esters	0.6276476979255676	Organic thiophosphoric acids and derivatives	0.5130545496940613	Organic acids and derivatives	0.5378240346908569	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organic acids and derivatives; Organooxygen compounds; Organophosphorus compounds; Organic thiophosphoric acids and derivatives; Organothiophosphorus compounds; Thiophosphoric acid esters; Benzenoids; Sulfenyl compounds; Thiophosphate triesters; Organic dithiophosphoric acids and derivatives; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Dithiophosphate O-esters; Organic oxygen compounds; Aryl thiophosphates; Chemical entities	FT_0.981_294.93894
245_RP_mgf_modified_matching_featureID_adduct_FT_1.264_374.12946	C16H23NO7S	[M + H]+	C16H23NO7S	Amino acids and Peptides	0.9063096046447754	Small peptides	0.4733608365058899	Aminoacids	0.2533009350299835	Amino acids	0.9925729036331177	Amino acids and derivatives	0.993202805519104	Amino acids, peptides, and analogues	0.9934422969818115	Carboxylic acids and derivatives	0.9980220794677734	Organic acids and derivatives	0.9999542236328125	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Pyrans; Dioxolanes; Sugar acids and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Glucuronides; Monoalkylamines; Monocarboxylic acids and derivatives; Thioethers; Carboxylic acids; 1,3-dioxolanes; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Dioxolopyrans; Oxanes; Glucuronic acid derivatives; Thioglycosides; Benzene and substituted derivatives; Polyols; Benzenoids; Amines; Primary amines; Sulfenyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	FT_1.264_374.12946
246_RP_mgf_modified_matching_featureID_adduct_FT_1.223_448.11210	C20H21N3O7S	[M + H]+	C20H21N3O7S	Alkaloids	0.3525252640247345	Ornithine alkaloids	0.20763827860355377	Aminosugars	0.0706692636013031	Naphthalenes	0.7015789151191711					Naphthalenes	0.7015789151191711	Benzenoids	0.996489942073822	Organic compounds; Organoheterocyclic compounds; Naphthalenes; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organic sulfuric acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monosaccharides; Secondary carboxylic acid amides; Carbonyl compounds; Oxanes; Benzene and substituted derivatives; Benzenoids; N-arylamides; Acetamides; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; N-acetylarylamines; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	FT_1.223_448.11210
248_RP_mgf_modified_matching_featureID_adduct_FT_0.982_770.85085	C7H8N4O35P2	[M + H]+	C7H8N4O35P2	Carbohydrates	0.9968619346618652	Phenolic acids (C6-C1)	0.12868216633796692	Gallotannins	0.44142279028892517	Aspartic acid and derivatives	0.5353143215179443	Amino acids and derivatives	7.892986759543419E-4	Amino acids, peptides, and analogues	6.876836414448917E-4	Carboxylic acids and derivatives	0.953483521938324	Organic acids and derivatives	0.9999963045120239	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Sugar acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Hydroxy acids and derivatives; Hemiacetals; Carboxylic acids; Alpha hydroxy acids and derivatives; Pentoses; Monosaccharides; Monosaccharide phosphates; Carbonyl hydrates; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; Glucuronic acid derivatives; Glycosyl compounds; Glycosylamines; Pentose phosphates; Polyols; Carboperoxoic acids; Alkyl phosphates; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Aspartic acid and derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	FT_0.982_770.85085
249_RP_mgf_modified_matching_featureID_adduct_FT_19.446_315.25299	C18H34O4	[M + H]+	C18H34O4	Fatty acids	0.9546997547149658	Fatty Acids and Conjugates	0.6191871762275696	Open-chain polyketides	0.13138942420482635	Long-chain fatty acids	0.5796312093734741	Long-chain fatty acids	0.5796312093734741	Fatty acids and conjugates	0.22930268943309784	Fatty Acyls	0.8877376914024353	Lipids and lipid-like molecules	0.7571417093276978	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_19.446_315.25299
250_RP_mgf_modified_matching_featureID_adduct_FT_19.350_369.16957	C19H28O5S	[M + H]+	C19H28O5S	Terpenoids	0.8915250301361084	Diterpenoids	0.6124125719070435	Norkaurane diterpenoids	0.3467429578304291	Prenol lipids	0.7023409605026245					Prenol lipids	0.7023409605026245	Lipids and lipid-like molecules	0.8132057785987854	Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Ketones; Prenol lipids; Organic acids and derivatives; Organosulfonic acids and derivatives; Organooxygen compounds; Sulfonyls; Organosulfonic acids; Carbonyl compounds; Alkanesulfonic acids and derivatives; Alkanesulfonic acids; Sulfuric acid esters; Alkyl sulfates; Cyclic ketones; Organic oxides; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organic oxygen compounds; Chemical entities	FT_19.350_369.16957
251_RP_mgf_modified_matching_featureID_adduct_FT_19.416_315.19553	C16H22N6O	[M + H]+	C16H22N6O	Alkaloids	0.9292808771133423	Histidine alkaloids	0.3981196880340576	Imidazole alkaloids	0.4654523730278015	Azoles	0.716111421585083					Azoles	0.716111421585083	Organoheterocyclic compounds	0.998568058013916	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	FT_19.416_315.19553
